#	human_gene	human_chr	human_strand	hg19_exon_start	hg19_exon_end	hg18_exon_start	hg18_exon_end	human_exon_len	human_intergenic_5p_start	human_intergenic_5p_end	human_intergenic_5p_len	human_intergenic_3p_start	human_intergenic_3p_end	human_intergenic_3p_len	human_exon_divergence	human_intergenic_5p_divergence	human_intergenic_3p_divergence	human_rec_start	human_rec_end	human_rec_rate	chimp_useability	chimp_transcript	chimp_gene_and_exon	chimp_chr	chimp_strand	chimp_UCSC_start	chimp_UCSC_end	chimp_exon_start	chimp_exon_end	chimp_exon_len	chimp_intergenic_5p_start	chimp_intergenic_5p_end	chimp_intergenic_5p_len	chimp_intergenic_3p_start	chimp_intergenic_3p_end	chimp_intergenic_3p_len	chimp_exon_divergence	chimp_exon_callability	chimp_intergenic_5p_divergence	chimp_intergenic_5p_callability	chimp_intergenic_3p_divergence	chimp_intergenic_3p_callability	chimp_rec_start_pos	chimp_rec_end_pos	chimp_interpolated_4Ner/kp_rec_rate	chimp_prop_avg_4Ner/kb_rec_rate	chimp_inversion_sites	vervet_useability	vervet_transcript	vervet_gene_and_exon	vervet_chr	vervet_strand	vervet_UCSC_start	vervet_UCSC_end	vervet_exon_start	vervet_exon_end	vervet_exon_len	vervet_intergenic_5p_start	vervet_intergenic_5p_end	vervet_intergenic_5p_len	vervet_intergenic_3p_start	vervet_intergenic_3p_end	vervet_intergenic_3p_len	vervet_exon_divergence	vervet_exon_callability	vervet_intergenic_5p_divergence	vervet_intergenic_5p_callability	vervet_intergenic_3p_divergence	vervet_intergenic_3p_callability	vervet_rec_start_pos	vervet_rec_end_pos	vervet_interpolated_4Ner/kp_rec_rate	vervet_prop_avg_4Ner/kb_rec_rate	vervet_inversion_sites
13	TET3	chr2	+	74273405	74275538	74046278	74048411	2134	74024722	74046277	21556	74048412	74060980	12569	0.000937207	/	/	74030728	74053180	1.185915933	Y	ENSPTRT00000022460	ENSPTRG00000012075_ex1/9	chr2a	+	75638723	75640818	75638723	75640818	2096	75593903	75638722	44820	75640819	75652267	11449	0.000543183	1841	0.003596502	40595	0.003914259	10730	75593545	75652328	0.10597438	0.119860223	NA	Y	ENSCSAT00000013611.1	ENSCSAG00000015514.1_ex9/12	chr14	-	33230870	33233004	33230870	33233004	2135	33233005	33254766	21762	33217898	33230869	12972	0.008903468	2134	0.028530525	19558	0.030941409	10633	33217026	33254819	5.00E-05	5.00E-05	NA
14	KCNJ3	chr2	+	155711239	155714864	154854727	154858352	3626	154782289	154854726	72438	154858353	154899346	40994	0.000827358	/	/	154854845	154858275	0.672185733	Y	ENSPTRT00000023256	ENSPTRG00000012547_ex3/3	chr2b	+	159427814	159429587	159427814	159429587	1774	159355098	159427813	72716	159429588	159674076	244489	0.000572738	1746	0.002949004	69515	0.002476715	209148	159354962	159673351	0.176498145	0.185654157	NA	Y	ENSCSAT00000014066.1	ENSCSAG00000015970.1_ex3/3	chr10	+	40255062	40255646	40255062	40255646	585	40181327	40255061	73735	40255647	40493982	238336	0.005136986	584	0.027490027	62168	0.025323416	138212	40181640	40494089	0.207441576	0.237315974	NA
15	SDPR	chr2	-	192699031	192701443	191834305	191836717	2413	191836718	191841580	4863	191772387	191834304	61918	0.001243266	/	/	191826555	191836754	1.552774	Y	ENSPTRT00000023639	ENSPTRG00000012755_ex1/2	chr2b	-	197137071	197139465	197137071	197139465	2395	197139466	197144327	4862	196793191	197137070	343880	0.002263468	2209	0.002270851	4844	0.002887464	320004	196793882	197144362	0.283152799	0.303750697	NA	Y	ENSCSAT00000010124.1	ENSCSAG00000012033.1_ex1/2	chr10	-	77371173	77373825	77371173	77373825	2653	77373826	77378778	4953	77094438	77371172	276735	0.026503997	2377	0.028548124	4904	0.02740609	231153	77094335	77378745	0.368345825	0.386167956	NA
16	SATB2	chr2	-	200134223	200137395	199269500	199272672	3173	199272673	199290716	18044	198822299	199269499	447201	0.000630318	/	/	199270452	199271859	9.2915925	Y	ENSPTRT00000023678	ENSPTRG00000012779_ex1/12	chr2b	-	204673186	204676366	204673186	204676366	3181	204676367	204694685	18319	204316641	204673185	356545	0.000983607	3050	0.003177077	16682	0.003205177	328219	204316902	204694687	0.174863676	0.208399543	NA	Y	ENSCSAT00000009468.1	ENSCSAG00000011380.1_ex1/11	chr10	-	84761425	84764672	84761425	84764672	3248	84764673	84782720	18048	84015542	84761424	745883	0.00831202	3128	0.026879487	16853	0.026648491	646303	84016240	84782658	0.200543843	0.186364519	NA
17	PARD3B	chr2	+	206480180	206484886	205615456	205620162	4707	205584430	205615455	31026	205620163	205651331	31169	0.001912452	/	/	205616203	205619928	1.394876667	Y	ENSPTRT00000023808	ENSPTRG00000012838_ex23/23	chr2b	+	211175266	211175624	211175266	211175624	359	211141513	211175265	33753	211175625	211211512	35888	0	348	0.002154509	29241	0.003207726	29616	211141493	211211349	0.722660015	0.661833656	NA	Y	ENSCSAT00000008355.1	ENSCSAG00000010270.1_ex20/20	chr10	+	91389360	91389718	91389360	91389718	359	91356833	91389359	32527	91389719	91425045	35327	0.022284123	359	0.031021501	27626	0.030172671	33474	91356686	91425000	1.272081521	0.149499398	NA
18	SH3BP4	chr2	+	235949532	235951891	235040888	235043247	2360	235038004	235040887	2884	235043248	235047904	4657	0.000423729	/	/	235041233	235041640	6.0849075	Y	ENSPTRT00000045320	ENSPTRG00000013066_ex4/6	chr2b	+	241278403	241280763	241278403	241280763	2361	241275498	241278402	2905	241280764	241285272	4509	0.00139795	2146	0.003398792	2648	0.005738881	4182	241275468	241283973	0.225076426	0.701884856	NA	Y	ENSCSAT00000004285.1	ENSCSAG00000006235.1_ex2/4	chr10	+	121060546	121062906	121060546	121062906	2361	121057730	121060545	2816	121062907	121067682	4776	0.014407924	2221	0.04396516	2411	0.03915744	3703	121057795	121067649	0.000100467	0.000100342	NA
19	RAD18	chr3	-	8918880	8923143	8877196	8881459	4264	8881460	8885924	4465	8823405	8877195	53791	0.003518649	/	/	8877220	8881433	3.460191694	Y	ENSPTRT00000027268	ENSPTRG00000014583_ex1/13	chr3	-	9145339	9146922	9145339	9146922	1584	9146923	9151353	4431	9087974	9145338	57365	0.003836317	1564	0.001833601	4363	0.00409099	50599	9088374	9151694	0.414517325	0.472383416	NA	Y	ENSCSAT00000008871.1	ENSCSAG00000010783.1_ex1/13	chr22	-	44875291	44879611	44875291	44879611	4321	44879612	44884135	4524	44819267	44875290	56024	0.022406235	4106	0.029203957	4246	0.006853733	49608	44819387	44883962	1.144606551	0.331343521	NA
20	FGD5	chr3	+	14860469	14863103	14818962	14821596	2635	14815188	14818961	3774	14821597	14842862	21266	0.000379507	/	/	14719227	14888989	4.0945598	Y	ENSPTRT00000027418	ENSPTRG00000014656_ex1/20	chr3	+	15174539	15177064	15174539	15177064	2526	15151879	15174538	22660	15177065	15198500	21436	0.002534854	2367	0.00388601	18528	0.003511304	20790	15151309	15198132	1.452607607	1.100450854	NA	Y	ENSCSAT00000007291.1	ENSCSAG00000009224.1_ex2/21	chr22	+	50754709	50757341	50754709	50757341	2633	50750541	50754708	4168	50757342	50777049	19708	0.03162827	2561	0.033213937	3071	0.032343672	18087	50750957	50777196	0.033722093	0.046507531	NA
21	NR1D2	chr3	+	24018714	24022109	23977223	23980618	3396	23972623	23977222	4600	23980619	24038518	57900	0.000294464	/	/	23973852	23980748	2.432502236	Y	ENSPTRT00000027488	ENSPTRG00000014696_ex8/8	chr3	+	24571774	24574298	24571774	24574298	2525	24567166	24571773	4608	24574299	25101569	527271	0.001602564	2496	0.001560062	4487	0.003525914	484697	24567347	25101603	0.571043988	0.620857664	NA	Y	ENSCSAT00000007844.1	ENSCSAG00000009757.1_ex8/8	chr15	+	68665061	68665258	68665061	68665258	198	68660478	68665060	4583	68665259	69181611	516353	0	198	0.027094152	4429	0.028234994	462582	68661098	69181225	0.299160292	0.277961122	NA
22	WWTR1	chr3	-	149235022	149238776	149517235	149520989	3755	149520990	149523501	2512	149510315	149517234	6920	0.001065246	/	/	149515968	149527506	4.110029995	Y	ENSPTRT00000047540	ENSPTRG00000015519_ex1/7	chr3	-	154380871	154384629	154380871	154384629	3759	154384630	154387139	2510	154310159	154380870	70712	0.001935306	3617	0.006129955	2447	0.003685065	61600	154310582	154387010	0.796597006	1.556207292	NA	Y	ENSCSAT00000009594.1	ENSCSAG00000011508.1_ex6/6	chr15	+	41189518	41193268	41189518	41193268	3751	41186459	41189517	3059	41193269	41262086	68818	0.022871314	3629	0.032742156	2199	0.028886052	62660	41186441	41262055	0.225583609	0.221050631	NA
23	COMMD2	chr3	-	149456257	149459505	149738470	149741718	3249	149741719	149746198	4480	149720872	149738469	17598	0.000615574	/	/	149738572	149741682	2.43538643	Y	ENSPTRT00000028957	ENSPTRG00000015520_ex1/5	chr3	-	154605675	154606646	154605675	154606646	972	154606647	154611115	4469	154563656	154605674	42019	0	963	0.00343879	4362	0.003277681	39052	154564203	154611293	0.808861393	0.875332079	NA	Y	ENSCSAT00000009600.1	ENSCSAG00000011515.1_ex5/5	chr15	+	40963491	40966890	40963491	40966890	3400	40958944	40963490	4547	40966891	41009752	42862	0.020470516	3273	0.03192244	4229	0.02266653	38912	40958720	41008329	0.187673245	0.164829712	NA
24	MME	chr3	+	154898149	154901518	155180360	155183729	3370	155176486	155180359	3874	155183730	155212603	28874	0.002077151	/	/	155180448	155183610	4.294447533	Y	ENSPTRT00000029012	ENSPTRG00000015550_ex22/22	chr3	+	160165016	160168391	160165016	160168391	3376	160160982	160165015	4034	160168392	160518426	350035	0.002404569	3327	0.004062976	3938	0.003118039	317828	160160533	160518411	0.338932751	0.382010985	NA	Y	ENSCSAT00000010072.1	ENSCSAG00000011987.1_ex1/20	chr15	-	35580713	35580813	35580713	35580813	101	35580814	35584938	4125	35232971	35580712	347742	0	101	0.036635707	3876	0.020548591	296760	35232555	35584809	0.221681778	0.258248573	NA
25	FNDC3B	chr3	+	172114954	172118493	172397164	172400703	3540	172389129	172397163	8035	172400704	172412449	11746	0.000282486	/	/	172397239	172400683	2.472006862	Y	ENSPTRT00000029140	ENSPTRG00000015629_ex26/26	chr3	+	177626908	177630438	177626908	177630438	3531	177618726	177626907	8182	177630439	177781134	150696	0.000860338	3487	0.003223727	7755	0.003313467	137922	177618720	177780824	0.302249957	0.363616008	NA	Y	ENSCSAT00000010888.1	ENSCSAG00000012797.1_ex1/26	chr15	-	17059958	17063674	17059958	17063674	3717	17063675	17071548	7874	16896582	17059957	163376	0.009460211	3594	0.022046815	7348	0.020757876	131420	16898298	17071491	0.185653277	0.178324948	NA
26	FBXO45	chr3	+	196311004	196315930	196584133	196589059	4927	196580971	196584132	3162	196589060	196610281	21222	0.00060889	/	/	196584228	196588983	3.753325669	Y	ENSPTRT00000029429	ENSPTRG00000015783_ex3/3	chr3	+	202222570	202225725	202222570	202225725	3156	202219392	202222569	3178	202225726	202261035	35310	0.001275104	3137	0.002895753	3108	0.003605528	29954	202218644	202260702	1.807406748	1.200538326	NA	Y	ENSCSAT00000006679.1	ENSCSAG00000008621.1_ex1/3	chr15	-	90629329	90634444	90629329	90634444	5116	90634445	90637669	3225	90604252	90629328	25077	0.019360858	4287	0.026011561	2422	0.029855158	20298	89640480	89640480	0	0	NA
27	PPP2R2C	chr4	-	6322305	6325320	6320578	6323593	3016	6323594	6326427	2834	6311922	6320577	8656	0.001657825	/	/	6318792	6325662	3.307839663	Y	ENSPTRT00000029656	ENSPTRG00000015883_ex1/10	chr4	-	6491272	6494285	6491272	6494285	3014	6494286	6497585	3300	6430437	6491271	60835	0.003489184	2866	0.003380917	2662	0.005563143	49792	6430194	6498422	1.40505382	1.444523449	NA	Y	ENSCSAT00000014211.1	ENSCSAG00000016118.1_ex1/9	chr27	-	42449618	42452654	42449618	42452654	3037	42452655	42455476	2822	42346552	42449617	103066	0.028236915	2904	0.04153605	2552	0.034517613	86072	40288482	40288482	0.00325	0.02948	NA
28	MUC7	chr4	+	71346516	71348714	70480799	70482997	2199	70477437	70480798	3362	70482998	70500784	17787	0.001364256	/	/	70479318	70494473	5.260601992	Y	ENSPTRT00000030048	ENSPTRG00000016131_ex1/3	chr4	-	60117991	60119002	60117991	60119002	1012	60119003	60122360	3358	60100930	60117990	17061	0.003243243	925	0.00149611	3342	0.004511278	16625	60100508	60122348	0.191194277	0.202347805	NA	Y	ENSCSAT00000002911.1	ENSCSAG00000004879.1_ex2/2	chr7	+	18988875	18989955	18988875	18989955	1081	18985516	18988874	3359	18989956	19048627	58672	0.034802784	862	0.033577534	3276	0.026952842	52462	18985429	19048130	0.46394839	0.452004656	NA
29	PARM1	chr4	+	75971373	75975325	75046163	75050115	3953	75040062	75046162	6101	75050116	75202716	152601	0.000758917	/	/	75046164	75050108	1.719797743	Y	ENSPTRT00000060211	ENSPTRG00000031197_ex1/4	chr4	-	55445658	55449607	55445658	55449607	3950	55449608	55455696	6089	55213053	55445657	232605	0.002072002	3861	0.001328904	6020	0.00318666	206172	55213799	55455324	0.33894519	0.314377825	NA	Y	ENSCSAT00000002750.1	ENSCSAG00000004720.1_ex4/4	chr7	+	23578497	23582473	23578497	23582473	3977	23573704	23578496	4793	23582474	23804313	221840	0.027113238	3762	0.0327654	4578	0.025902377	164039	23573768	23804315	0.323097373	0.374123396	NA
30	RCHY1	chr4	-	76404247	76407876	75479037	75482666	3630	75482667	75486623	3957	75420802	75479036	58235	0.001928375	/	/	75477921	75483859	2.841847867	Y	ENSPTRT00000030102	ENSPTRG00000016170_ex9/9	chr4	+	55012581	55016004	55012581	55016004	3424	55008791	55012580	3790	55016005	55359873	343869	0.003531489	3398	0.00271813	3679	0.00344112	304552	55008882	55360006	0.206231722	0.201305772	NA	Y	ENSCSAT00000002745.1	ENSCSAG00000004717.1_ex1/9	chr7	-	23989744	23989873	23989744	23989873	130	23989874	23993615	3742	23649016	23989743	340728	0	130	0.032454361	3451	0.02664254	252003	23650754	23993722	0.31159337	0.232179653	NA
31	ARSJ	chr4	-	114821440	114824831	113900284	113903675	3392	113903676	113941056	37381	113831106	113900283	69178	0	/	/	113900119	113909647	1.781531025	Y	ENSPTRT00000030477	ENSPTRG00000016384_ex1/2	chr4	-	117442665	117444064	117442665	117444064	1400	117444065	117481791	37727	117370674	117442664	71991	0.000730994	1368	0.003170342	35012	0.002552268	65432	117370497	117482170	0.478954465	0.398974806	NA	Y	ENSCSAT00000001821.1	ENSCSAG00000003792.1_ex1/2	chr7	-	61712062	61713461	61712062	61713461	1400	61713462	61749970	36509	61631883	61712061	80179	0.010558069	1326	0.032609346	33426	0.027959754	48999	60993790	60993790	0	0	NA
32	PCDH10	chr4	+	134111296	134115765	133190141	133194610	4470	133176712	133190140	13429	133194611	133695471	500861	0.000447427	/	/	133190043	133199041	1.10729261	Y	ENSPTRT00000030573	ENSPTRG00000016444_ex5/5	chr4	+	136765782	136767218	136765782	136767218	1437	136752028	136765781	13754	136767219	138838362	2071144	0.002969562	1347	0.003988279	12286	0.003511218	1840102	136751742	138838604	0.457281955	0.46557037	NA	Y	ENSCSAT00000001584.1	ENSCSAG00000003553.1_ex5/5	chr7	+	80225737	80225757	80225737	80225757	21	80212126	80225736	13611	80225758	81052842	827085	0	21	0.037245314	12270	0.029575648	700103	80212092	81054010	0.253229834	0.214385825	NA
33	MFAP3L	chr4	-	170907748	170913460	169986597	169992309	5713	169992310	169997137	4828	169981250	169986596	5347	0.001225276	/	/	169986776	169992171	4.236339333	Y	ENSPTRT00000030832	ENSPTRG00000016591_ex1/3	chr4	-	174417918	174423632	174417918	174423632	5715	174423633	174430114	6482	174296667	174417917	121251	0.002488446	5626	0.002655835	6401	0.00398539	102123	174296565	174430313	0.477122327	0.413651673	NA	Y	ENSCSAT00000001141.1	ENSCSAG00000003111.1_ex1/3	chr7	-	116193728	116199498	116193728	116199498	5771	116199499	116206351	6853	116092591	116193727	101137	0.026031521	5647	0.035370309	6022	0.030196655	82327	116092618	116207248	0.039842275	0.035809045	NA
34	ADAMTS12	chr5	-	33523640	33527471	33523535	33527366	3832	33527367	33531099	3733	33513431	33523534	10104	0.000521921	/	/	33500803	33664663	2.706379739	Y	ENSPTRT00000031146	ENSPTRG00000016776_ex25/25	chr5	+	82214546	82214725	82214546	82214725	180	82210814	82214545	3732	82214726	82342944	128219	0.005649718	177	0.005722071	3670	0.002798013	120800	82210595	82343338	0.486259517	0.440416743	NA	Y	ENSCSAT00000015253.1	ENSCSAG00000017158.1_ex1/24	chr4	-	32757683	32761570	32757683	32761570	3888	32761571	32764591	3021	32240381	32757682	517302	0.0224596	3651	0.039143279	2708	0.012569632	361904	32240234	32764495	0.165428653	0.164952771	NA
35	SNX18	chr5	+	53839009	53842416	54543179	54546586	3408	54532092	54543178	11087	54546587	54603372	56786	0.002053991	/	/	54539205	54551643	3.847411068	Y	ENSPTRT00000031287	ENSPTRG00000016868_ex1/2	chr5	-	61388915	61392312	61388915	61392312	3398	61392313	61404512	12200	61149087	61388914	239828	0.002991325	3343	0.002529511	10674	0.003646018	226000	61149180	61404059	0.667936542	0.702734004	NA	Y	ENSCSAT00000014700.1	ENSCSAG00000016605.1_ex2/2	chr4	+	50807525	50811253	50807525	50811253	3729	50796132	50807524	11393	50811254	51040932	229679	0.015469936	3426	0.032694787	10858	0.030590055	205557	50795681	51040967	0.717327846	0.502644245	NA
36	GIN1	chr5	-	102421704	102423876	103086000	103088172	2173	103088173	103092356	4184	103059531	103085999	26469	0.000460193	/	/	103083706	103092185	1.953056196	Y	ENSPTRT00000065106	ENSPTRG00000030296_ex1/8	chr5	-	104162369	104164539	104162369	104164539	2171	104164540	104169516	4977	103862190	104162368	300179	0.000470146	2127	0.001365654	2929	0.002535458	276873	103861962	104169473	0.285444791	0.3571873	NA	Y	ENSCSAT00000013255.1	ENSCSAG00000015159.1_ex1/8	chr23	-	6526424	6529091	6526424	6529091	2668	6529092	6533766	4675	6245746	6526423	280678	0.032924962	2612	0.02020202	2871	0.028482627	250960	6245621	6534055	0.535778244	0.456529516	NA
