#	gene	chrom	exon_type	strand	exon_len	exon_start	exon_end	intergenic_5p_start	intergenic_5p_end	intergenic_3p_start	intergenic_3p_end	intergenic_5p_len	intergenic_3p_len	5p_end	5p_elements	3p_end	3p_elements	rec_region_start	rec_region_end	avg_rec_rate	numbp50	numbp75	length_5p	length_3p	divergence
50	SPAST	chr2	protein_coding	+	3264	32154374	32157637	32145008	32154373	32157638	32165840	9366	8203	NA	none	NA	none	31871372	32168946	3.463196732	778	7267	9366	8203	0.000919118
51	CDC42EP3	chr2	protein_coding	-	4941	37641882	37646822	37646823	37671425	37373323	37641881	24603	268559	NA	none	NA	none	37535263	37723992	1.305565675	4039	18774	24603	268559	0.001214329
52	PRKCE	chr2	protein_coding	+	3256	46184735	46187990	46159753	46184734	46187991	46297401	24982	109411	NA	none	NA	none	46039192	46241875	1.768999255	2238	13122	24982	109411	0.001535627
53	APLF	chr2	protein_coding	+	2343	68577820	68580162	68545313	68577819	68580163	68627060	32507	46898	NA	none	NA	none	68513521	70448194	2.121244304	1432	10153	32507	46898	0.00128041
54	ANTXR1	chr2	protein_coding	+	4103	69245225	69249327	69193416	69245224	69249328	69319768	51809	70441	NA	none	NA	none	68513521	70448194	4.205595751	677	6756	51809	70441	0.001706069
55	SFXN5	chr2	protein_coding	-	3064	72942036	72945099	72945100	72956979	72934892	72942035	11880	7144	73175002	phastConsE-73175002-73175703	NA	none	72940610	72952543	4.986583925	369	4878	11880	7144	0.001631854
56	TET3	chr2	protein_coding	+	2134	74046278	74048411	74003167	74046277	74048412	74073548	43111	25137	NA	none	NA	none	74030728	74053180	1.185915933	3263	16425	43111	25137	0.000937207
57	RNF103	chr2	protein_coding	-	2026	86603393	86605418	86605419	86612158	86563498	86603392	6740	39895	NA	none	NA	none	86599299	86609001	2.272080605	1180	9109	6740	39895	0.000493583
58	CCDC93	chr2	protein_coding	-	4919	117915478	117920396	117920397	117931036	117832378	117915477	10640	83100	NA	none	NA	none	117914974	117921136	3.400628701	1119	8902	10640	83100	0.001016467
59	NXPH2	chr2	protein_coding	-	2509	138669157	138671665	138671666	138780190	138573236	138669156	108525	95921	NA	none	NA	none	138667906	138673803	3.903293453	499	5708	108525	95921	0.001195695
60	KCNJ3	chr2	protein_coding	+	3626	154854727	154858352	154709851	154854726	154858353	154940340	144876	81988	NA	none	155794627	phastConsE-155794627-155795515	154854845	154858275	0.672185733	7429	28278	144876	81988	0.000827358
61	SDPR	chr2	protein_coding	-	2413	191834305	191836717	191836718	191846442	191710470	191834304	9725	123835	NA	none	NA	none	191826555	191836754	1.552774	2345	13477	9725	123835	0.001243266
62	SATB2	chr2	protein_coding	-	3173	199269500	199272672	199272673	199308759	198375098	199269499	36087	894402	NA	none	199431425	phastConsE-199430895-199431425	199270452	199271859	9.2915925	96	2427	36087	894402	0.000630318
63	PARD3B	chr2	protein_coding	+	4707	205615456	205620162	205553404	205615455	205620163	205682499	62052	62337	NA	none	NA	none	205616203	205619928	1.394876667	3652	17625	62052	62337	0.001912452
64	IRS1	chr2	protein_coding	-	4934	226731317	226736250	226736251	226794988	226658794	226731316	58738	72523	NA	none	NA	none	226731519	226735700	0.844806706	6504	25708	58738	72523	0.002229428
65	SH3BP4	chr2	protein_coding	+	2360	235040888	235043247	235035121	235040887	235043248	235052561	5767	9314	NA	none	NA	none	235041233	235041640	6.0849075	178	3325	5767	9314	0.000423729
66	LRRN1	chr3	protein_coding	+	5471	3844364	3849834	3801247	3844363	3849835	3982522	43117	132688	NA	none	NA	none	3844386	3849809	2.114814722	2359	13581	43117	132688	0.000731128
67	RAD18	chr3	protein_coding	-	4264	8877196	8881459	8881460	8890388	8769615	8877195	8929	107581	NA	none	NA	none	8877220	8881433	3.460191694	970	8215	8929	107581	0.003518649
68	HRH1	chr3	protein_coding	+	4251	11259003	11263253	11253219	11259002	11263254	11272323	5784	9070	NA	none	NA	none	11180682	11271802	4.812095233	551	6061	5784	9070	0.002822865
69	FGD5	chr3	protein_coding	+	2635	14818962	14821596	14811415	14818961	14821597	14864127	7547	42531	NA	none	NA	none	14719227	14888989	4.0945598	474	5555	7547	42531	0.000379507
70	NR1D2	chr3	protein_coding	+	3396	23977223	23980618	23968024	23977222	23980619	24096418	9199	115800	NA	none	NA	none	23973852	23980748	2.432502236	1434	10175	9199	115800	0.000294464
71	CX3CR1	chr3	protein_coding	-	3025	39263494	39266518	39266519	39279953	39192587	39263493	13435	70907	NA	none	NA	none	39261610	39266696	1.738439541	2211	13025	13435	70907	0.001322314
72	POMGNT2	chr3	protein_coding	-	2308	43079229	43081536	43081537	43105835	43057716	43079228	24299	21513	NA	none	NA	none	43071443	43084044	0.899939873	4735	20774	24299	21513	0.000866551
73	TCAIM	chr3	protein_coding	+	2007	44407442	44409448	44401335	44407441	44409449	44421131	6107	11683	NA	none	NA	none	44323998	44745821	6.150004772	143	2960	6107	11683	0
74	ZNF660	chr3	protein_coding	+	2052	44594014	44596065	44586214	44594013	44596066	44617127	7800	21062	NA	none	NA	none	44323998	44745821	5.785608427	171	3246	7800	21062	0.000974659
75	ZNF35	chr3	protein_coding	+	2091	44658701	44660791	44652702	44658700	44660792	44712642	5999	51851	NA	none	NA	none	44323998	44745821	3.415477192	561	6073	5999	51851	0.00143472
76	ZPLD1	chr3	protein_coding	+	2399	102477443	102479841	102470503	102477442	102479842	103240908	6940	761067	NA	none	NA	none	102395065	102494292	2.093473435	1481	10350	6940	761067	0.002085071
77	CBLB	chr3	protein_coding	-	3769	105655461	105659229	105659230	105670232	105576914	105655460	11003	78547	NA	none	NA	none	105655562	105659159	1.933441466	2137	12782	11003	78547	0.001326612
78	SEC22A	chr3	protein_coding	+	2615	123271522	123274136	123259590	123271521	123274137	123282295	11932	8159	NA	none	NA	none	123271622	123274130	2.395905639	1248	9402	11932	8159	0.000382409
79	CCDC14	chr3	protein_coding	-	2297	123913422	123915718	123915719	123931101	123884303	123913421	15383	29119	NA	none	NA	none	123913025	123918103	1.82971162	1794	11539	15383	29119	0.000870701
80	PRR23C	chr3	protein_coding	-	2791	139042102	139044892	139044893	139081490	139020927	139042101	36598	21175	NA	none	NA	none	139042161	139044812	1.134001996	3784	18001	36598	21175	0.000716589
81	WWTR1	chr3	protein_coding	-	3755	149517235	149520989	149520990	149526012	149503395	149517234	5023	13840	NA	none	NA	none	149515968	149527506	4.110029995	650	6602	5023	13840	0.001065246
82	COMMD2	chr3	protein_coding	-	3249	149738470	149741718	149741719	149750677	149703274	149738469	8959	35196	NA	none	NA	none	149738572	149741682	2.43538643	1391	10001	8959	35196	0.000615574
83	MME	chr3	protein_coding	+	3370	155180360	155183729	155172613	155180359	155183730	155241477	7747	57748	NA	none	NA	none	155180448	155183610	4.294447533	543	5988	7747	57748	0.002077151
84	C3orf80	chr3	protein_coding	+	2578	160225636	160228213	160207093	160225635	160228214	160256985	18543	28772	NA	none	NA	none	160224658	160230164	4.028274	480	5592	18543	28772	0.000775795
85	FNDC3B	chr3	protein_coding	+	3540	172397164	172400703	172381094	172397163	172400704	172424194	16070	23491	NA	none	NA	none	172397239	172400683	2.472006862	1437	10189	16070	23491	0.000282486
86	C3orf70	chr3	protein_coding	-	5514	185078050	185083563	185083564	185152627	185052615	185078049	69064	25435	NA	none	NA	none	185078713	185083277	1.881728992	2751	14866	69064	25435	0.003264418
87	FGF12	chr3	protein_coding	-	4735	192139393	192144127	192144128	192170457	192093379	192139392	26330	46014	NA	none	NA	none	192139569	192143732	1.34496075	3824	18138	26330	46014	0.001055966
88	MB21D2	chr3	protein_coding	-	2836	192796815	192799650	192799651	192917629	192727600	192796814	117979	69215	NA	none	NA	none	192796961	192798837	3.872277933	564	6100	117979	69215	0.002820874
89	FBXO45	chr3	protein_coding	+	4927	196584133	196589059	196577810	196584132	196589060	196631503	6323	42444	NA	none	NA	none	196584228	196588983	3.753325669	960	8188	6323	42444	0.00060889
90	NRROS	chr3	protein_coding	+	2253	196659752	196662004	196654648	196659751	196662005	196706276	5104	44272	NA	none	NA	none	196657994	196663703	3.077573522	726	6982	5104	44272	0.006216696
91	ZNF721	chr4	protein_coding	-	4449	439984	444432	444433	472574	426974	439983	28142	13010	NA	none	NA	none	438647	446090	1.603684712	2992	15605	28142	13010	0.002022927
92	WFS1	chr4	protein_coding	+	2609	6300657	6303265	6295190	6300656	6303266	6320577	5467	17312	NA	none	NA	none	6299555	6305528	2.81553757	946	8070	5467	17312	0.002299732
93	PPP2R2C	chr4	protein_coding	-	3016	6320578	6323593	6323594	6329261	6303266	6320577	5668	17312	NA	none	NA	none	6318792	6325662	3.307839663	792	7332	5668	17312	0.001657825
94	PSAPL1	chr4	protein_coding	-	4680	7430294	7434973	7434974	7460027	7396356	7430293	25054	33938	NA	none	NA	none	7428333	7435010	4.150487159	780	7308	25054	33938	0.002564103
95	DRD5	chr4	protein_coding	+	2376	9781634	9784009	9742367	9781633	9784010	9826223	39267	42214	NA	none	NA	none	9781086	9784497	1.81210657	1851	11746	39267	42214	0
96	CD38	chr4	protein_coding	+	4705	15848539	15853243	15840539	15848538	15853244	15864737	8000	11494	NA	none	NA	none	15848493	15853694	2.423109428	1784	11542	8000	11494	0.000850702
97	PCDH7	chr4	protein_coding	+	4329	31142473	31146801	30920346	31142472	31146802	31171143	222127	24342	NA	none	NA	none	31142573	31146759	1.002303685	5152	21949	222127	24342	0.000693001
98	TLR6	chr4	protein_coding	-	5834	38823704	38829537	38829538	38856760	38804383	38823703	27223	19321	NA	none	NA	none	38814262	39002519	1.608769325	3435	17001	27223	19321	0.003600206
99	GABRG1	chr4	protein_coding	-	5486	46035769	46041254	46041255	46051423	45995369	46035768	10169	40400	NA	none	NA	none	46031563	46046651	5.662416447	535	5998	10169	40400	0.002005469
100	SPATA18	chr4	protein_coding	+	2426	52094880	52097305	52085000	52094879	52097306	52590959	9880	493654	NA	none	NA	none	52093003	52099205	4.174137809	422	5225	9880	493654	0.001236603
101	CEP135	chr4	protein_coding	+	2004	56031360	56033363	56024615	56031359	56033364	56097390	6745	64027	NA	none	NA	none	56020586	56037352	4.293314982	334	4608	6745	64027	0.000499002
102	GNRHR	chr4	protein_coding	-	2273	67753814	67756086	67756087	67820875	67744788	67753813	64789	9026	NA	none	NA	none	67748053	67758655	4.093506135	415	5171	64789	9026	0.000440141
103	MUC7	chr4	protein_coding	+	2199	70480799	70482997	70474076	70480798	70482998	70518571	6723	35574	NA	none	NA	none	70479318	70494473	5.260601992	231	3803	6723	35574	0.001364256
104	UTP3	chr4	protein_coding	+	2073	70688479	70690551	70666632	70688478	70690552	70704936	21847	14385	NA	none	NA	none	70684913	70705937	3.748493281	461	5464	21847	14385	0.000964785
105	PARM1	chr4	protein_coding	+	3953	75046163	75050115	75033962	75046162	75050116	75355317	12201	305202	NA	none	NA	none	75046164	75050108	1.719797743	2571	14247	12201	305202	0.000758917
106	RCHY1	chr4	protein_coding	-	3630	75479037	75482666	75482667	75490580	75362567	75479036	7914	116470	NA	none	NA	none	75477921	75483859	2.841847867	1175	9113	7914	116470	0.001928375
107	SHROOM3	chr4	protein_coding	+	3166	76738761	76741926	76730936	76738760	76741927	76749016	7825	7090	NA	none	NA	none	76735618	76744724	5.233503419	347	4720	7825	7090	0.000947568
108	SOWAHB	chr4	protein_coding	-	2921	76894929	76897849	76897850	76949713	76783254	76894928	51864	111675	NA	none	NA	none	76884682	76901326	1.672020743	2297	13319	51864	111675	0.000684697
109	TIGD2	chr4	protein_coding	+	2085	89112817	89114901	89057196	89112816	89114902	89244277	55621	129376	NA	none	NA	none	89109387	89119046	0.989345407	4100	18938	55621	129376	0.000479616
110	GPRIN3	chr4	protein_coding	-	5956	89244278	89250233	89250234	89307614	89114902	89244277	57381	129376	NA	none	NA	none	89244433	89250155	2.988535484	1566	10762	57381	129376	0.001175285
111	CCSER1	chr4	protein_coding	+	3648	91598572	91602219	90923448	91598571	91602220	92181955	675124	579736	NA	none	NA	none	91596204	91603349	0.800091601	6199	24871	675124	579736	0.001644737
112	CXXC4	chr4	protein_coding	-	4061	104468306	104472366	104472367	104490743	103719817	104468305	18377	748489	NA	none	NA	none	104468329	104472339	2.887422571	1243	9412	18377	748489	0.000984979
113	ANK2	chr4	protein_coding	+	2284	113381457	113383740	113373450	113381456	113383741	113420322	8007	36582	NA	none	NA	none	113374478	113387793	1.779647862	1868	11809	8007	36582	0.000875657
114	ARSJ	chr4	protein_coding	-	3392	113900284	113903675	113903676	113978436	113761928	113900283	74761	138356	NA	none	NA	none	113900119	113909647	1.781531025	2263	13209	74761	138356	0
115	TRAM1L1	chr4	protein_coding	-	2027	117083554	117085580	117085581	117428397	116599809	117083553	342817	483745	NA	none	NA	none	117083592	117085416	7.807780757	77	2160	342817	483745	0.00049334
116	SPATA5	chr4	protein_coding	+	5563	123313888	123319450	123256181	123313887	123319451	123396794	57707	77344	NA	none	NA	none	123311580	123322298	2.23262598	2221	13115	57707	77344	0.000898796
117	FAT4	chr4	protein_coding	+	5175	125316412	125321586	124712733	125316411	125321587	125398783	603679	77197	NA	none	NA	none	125315904	125324743	0.816473781	6858	26683	603679	77197	0.00057971
118	PCDH10	chr4	protein_coding	+	4470	133190141	133194610	133163283	133190140	133194611	134196332	26858	1001722	NA	none	NA	none	133190043	133199041	1.10729261	4668	20580	26858	1001722	0.000447427
119	RNF150	chr4	protein_coding	-	2809	140865571	140868379	140868380	140911143	140756318	140865570	42764	109253	NA	none	141702469	phastConsE-141701031-141702469	140858624	140874419	1.833968375	1972	12186	42764	109253	0.001067996
120	DCHS2	chr4	protein_coding	-	2422	154489304	154491725	154491726	154523960	154391298	154489303	32235	98006	NA	none	NA	none	154483718	154491736	0.734580056	6060	24507	32235	98006	0
121	FSTL5	chr4	protein_coding	-	2558	161383892	161386449	161386450	161455003	159360151	161383891	68554	2023741	NA	none	NA	none	161384008	161386449	0.676777974	6717	26335	68554	2023741	0.002345582
122	TKTL2	chr4	protein_coding	-	2801	163471095	163473895	163473896	163494520	163351935	163471094	20625	119160	NA	none	NA	none	163471154	163473374	1.31856043	3122	15988	20625	119160	0.001785077
123	MFAP3L	chr4	protein_coding	-	5713	169986597	169992309	169992310	170001964	169975903	169986596	9655	10694	NA	none	NA	none	169986776	169992171	4.236339333	901	7934	9655	10694	0.001225276
124	GLRA3	chr4	protein_coding	-	2054	174642011	174644064	174644065	174659053	174522894	174642010	14989	119117	NA	none	NA	none	174638411	174645835	1.2867	2883	15235	14989	119117	0.000486855
125	ADAM29	chr4	protein_coding	+	2835	174975346	174978180	174948222	174975345	174978181	175494569	27124	516389	NA	none	NA	none	174973706	174984391	0.813709	5636	23312	27124	516389	0.003174603
126	ENPP6	chr4	protein_coding	-	2677	184088706	184091382	184091383	184097244	184073200	184088705	5862	15506	NA	none	NA	none	184085763	184093277	2.87319705	930	7993	5862	15506	0
127	UBE2QL1	chr5	protein_coding	+	5504	6491218	6496721	6449248	6491217	6496722	6582135	41970	85414	NA	none	NA	none	6491234	6496721	2.441458602	1958	12196	41970	85414	0.001635174
128	ADAMTS12	chr5	protein_coding	-	3832	33523535	33527366	33527367	33534832	33503328	33523534	7466	20207	NA	none	NA	none	33500803	33664663	2.706379739	1318	9718	7466	20207	0.000521921
129	RXFP3	chr5	protein_coding	+	2533	33936386	33938918	33892193	33936385	33938919	33944615	44193	5697	NA	none	NA	none	33933158	33941348	8.541714578	85	2267	44193	5697	0.001184366
130	TMEM267	chr5	protein_coding	-	2306	43444252	43446557	43446558	43453657	43412392	43444251	7100	31860	NA	none	NA	none	43426588	43448719	4.155859992	407	5121	7100	31860	0
131	SNX18	chr5	protein_coding	+	3408	54543179	54546586	54521005	54543178	54546587	54660157	22174	113571	NA	none	NA	none	54539205	54551643	3.847411068	670	6705	22174	113571	0.002053991
132	HTR1A	chr5	protein_coding	-	2245	63960048	63962292	63962293	64165842	63302045	63960047	203550	658003	NA	none	NA	none	63953953	63963618	1.002105725	4120	18994	203550	658003	0.001336303
133	RNF180	chr5	protein_coding	+	3255	64369615	64372869	64335932	64369614	64372870	64505946	33683	133077	NA	none	NA	none	64369375	64377205	1.525282717	2743	14793	33683	133077	0.00030722
134	ADAMTS6	chr5	protein_coding	-	3210	65148736	65151945	65151946	65170616	65018764	65148735	18671	129972	NA	none	NA	none	65143740	65155612	2.930570841	1023	8433	18671	129972	0.000623053
135	GCNT4	chr5	protein_coding	-	3436	75027464	75030899	75030900	75047718	74932011	75027463	16819	95453	NA	none	NA	none	75009457	75063094	5.02289596	410	5164	16819	95453	0.000291036
136	HOMER1	chr5	protein_coding	-	2374	79373824	79376197	79376198	79396822	79327216	79373823	20625	46608	NA	none	NA	none	79370265	79381442	3.867483231	484	5616	20625	46608	0.00042123
137	TMEM167A	chr5	protein_coding	-	4309	83052846	83057154	83057155	83064203	82859837	83052845	7049	193009	NA	none	NA	none	83052952	83057152	6.138155901	355	4807	7049	193009	0.001624507
138	EDIL3	chr5	protein_coding	-	2974	83940595	83943568	83943569	83963204	83721078	83940594	19636	219517	NA	none	NA	none	83940473	83944624	1.105849191	3993	18618	19636	219517	0.00134499
139	KIAA0825	chr5	protein_coding	-	3274	94150851	94154124	94154125	94384367	94111700	94150850	230243	39151	93545407	phastConsE-93545407-93545979	NA	none	94142387	94154596	0.633912747	7666	28946	230243	39151	0.001527184
140	RGMB	chr5	protein_coding	+	3410	98793085	98796494	98780089	98793084	98796495	98833379	12996	36885	NA	none	NA	none	98689133	98804345	1.821213083	2201	12995	12996	36885	0.002052786
141	GIN1	chr5	protein_coding	-	2173	103086000	103088172	103088173	103096540	103033062	103085999	8368	52938	NA	none	NA	none	103083706	103092185	1.953056196	1576	10717	8368	52938	0.000460193
142	TSSK1B	chr5	protein_coding	-	2478	113432554	113435031	113435032	113488244	113385213	113432553	53213	47341	NA	none	NA	none	113424777	113435366	1.122550769	3681	17692	53213	47341	0.00322841
143	CHSY3	chr5	protein_coding	+	2406	130184229	130186634	130142148	130184228	130186635	130386621	42081	199987	NA	none	NA	none	130182517	130189692	0.984040817	4300	19518	42081	199987	0.000831601
144	PURA	chr5	protein_coding	+	5294	140114123	140119416	140108013	140114122	140119417	140125935	6110	6519	NA	none	NA	none	140114015	140119518	2.920889675	1484	10422	6110	6519	0
