name	exon	chr	strand	start	end	4Ner/kb	4Ner
ENSPTRT00000037097	ENSPTRG00000020023_ex15/16	chr8	-	13946040	13952952	0.1244195240162037	30488.852692308305
ENSPTRT00000037255	ENSPTRG00000020113_ex1/9	chr8	-	24335972	24357895	0.32694444008575463	45387.90490167541
ENSPTRT00000059886	ENSPTRG00000030985_ex3/3	chr8	+	69058932	69909919	0.5686977271098159	87566.72841444195
ENSPTRT00000059839	ENSPTRG00000020488_ex5/5	chr8	+	102251284	102294621	0.11803095091953755	116038.7337730402
ENSPTRT00000038084	ENSPTRG00000020595_ex1/12	chr8	-	132186067	132233555	0.12211099667284367	144221.42972180079
ENSPTRT00000038288	ENSPTRG00000024143_ex1/5	chr8	-	144666183	144741101	2.1408280796337316	168434.3957574238
ENSPTRT00000038553	ENSPTRG00000020837_ex1/4	chr9	-	27919050	27951275	0.07945629883630721	54295.844182259476
ENSPTRT00000038854	ENSPTRG00000021013_ex1/2	chr9	-	69110059	69163492	0.37178457189377345	69630.21033167231
ENSPTRT00000038857	ENSPTRG00000021014_ex1/26	chr9	-	69239834	69310501	0.06954595921717352	69855.18413951856
ENSPTRT00000050236	ENSPTRG00000021064_ex15/15	chr9	+	83789126	83844332	0.4434437689743868	88890.30654120754
ENSPTRT00000039009	ENSPTRG00000021088_ex6/6	chr9	+	87602049	87637588	0.05891547398632487	93099.20320957708
ENSPTRT00000039024	ENSPTRG00000021098_ex13/13	chr9	+	90048279	90787811	0.30243108422624	96719.52703863945
ENSPTRT00000056475	ENSPTRG00000021118_ex1/5	chr9	-	92015124	92063658	1.2172565718877486	97582.19525157765
ENSPTRT00000044963	ENSPTRG00000021155_ex1/14	chr9	-	95692445	95700748	0.02279185716006263	106033.52847564543
ENSPTRT00000039179	ENSPTRG00000021186_ex8/8	chr9	+	99090527	99123117	0.06119110401963793	101674.58753409852
ENSPTRT00000039271	ENSPTRG00000021242_ex14/14	chr9	+	109605738	109859660	0.7363669226376606	115426.32736706432
ENSPTRT00000039684	ENSPTRG00000021443_ex3/4	chr9	+	128741048	128757710	0.377921811907334	135703.23132677877
ENSPTRT00000039793	ENSPTRG00000021484_ex1/2	chr9	-	131144051	131269061	0.2752573815694745	139423.04061813586
ENSPTRT00000057922	ENSPTRG00000002267_ex15/15	chr10	+	6387631	6412365	1.584775828414329	10571.574915986577
ENSPTRT00000004162	ENSPTRG00000002271_ex1/21	chr10	-	7003426	7333549	0.6230623325851271	12162.457375141475
ENSPTRT00000004188	ENSPTRG00000002286_ex1/15	chr10	-	11658055	11742755	1.831667193978747	18792.26095155985
ENSPTRT00000004209	ENSPTRG00000002297_ex1/3	chr10	-	13133594	13234871	0.3551887347571514	22153.17127057343
ENSPTRT00000004265	ENSPTRG00000002325_ex1/8	chr10	-	17192212	17280392	1.2109251464050812	30771.709519013766
ENSPTRT00000004378	ENSPTRG00000002385_ex1/7	chr10	-	28180157	28318765	0.9879882789593682	45090.86099327242
ENSPTRT00000050381	ENSPTRG00000002415_ex1/27	chr10	-	34467703	34866475	0.394350510717904	52475.216555575105
ENSPTRT00000004541	ENSPTRG00000002443_ex7/7	chr10	+	43344648	43434898	0.23924243567867043	60477.197170457264
ENSPTRT00000004718	ENSPTRG00000002526_ex1/21	chr10	-	58817200	58887446	1.3231514473421975	81485.25688697652
ENSPTRT00000042292	ENSPTRG00000002588_ex1/5	chr10	-	69367579	69399934	0.22645041415546288	88724.45346344534
ENSPTRT00000005032	ENSPTRG00000002670_ex1/4	chr10	-	78003203	78700910	0.4456477315406024	95476.75609478983
ENSPTRT00000043599	ENSPTRG00000002697_ex11/11	chr10	+	84619505	84653245	0.11219637166567871	99359.76754541807
ENSPTRT00000005200	ENSPTRG00000002753_ex1/10	chr10	-	92289709	92377671	0.5498086537368408	112405.54496348726
ENSPTRT00000005552	ENSPTRG00000002919_ex1/10	chr10	-	104320509	104338310	0.17606200213471151	119585.08662955262
ENSPTRT00000043954	ENSPTRG00000002982_ex2/7	chr10	-	118742768	118747801	0.00027	134557.00258315378
ENSPTRT00000006038	ENSPTRG00000003151_ex2/6	chr11	-	1316791	1321461	0.009474000000000002	3775.6116640074947
ENSPTRT00000006277	ENSPTRG00000003309_ex7/8	chr11	+	6774704	6796134	0.2748248520765283	19341.133259354738
ENSPTRT00000006594	ENSPTRG00000003501_ex18/18	chr11	+	35505946	35730754	0.3187532412547601	57563.917458322896
ENSPTRT00000006601	ENSPTRG00000003504_ex5/5	chr11	+	36058650	36167709	0.36915331517802275	58006.80142858033
ENSPTRT00000055621	ENSPTRG00000003509_ex10/10	chr11	+	36753794	36808203	0.35113209027918185	58989.304916806344
ENSPTRT00000007471	ENSPTRG00000004007_ex1/29	chr11	-	68431210	68773915	0.294332865875899	82199.04418557901
ENSPTRT00000007612	ENSPTRG00000004088_ex17/17	chr11	+	74508138	74643666	0.23636170422348143	85480.22708936452
ENSPTRT00000007616	ENSPTRG00000004091_ex1/4	chr11	-	74662138	74738462	0.07816575336722395	86602.4863899059
ENSPTRT00000007782	ENSPTRG00000004171_ex1/11	chr11	-	91466930	91679683	0.2800743380351863	102572.00803147294
ENSPTRT00000007819	ENSPTRG00000004191_ex2/2	chr11	+	93641493	93996976	0.25683708711809006	104062.95209623303
ENSPTRT00000045962	ENSPTRG00000004748_ex16/16	chr12	+	21220005	21238510	2.2696957346663074	37619.828382812426
ENSPTRT00000046590	ENSPTRG00000004834_ex1/23	chr12	-	48735588	48817506	0.41597898361776414	67255.26965160247
ENSPTRT00000008986	ENSPTRG00000004853_ex1/22	chr12	-	43282883	43887161	0.3287736883355012	61537.72508357095
ENSPTRT00000009288	ENSPTRG00000005048_ex4/4	chr12	+	34558928	34711955	1.4846174677671267	54844.608274380065
ENSPTRT00000067935	ENSPTRG00000005162_ex7/7	chr12	+	27803546	28719195	1.1098144595800359	47830.60237743223
ENSPTRT00000009500	ENSPTRG00000005165_ex10/10	chr12	+	26852827	26916969	0.8708140307442858	45757.119037718214
ENSPTRT00000046438	ENSPTRG00000005170_ex2/23	chr12	-	25333414	25342079	1.0414763369878823	43510.94467347144
ENSPTRT00000009570	ENSPTRG00000005208_ex1/10	chr12	-	69983762	69998655	0.0592529967098637	97658.70258515506
ENSPTRT00000009596	ENSPTRG00000005218_ex3/3	chr12	+	70740718	71006098	0.4610345120204993	97863.61520992669
ENSPTRT00000009709	ENSPTRG00000005281_ex1/10	chr12	-	89167228	89353612	0.22591909037256402	116844.41149751925
ENSPTRT00000067114	ENSPTRG00000005286_ex1/22	chr12	-	90412269	90440871	0.14332203342423608	117086.01369568743
ENSPTRT00000009881	ENSPTRG00000005379_ex4/4	chr12	+	105820135	105948244	0.5171156167794614	135489.04279178876
ENSPTRT00000010347	ENSPTRG00000005627_ex6/6	chr12	+	130682777	130767668	1.3669999660741423	167233.50352121698
ENSPTRT00000010349	ENSPTRG00000005629_ex8/8	chr12	+	130971120	131587418	1.7640884793070872	169452.40931807936
ENSPTRT00000010791	ENSPTRG00000005872_ex1/9	chr13	-	48801345	49212034	0.41014566426176513	48637.112192680564
ENSPTRT00000010816	ENSPTRG00000005888_ex4/4	chr13	+	51183705	51229243	0.3138436569458474	50154.68142964643
ENSPTRT00000060167	ENSPTRG00000005914_ex1/4	chr13	+	57293965	57560250	0.1768930855662166	56328.48070744566
ENSPTRT00000060167	ENSPTRG00000005914_ex4/4	chr13	+	57606475	57772628	0.264254455110651	56400.729477673995
ENSPTRT00000010876	ENSPTRG00000005924_ex1/12	chr13	-	70936023	71631838	0.49570210373446993	70193.79092674571
ENSPTRT00000010989	ENSPTRG00000005983_ex2/2	chr13	+	98215423	98440234	0.9352977448167566	96807.73694313943
ENSPTRT00000011069	ENSPTRG00000006030_ex2/5	chr13	-	110815804	110828708	0.20618093071915683	134589.5809622524
ENSPTRT00000011516	ENSPTRG00000006284_ex14/14	chr14	+	36673802	36774772	0.4925713499059126	30981.149230461888
ENSPTRT00000011584	ENSPTRG00000006329_ex1/10	chr14	-	49440956	49454612	0.0737331575864089	49863.402604862255
ENSPTRT00000044314	ENSPTRG00000006831_ex1/10	chr15	-	23742857	24033773	1.5963300628703825	12683.847469761417
ENSPTRT00000048729	ENSPTRG00000006912_ex1/4	chr15	-	37028914	37063707	0.043598874773661374	22727.439550675306
ENSPTRT00000049347	ENSPTRG00000007092_ex1/20	chr15	-	50492039	50868099	1.3232608915864497	54262.82585666478
ENSPTRT00000013091	ENSPTRG00000007095_ex1/6	chr15	-	52613760	52628565	0.169698506585613	57676.826651870455
ENSPTRT00000058382	ENSPTRG00000030242_ex1/2	chr15	-	71483695	71544956	0.2262537139452506	83213.89545681218
ENSPTRT00000013505	ENSPTRG00000007322_ex1/7	chr15	-	74839228	74916083	0.5088923299720256	87513.86614485763
ENSPTRT00000013844	ENSPTRG00000007511_ex1/9	chr15	-	98929264	99253386	1.5224252213055585	132548.82366100288
ENSPTRT00000064224	ENSPTRG00000007671_ex10/10	chr16	+	3059179	3073038	0.6300591341366623	11159.62324310174
ENSPTRT00000014217	ENSPTRG00000007711_ex1/9	chr16	-	4040363	4088372	1.0314056608135977	12205.490857713967
ENSPTRT00000014286	ENSPTRG00000007751_ex6/6	chr16	+	9393051	10060833	0.9465365302149509	22981.952921995333
ENSPTRT00000014328	ENSPTRG00000007785_ex12/12	chr16	+	12925705	13640201	0.7190513507143482	27982.714672236118
ENSPTRT00000014331	ENSPTRG00000007787_ex1/4	chr16	-	12856399	13068447	0.5139449383630131	27391.22972517439
ENSPTRT00000014476	ENSPTRG00000007857_ex2/2	chr16	+	21332295	21367396	0.0002208535369362696	37404.375787949175
ENSPTRT00000060311	ENSPTRG00000007918_ex1/6	chr16	-	28188108	28232354	0.2614261973963748	48630.14775882401
ENSPTRT00000015271	ENSPTRG00000008282_ex5/5	chr16	+	69282879	69338726	0.16778379339982455	84472.44460924427
ENSPTRT00000015716	ENSPTRG00000008522_ex1/4	chr17	-	1373677	1394375	0.32454308580539176	5853.364330284955
ENSPTRT00000015851	ENSPTRG00000008589_ex1/5	chr17	-	4343087	4354221	0.3504391350817316	13429.441607597271
ENSPTRT00000016130	ENSPTRG00000008761_ex2/14	chr17	-	46562919	46564103	1.448455625	86619.96024841977
ENSPTRT00000016188	ENSPTRG00000008789_ex2/2	chr17	+	42803941	43111037	1.3353225651913403	73539.18693470486
ENSPTRT00000016709	ENSPTRG00000009070_ex21/21	chr17	+	19034106	19137474	1.1719574848115475	41411.893201647756
ENSPTRT00000017361	ENSPTRG00000009468_ex5/5	chr17	+	58603549	58621548	0.11380602144563595	90741.65986492216
ENSPTRT00000059603	ENSPTRG00000009538_ex1/16	chr17	-	63613445	63615089	0.00066	96457.66686599696
ENSPTRT00000017604	ENSPTRG00000009600_ex1/43	chr17	-	72809141	72829208	1.4896476394079832	114725.82928697464
ENSPTRT00000017816	ENSPTRG00000009707_ex5/5	chr17	+	77892962	77903298	0.4766337799922601	124442.59079073559
ENSPTRT00000018008	ENSPTRG00000009806_ex10/10	chr17	+	82843527	82906647	1.2695052385931562	134114.80417320272
ENSPTRT00000018052	ENSPTRG00000009824_ex12/12	chr18	+	16069747	16081158	0.551866226448164	23848.566257788625
ENSPTRT00000018113	ENSPTRG00000009861_ex1/7	chr18	-	6713661	6735666	4.6725900322653935	9051.950587304475
ENSPTRT00000018214	ENSPTRG00000009921_ex1/10	chr18	-	19400347	19413796	0.006036374451632093	27717.146692200164
ENSPTRT00000018330	ENSPTRG00000009986_ex4/6	chr18	+	41107455	41194476	0.6655913825398468	46414.39803745028
ENSPTRT00000018370	ENSPTRG00000010010_ex1/4	chr18	-	44918159	45158710	0.4611949901684052	47762.167284313706
ENSPTRT00000018439	ENSPTRG00000010052_ex9/13	chr18	-	55000514	55004699	0.06488135722819593	57692.7435186834
ENSPTRT00000056599	ENSPTRG00000010075_ex7/7	chr18	+	58872175	58950488	0.4410890663108298	61976.03389640803
ENSPTRT00000018483	ENSPTRG00000010079_ex1/3	chr18	-	59433223	59731850	0.41019281880071135	62615.3350533927
ENSPTRT00000018558	ENSPTRG00000010117_ex8/9	chr18	+	71871489	71943648	3.240197209218529	85778.68144901948
ENSPTRT00000018804	ENSPTRG00000010239_ex1/3	chr19	-	2532076	2536498	0.6025559136137494	10315.490011968343
ENSPTRT00000019836	ENSPTRG00000010750_ex1/5	chr19	-	20422170	20514514	1.1160388047951133	43355.46094749189
ENSPTRT00000066822	ENSPTRG00000010752_ex4/4	chr19	+	21824926	22077773	1.5273874268628855	47014.22195647313
ENSPTRT00000019883	ENSPTRG00000010763_ex1/5	chr19	-	21806007	22012209	1.8787604955820014	46851.21607887124
ENSPTRT00000051006	ENSPTRG00000029066_ex1/4	chr19	-	22067505	22093752	1.495249755400617	46613.99644459554
ENSPTRT00000068145	ENSPTRG00000029064_ex2/4	chr19	-	22454828	22464084	0.09868791702679343	66378.53331636493
