name	exon	chr	strand	closest_rec_start_pos	closest_rec_end_pos	4Ner/kp_rec_rate	inversion_sites
ENSPTRT00000047540	ENSPTRG00000015519_ex1/7	chr3	-	154310582	154387010	0.796597006	NA
ENSPTRT00000028957	ENSPTRG00000015520_ex1/5	chr3	-	154564203	154611293	0.808861393	NA
ENSPTRT00000029012	ENSPTRG00000015550_ex22/22	chr3	+	160160533	160518411	0.338932751	NA
ENSPTRT00000029140	ENSPTRG00000015629_ex26/26	chr3	+	177618720	177780824	0.302249957	NA
ENSPTRT00000057970	ENSPTRG00000030030_ex1/2	chr3	-	190440062	190663837	0.678762498	NA
ENSPTRT00000029344	ENSPTRG00000015747_ex1/2	chr3	-	198419479	198512221	1.005361379	NA
ENSPTRT00000029429	ENSPTRG00000015783_ex3/3	chr3	+	202218644	202260702	1.807406748	NA
ENSPTRT00000029656	ENSPTRG00000015883_ex1/10	chr4	-	6430194	6498422	1.40505382	NA
ENSPTRT00000029879	ENSPTRG00000016024_ex9/9	chr4	+	86667498	87329918	0.805920069	NA
ENSPTRT00000029926	ENSPTRG00000016054_ex1/13	chr4	-	78350018	78552017	0.083057159	NA
ENSPTRT00000030001	ENSPTRG00000016100_ex1/3	chr4	+	62595083	62635059	0.155601836	NA
ENSPTRT00000030048	ENSPTRG00000016131_ex1/3	chr4	-	60100508	60122348	0.191194277	NA
ENSPTRT00000060211	ENSPTRG00000031197_ex1/4	chr4	-	55213799	55455324	0.33894519	NA
ENSPTRT00000030102	ENSPTRG00000016170_ex9/9	chr4	+	55008882	55360006	0.206231722	NA
ENSPTRT00000030136	ENSPTRG00000016190_ex8/22	chr4	-	53718611	53720489	0.920410543	NA
ENSPTRT00000030138	ENSPTRG00000016191_ex1/3	chr4	+	53487621	53562969	0.238848782	NA
ENSPTRT00000030393	ENSPTRG00000016332_ex1/3	chr4	-	107428431	107830935	0.814420428	NA
ENSPTRT00000050131	ENSPTRG00000016382_ex46/46	chr4	+	116903619	116913030	4.042855276	NA
ENSPTRT00000030477	ENSPTRG00000016384_ex1/2	chr4	-	117370497	117482170	0.478954465	NA
ENSPTRT00000067874	ENSPTRG00000024046_ex1/17	chr4	+	127790028	128793719	0.554737074	NA
ENSPTRT00000030573	ENSPTRG00000016444_ex5/5	chr4	+	136751742	138838604	0.457281955	NA
ENSPTRT00000030731	ENSPTRG00000016532_ex9/9	chr4	-	158646819	158722566	1.217789761	NA
ENSPTRT00000030780	ENSPTRG00000016559_ex1/14	chr4	-	165453632	165680055	0.537901499	NA
ENSPTRT00000030832	ENSPTRG00000016591_ex1/3	chr4	-	174296565	174430313	0.477122327	NA
ENSPTRT00000030854	ENSPTRG00000016607_ex2/11	chr4	-	179139454	179146127	0.340124232	NA
ENSPTRT00000030892	ENSPTRG00000016636_ex1/8	chr4	-	188536206	188750951	1.214203502	NA
ENSPTRT00000065618	ENSPTRG00000033811_ex2/2	chr5	+	6613952	6707070	1.240660968	NA
ENSPTRT00000031146	ENSPTRG00000016776_ex25/25	chr5	+	82210595	82343338	0.486259517	NA
ENSPTRT00000031260	ENSPTRG00000016848_ex3/3	chr5	+	72071039	72094917	0.041664293	NA
ENSPTRT00000031287	ENSPTRG00000016868_ex1/2	chr5	-	61149180	61404059	0.667936542	NA
ENSPTRT00000031364	ENSPTRG00000016919_ex1/7	chr5	-	51249500	51345479	0.425209733	NA
ENSPTRT00000055696	ENSPTRG00000016927_ex25/25	chr5	+	50515238	50716670	0.168119504	NA
ENSPTRT00000031562	ENSPTRG00000017026_ex9/9	chr5	+	36403950	36526499	0.226600217	NA
ENSPTRT00000046825	ENSPTRG00000017053_ex4/4	chr5	+	32598138	32995264	0.436189532	NA
ENSPTRT00000031610	ENSPTRG00000017057_ex11/11	chr5	+	31686382	31834419	0.235441613	NA
ENSPTRT00000031692	ENSPTRG00000017102_ex5/5	chr5	+	99754949	99809890	0.155685808	NA
ENSPTRT00000065106	ENSPTRG00000030296_ex1/8	chr5	-	103861962	104169473	0.285444791	NA
ENSPTRT00000055454	ENSPTRG00000017328_ex4/4	chr5	+	142764165	142801455	0.302516385	NA
ENSPTRT00000032348	ENSPTRG00000017494_ex1/11	chr5	-	163364749	163415639	0.203138986	NA
ENSPTRT00000042784	ENSPTRG00000017575_ex5/23	chr5	+	179583877	179601302	0.241182382	NA
ENSPTRT00000032567	ENSPTRG00000017614_ex1/22	chr5	-	181502896	181563850	1.946240066	NA
ENSPTRT00000032773	ENSPTRG00000017734_ex1/2	chr6	-	13574494	13608802	1.284357788	NA
ENSPTRT00000025457	ENSPTRG00000017749_ex4/4	chr6	+	17627715	17695434	1.535061017	NA
ENSPTRT00000032882	ENSPTRG00000017795_ex7/7	chr6	+	26471432	26496537	0.499123242	NA
ENSPTRT00000033498	ENSPTRG00000018121_ex7/7	chr6	+	38215240	38244784	0.229066172	NA
ENSPTRT00000033704	ENSPTRG00000023379_ex1/10	chr6	-	45647447	45957728	0.589502457	NA
ENSPTRT00000033733	ENSPTRG00000018244_ex18/18	chr6	+	48716782	48741024	0.487839741	NA
ENSPTRT00000033819	ENSPTRG00000018296_ex4/4	chr6	+	56174037	56302873	0.409511348	NA
ENSPTRT00000065002	ENSPTRG00000033954_ex5/7	chr6	+	78845712	78889638	7.1848e-05	NA
ENSPTRT00000034105	ENSPTRG00000018454_ex1/8	chr6	-	106826241	106862506	0.058070123	NA
ENSPTRT00000034125	ENSPTRG00000018466_ex1/8	chr6	-	108962050	109003864	0.567307098	NA
ENSPTRT00000034267	ENSPTRG00000018553_ex1/5	chr6	-	120773385	120831279	0.146377759	NA
ENSPTRT00000034280	ENSPTRG00000018560_ex2/2	chr6	+	123499990	123899111	0.602380849	NA
ENSPTRT00000034346	ENSPTRG00000018599_ex7/7	chr6	+	133556952	133716087	0.802940459	NA
ENSPTRT00000034488	ENSPTRG00000018680_ex74/74	chr6	+	147389437	147649981	0.640956	NA
ENSPTRT00000034506	ENSPTRG00000018689_ex9/9	chr6	+	151704586	151856246	0.891202954	NA
ENSPTRT00000034507	ENSPTRG00000018690_ex7/7	chr6	+	152067795	152130475	0.200889056	NA
ENSPTRT00000056737	ENSPTRG00000018724_ex1/12	chr6	-	156479759	157001269	0.829658624	NA
ENSPTRT00000046568	ENSPTRG00000028664_ex5/5	chr7	+	6666634	6681130	0.11245854	NA
ENSPTRT00000064559	ENSPTRG00000034402_ex1/10	chr7	-	16021488	16293981	0.538643261	NA
ENSPTRT00000035061	ENSPTRG00000018970_ex6/6	chr7	+	21782663	21816168	0.694921922	NA
ENSPTRT00000035249	ENSPTRG00000019072_ex16/16	chr7	+	34549459	34635653	0.518325243	NA
ENSPTRT00000066596	ENSPTRG00000019246_ex6/6	chr7	+	65767229	65772101	0.19684298	NA
ENSPTRT00000035749	ENSPTRG00000019320_ex1/2	chr7	-	75575080	75738518	0.167014868	NA
ENSPTRT00000035882	ENSPTRG00000019389_ex8/50	chr7	+	91622600	91632691	0.002720048	NA
ENSPTRT00000049139	ENSPTRG00000019463_ex1/7	chr7	-	99731072	99744539	0.07920346	NA
ENSPTRT00000036325	ENSPTRG00000019612_ex2/2	chr7	+	116703878	116714617	0.339521091	NA
ENSPTRT00000036343	ENSPTRG00000019623_ex1/6	chr7	+	119648142	120783422	0.246966784	NA
ENSPTRT00000036389	ENSPTRG00000019646_ex2/2	chr7	-	125119550	125160027	1.31498656	NA
ENSPTRT00000036463	ENSPTRG00000019683_ex12/12	chr7	+	130169701	130277403	0.460984216	NA
ENSPTRT00000050296	ENSPTRG00000019732_ex2/5	chr7	-	136487685	136500272	0.54661921	NA
ENSPTRT00000055141	ENSPTRG00000028363_ex6/8	chr7	-	149748986	149753087	0.424506462	NA
ENSPTRT00000036878	ENSPTRG00000019904_ex2/3	chr7	+	155826020	155833044	0.000690063	NA
ENSPTRT00000036980	ENSPTRG00000019946_ex14/14	chr8	+	6682302	6727449	0.273621149	NA
ENSPTRT00000037097	ENSPTRG00000020023_ex15/16	chr8	-	13946060	13953475	0.125239919	NA
ENSPTRT00000037255	ENSPTRG00000020113_ex1/9	chr8	-	24336662	24357966	0.327424521	NA
ENSPTRT00000059886	ENSPTRG00000030985_ex3/3	chr8	+	69059210	69910047	0.530096273	NA
ENSPTRT00000059839	ENSPTRG00000020488_ex5/5	chr8	+	102250878	102294088	0.103382342	NA
ENSPTRT00000038084	ENSPTRG00000020595_ex1/12	chr8	-	132186094	132233735	0.091225352	NA
ENSPTRT00000038288	ENSPTRG00000024143_ex1/5	chr8	-	144666131	144740998	2.129108245	NA
ENSPTRT00000038553	ENSPTRG00000020837_ex1/4	chr9	-	27919283	27951460	0.07971865	NA
ENSPTRT00000038854	ENSPTRG00000021013_ex1/2	chr9	-	69110334	69164178	0.336972866	NA
ENSPTRT00000038857	ENSPTRG00000021014_ex1/26	chr9	-	69239792	69310511	0.093304119	NA
ENSPTRT00000050236	ENSPTRG00000021064_ex15/15	chr9	+	83789187	83844271	0.337191308	NA
ENSPTRT00000039009	ENSPTRG00000021088_ex6/6	chr9	+	87601423	87639776	0.073681381	NA
ENSPTRT00000039024	ENSPTRG00000021098_ex13/13	chr9	+	90048339	90788072	0.300738881	NA
ENSPTRT00000056475	ENSPTRG00000021118_ex1/5	chr9	-	92016866	92062986	1.24409111	NA
ENSPTRT00000044963	ENSPTRG00000021155_ex1/14	chr9	-	95691409	95700241	0.020550385	NA
ENSPTRT00000039179	ENSPTRG00000021186_ex8/8	chr9	+	99090565	99123293	0.078865375	NA
ENSPTRT00000039271	ENSPTRG00000021242_ex14/14	chr9	+	109606161	109858865	0.744047162	NA
ENSPTRT00000039684	ENSPTRG00000021443_ex3/4	chr9	+	128741021	128757950	0.364272255	NA
ENSPTRT00000039793	ENSPTRG00000021484_ex1/2	chr9	-	131144503	131269104	0.271253361	NA
ENSPTRT00000057922	ENSPTRG00000002267_ex15/15	chr10	+	6387604	6412360	1.659124939	NA
ENSPTRT00000004162	ENSPTRG00000002271_ex1/21	chr10	-	6997394	7333339	0.555842948	NA
ENSPTRT00000004188	ENSPTRG00000002286_ex1/15	chr10	-	11657076	11742901	1.805732199	NA
ENSPTRT00000004209	ENSPTRG00000002297_ex1/3	chr10	-	13133711	13234480	0.351646369	NA
ENSPTRT00000004265	ENSPTRG00000002325_ex1/8	chr10	-	17192262	17280702	1.203972546	NA
ENSPTRT00000004378	ENSPTRG00000002385_ex1/7	chr10	-	28179260	28318698	0.857460692	NA
ENSPTRT00000050381	ENSPTRG00000002415_ex1/27	chr10	-	34467524	34866238	0.372980573	NA
ENSPTRT00000004541	ENSPTRG00000002443_ex7/7	chr10	+	43344681	43434535	0.23391918	NA
ENSPTRT00000004718	ENSPTRG00000002526_ex1/21	chr10	-	58817574	58887397	1.218047449	NA
ENSPTRT00000042292	ENSPTRG00000002588_ex1/5	chr10	-	69367615	69400303	0.209796745	NA
ENSPTRT00000005032	ENSPTRG00000002670_ex1/4	chr10	-	78004327	78700567	0.428902651	NA
ENSPTRT00000043599	ENSPTRG00000002697_ex11/11	chr10	+	84618687	84653818	0.122335772	NA
ENSPTRT00000005200	ENSPTRG00000002753_ex1/10	chr10	-	92289719	92378002	0.569297826	NA
ENSPTRT00000005552	ENSPTRG00000002919_ex1/10	chr10	-	104321539	104338294	0.206993375	NA
ENSPTRT00000043954	ENSPTRG00000002982_ex2/7	chr10	-	118742498	118748325	0.000270122	NA
ENSPTRT00000006038	ENSPTRG00000003151_ex2/6	chr11	-	1316616	1321632	0.009504187	NA
ENSPTRT00000006277	ENSPTRG00000003309_ex7/8	chr11	+	6773474	6796304	0.244391853	NA
ENSPTRT00000006594	ENSPTRG00000003501_ex18/18	chr11	+	35507034	35731088	0.298742397	NA
ENSPTRT00000006601	ENSPTRG00000003504_ex5/5	chr11	+	36058661	36167839	0.363609262	NA
ENSPTRT00000055621	ENSPTRG00000003509_ex10/10	chr11	+	36753716	36808052	0.411442487	NA
ENSPTRT00000007471	ENSPTRG00000004007_ex1/29	chr11	-	68431463	68773898	0.286911031	NA
ENSPTRT00000007612	ENSPTRG00000004088_ex17/17	chr11	+	74507984	74643516	0.21275321	NA
ENSPTRT00000007616	ENSPTRG00000004091_ex1/4	chr11	-	74661724	74738286	0.069157337	NA
ENSPTRT00000007782	ENSPTRG00000004171_ex1/11	chr11	-	91466828	91679118	0.245731867	NA
ENSPTRT00000007819	ENSPTRG00000004191_ex2/2	chr11	+	93642309	93996988	0.257242636	NA
ENSPTRT00000045962	ENSPTRG00000004748_ex16/16	chr12	+	21219812	21238723	2.263352387	NA
ENSPTRT00000046590	ENSPTRG00000004834_ex1/23	chr12	-	48735227	48817732	0.388071584	NA
ENSPTRT00000008986	ENSPTRG00000004853_ex1/22	chr12	-	43282896	43887449	0.295041636	NA
ENSPTRT00000009288	ENSPTRG00000005048_ex4/4	chr12	+	34558652	34715038	1.309692799	NA
ENSPTRT00000067935	ENSPTRG00000005162_ex7/7	chr12	+	27803632	28719281	0.972856717	NA
ENSPTRT00000009500	ENSPTRG00000005165_ex10/10	chr12	+	26852249	26915412	0.873246822	NA
ENSPTRT00000046438	ENSPTRG00000005170_ex2/23	chr12	-	25333735	25341979	1.043483261	NA
ENSPTRT00000009570	ENSPTRG00000005208_ex1/10	chr12	-	69983968	69998028	0.07958037	NA
ENSPTRT00000009596	ENSPTRG00000005218_ex3/3	chr12	+	70740073	71006118	0.479658471	NA
ENSPTRT00000009709	ENSPTRG00000005281_ex1/10	chr12	-	89168088	89353387	0.200640446	NA
ENSPTRT00000067114	ENSPTRG00000005286_ex1/22	chr12	-	90411417	90442799	0.100728953	NA
ENSPTRT00000009881	ENSPTRG00000005379_ex4/4	chr12	+	105819814	105948128	0.490955765	NA
ENSPTRT00000010347	ENSPTRG00000005627_ex6/6	chr12	+	130683340	130767155	1.35336231	NA
ENSPTRT00000010349	ENSPTRG00000005629_ex8/8	chr12	+	130971337	131589158	1.715347206	NA
ENSPTRT00000010791	ENSPTRG00000005872_ex1/9	chr13	-	48801242	49212429	0.368491438	NA
ENSPTRT00000010816	ENSPTRG00000005888_ex4/4	chr13	+	51183472	51229097	0.301846553	NA
ENSPTRT00000060167	ENSPTRG00000005914_ex1/4	chr13	+	57294050	57560066	0.187821624	NA
ENSPTRT00000060167	ENSPTRG00000005914_ex4/4	chr13	+	57606186	57772816	0.251487871	NA
ENSPTRT00000010876	ENSPTRG00000005924_ex1/12	chr13	-	70935890	71632104	0.468723203	NA
ENSPTRT00000010989	ENSPTRG00000005983_ex2/2	chr13	+	98214962	98441059	0.844615099	NA
ENSPTRT00000011069	ENSPTRG00000006030_ex2/5	chr13	-	110815570	110825733	0.218280921	NA
ENSPTRT00000011516	ENSPTRG00000006284_ex14/14	chr14	+	36673861	36774770	0.48331238	NA
ENSPTRT00000011584	ENSPTRG00000006329_ex1/10	chr14	-	49440621	49454541	0.073277083	NA
ENSPTRT00000044314	ENSPTRG00000006831_ex1/10	chr15	-	23742860	24033831	1.648409704	NA
ENSPTRT00000048729	ENSPTRG00000006912_ex1/4	chr15	-	37030509	37063707	0.044887312	NA
ENSPTRT00000049347	ENSPTRG00000007092_ex1/20	chr15	-	50492523	50869206	1.187897001	NA
ENSPTRT00000013091	ENSPTRG00000007095_ex1/6	chr15	-	52614187	52628710	0.147430558	NA
ENSPTRT00000058382	ENSPTRG00000030242_ex1/2	chr15	-	71483733	71544567	0.215461074	NA
ENSPTRT00000013505	ENSPTRG00000007322_ex1/7	chr15	-	74839731	74916277	0.520990202	NA
ENSPTRT00000013844	ENSPTRG00000007511_ex1/9	chr15	-	98929859	99253461	1.460770626	NA
ENSPTRT00000064224	ENSPTRG00000007671_ex10/10	chr16	+	3059483	3073564	0.634652368	NA
ENSPTRT00000014217	ENSPTRG00000007711_ex1/9	chr16	-	4039411	4089036	1.089020252	NA
ENSPTRT00000014286	ENSPTRG00000007751_ex6/6	chr16	+	9393470	10060678	0.920930154	NA
ENSPTRT00000014328	ENSPTRG00000007785_ex12/12	chr16	+	12925822	13640461	0.739602601	NA
ENSPTRT00000014331	ENSPTRG00000007787_ex1/4	chr16	-	12856503	13068374	0.534808601	NA
ENSPTRT00000014476	ENSPTRG00000007857_ex2/2	chr16	+	21332194	21366894	0.01202951	NA
ENSPTRT00000060311	ENSPTRG00000007918_ex1/6	chr16	-	28188121	28232310	0.223604381	NA
ENSPTRT00000015271	ENSPTRG00000008282_ex5/5	chr16	+	69282376	69338435	0.158687936	NA
ENSPTRT00000015716	ENSPTRG00000008522_ex1/4	chr17	-	1373341	1394181	0.321145921	NA
ENSPTRT00000015851	ENSPTRG00000008589_ex1/5	chr17	-	4342745	4353766	0.416340804	NA
ENSPTRT00000016130	ENSPTRG00000008761_ex2/14	chr17	-	46562802	46563873	0.397257703	NA
ENSPTRT00000016188	ENSPTRG00000008789_ex2/2	chr17	+	42804180	43110711	1.250580604	NA
ENSPTRT00000016709	ENSPTRG00000009070_ex21/21	chr17	+	19033939	19138971	1.021873305	NA
ENSPTRT00000017361	ENSPTRG00000009468_ex5/5	chr17	+	58602021	58621544	0.054059776	NA
ENSPTRT00000059603	ENSPTRG00000009538_ex1/16	chr17	-	63612564	63614625	0.000659874	NA
ENSPTRT00000017604	ENSPTRG00000009600_ex1/43	chr17	-	72809459	72829471	1.424405007	NA
ENSPTRT00000017816	ENSPTRG00000009707_ex5/5	chr17	+	77892911	77902614	0.333865196	NA
ENSPTRT00000018008	ENSPTRG00000009806_ex10/10	chr17	+	82843441	82906710	1.240026759	NA
ENSPTRT00000018052	ENSPTRG00000009824_ex12/12	chr18	+	16070200	16081279	0.434474501	NA
ENSPTRT00000018113	ENSPTRG00000009861_ex1/7	chr18	-	6713977	6735545	4.40122181	NA
ENSPTRT00000018214	ENSPTRG00000009921_ex1/10	chr18	-	19400217	19413411	0.011741852	NA
ENSPTRT00000018330	ENSPTRG00000009986_ex4/6	chr18	+	41107402	41194459	0.56134003	NA
ENSPTRT00000018370	ENSPTRG00000010010_ex1/4	chr18	-	44918379	45158597	0.469571306	NA
ENSPTRT00000018439	ENSPTRG00000010052_ex9/13	chr18	-	55000842	55003906	0.063579308	NA
ENSPTRT00000056599	ENSPTRG00000010075_ex7/7	chr18	+	58872229	58950787	0.430819535	NA
ENSPTRT00000018483	ENSPTRG00000010079_ex1/3	chr18	-	59433203	59732333	0.407787938	NA
ENSPTRT00000018558	ENSPTRG00000010117_ex8/9	chr18	+	71871805	71945060	3.094911869	NA
ENSPTRT00000018804	ENSPTRG00000010239_ex1/3	chr19	-	2532151	2535993	0.609918011	NA
ENSPTRT00000019836	ENSPTRG00000010750_ex1/5	chr19	-	20421743	20514550	1.034214089	NA
ENSPTRT00000066822	ENSPTRG00000010752_ex4/4	chr19	+	21824890	22077750	1.20563108	NA
ENSPTRT00000019883	ENSPTRG00000010763_ex1/5	chr19	-	21805874	22012239	1.511616505	NA
ENSPTRT00000051006	ENSPTRG00000029066_ex1/4	chr19	-	22067464	22093869	1.360434312	NA
ENSPTRT00000068145	ENSPTRG00000029064_ex2/4	chr19	-	22454842	22463654	0.094938039	NA
ENSPTRT00000049692	ENSPTRG00000010768_ex4/6	chr19	+	22591325	22679380	6.10564211	NA
ENSPTRT00000019970	ENSPTRG00000010786_ex2/5	chr19	+	35753432	35837215	1.150444911	NA
ENSPTRT00000020078	ENSPTRG00000010844_ex1/1	chr19	+	40937422	40999876	0.463376405	NA
ENSPTRT00000064464	ENSPTRG00000010896_ex5/5	chr19	+	42624027	42657155	0.938211603	NA
ENSPTRT00000020648	ENSPTRG00000011111_ex4/4	chr19	+	49869424	50034587	1.706894347	NA
ENSPTRT00000065793	ENSPTRG00000011112_ex2/5	chr19	-	49884747	49889657	0.386576375	NA
ENSPTRT00000049473	ENSPTRG00000011113_ex1/4	chr19	-	49913352	49930920	0.397855191	NA
ENSPTRT00000020809	ENSPTRG00000011198_ex1/8	chr19	+	52466418	52560773	0.177333697	NA
ENSPTRT00000021495	ENSPTRG00000011536_ex1/5	chr19	-	62263061	62291212	0.789849028	NA
ENSPTRT00000024606	ENSPTRG00000013238_ex3/3	chr20	+	6716739	6762563	2.222089626	NA
ENSPTRT00000024610	ENSPTRG00000013241_ex32/32	chr20	+	8822075	8958909	1.047462151	NA
ENSPTRT00000025028	ENSPTRG00000013459_ex3/3	chr20	+	33734507	33749847	0.279891134	NA
ENSPTRT00000025082	ENSPTRG00000013481_ex7/7	chr20	+	35258076	35382364	0.374936012	NA
ENSPTRT00000025116	ENSPTRG00000013501_ex2/4	chr20	-	38473093	38509782	0.11198659	NA
ENSPTRT00000025380	ENSPTRG00000013620_ex3/4	chr20	+	48222348	48228336	0.231616399	NA
ENSPTRT00000026531	ENSPTRG00000014201_ex1/10	chr22	-	26030307	26605989	1.350468434	NA
ENSPTRT00000026531	ENSPTRG00000014201_ex2/10	chr22	-	26605989	26628682	0.272613141	NA
ENSPTRT00000027002	ENSPTRG00000014452_ex4/4	chr22	-	41253042	41362976	0.186824922	NA
ENSPTRT00000067538	ENSPTRG00000014511_ex31/33	chr22	-	45695064	45734390	0.777647638	NA
ENSPTRT00000027145	ENSPTRG00000014516_ex13/13	chr22	+	46353796	46467008	1.272840953	NA
