#	chr	strand	exon_start	exon_end	exon_len	intergenic_5p_start	intergenic_5p_end	intergenic_5p_len	intergenic_3p_start	intergenic_3p_end	intergenic_3p_len
85	chr5	-	103086000	103088172	2173	103088173	103092356	4184	103059531	103085999	26469
86	chr5	+	141009627	141012344	2718	140996095	141009626	13532	141012345	141029274	16930
87	chr5	-	161288429	161294428	6000	161294429	161310398	15970	161113528	161288428	174901
88	chr5	+	177209636	177212195	2560	177206964	177209635	2672	177212196	177224008	11813
89	chr5	-	179110851	179114324	3474	179114325	179117992	3668	179097414	179110850	13437
90	chr6	-	13363355	13365662	2308	13365663	13386786	21124	13345969	13363354	17386
91	chr6	+	17291756	17293871	2116	17288234	17291755	3522	17293872	17343688	49817
92	chr6	+	25983164	25987329	4166	25978225	25983163	4939	25987330	26002180	14851
93	chr6	+	37390742	37394738	3997	37386048	37390741	4694	37394739	37413934	19196
94	chr6	-	44826730	44829857	3128	44829858	44881255	51398	44689306	44826729	137424
95	chr6	+	47624186	47627263	3078	47618361	47624185	5825	47627264	47641926	14663
96	chr6	+	54939706	54945099	5394	54933669	54939705	6037	54945100	55025779	80680
97	chr6	+	77923089	77927042	3954	77876076	77923088	47013	77927043	78397293	470251
98	chr6	-	105096822	105101213	4392	105101214	105108449	7236	105090077	105096821	6745
99	chr6	-	107152557	107154777	2221	107154778	107182608	27831	107133495	107152556	19062
100	chr6	-	118813449	118816294	2846	118816295	118821220	4926	118798435	118813448	15014
101	chr6	+	121446832	121449744	2913	121441332	121446831	5500	121449745	121551741	101997
102	chr6	+	131281530	131283535	2006	131267318	131281529	14212	131283536	131376277	92742
103	chr6	+	144850989	144853034	2046	144845911	144850988	5078	144853035	145017878	164844
104	chr6	+	149073833	149076990	3158	149053247	149073832	20586	149076991	149094389	17399
105	chr6	+	149409577	149411613	2037	149405312	149409576	4265	149411614	149429621	18008
106	chr6	-	154154483	154160040	5558	154160041	154163980	3940	154143419	154154482	11064
107	chr7	+	6652303	6658279	5977	6648448	6652302	3855	6658280	6673356	15077
108	chr7	-	16087527	16091799	4273	16091800	16150357	58558	15892210	16087526	195317
109	chr7	+	21511022	21514822	3801	21496573	21511021	14449	21514823	21529018	14196
110	chr7	+	34153092	34155872	2781	34148226	34153091	4866	34155873	34251192	95320
111	chr7	+	66152208	66154568	2361	66148854	66152207	3354	66154569	66179920	25352
112	chr7	-	76326791	76330233	3443	76330234	76344477	14244	76315544	76326790	11247
113	chr7	+	92000848	92003235	2388	91998324	92000847	2524	92003236	92007832	4597
114	chr7	-	99890407	99892746	2340	99892747	99897982	5236	99883720	99890406	6687
115	chr7	+	116505971	116508541	2571	116503209	116505970	2762	116508542	116516663	8122
116	chr7	+	120273668	120275747	2080	120090522	120273667	183146	120275748	120504325	228578
117	chr7	-	124763954	124766025	2072	124766026	124771658	5633	124755649	124763953	8305
118	chr7	+	129755018	129757082	2065	129749624	129755017	5394	129757083	129763732	6650
119	chr7	-	135926755	135930012	3258	135930013	135940305	10293	135837801	135926754	88954
120	chr7	-	149102784	149105566	2783	149105567	149108851	3285	149096781	149102783	6003
121	chr7	+	155084155	155087392	3238	155077856	155084154	6299	155087393	155134636	47244
122	chr8	+	6642994	6648505	5512	6635152	6642993	7842	6648506	6678323	29818
123	chr8	-	17753717	17755961	2245	17755962	17778279	22318	17748758	17753716	4959
124	chr8	-	27869882	27872070	2189	27872071	27875819	3749	27853989	27869881	15893
125	chr8	+	70733796	70735942	2147	70720475	70733795	13321	70735943	70966687	230745
126	chr8	+	103227989	103230305	2317	103220537	103227988	7452	103230306	103264369	34064
127	chr8	-	132570419	132572480	2062	132572481	132575444	2964	132565949	132570418	4470
128	chr8	-	144720909	144723382	2474	144723383	144738532	15150	144703361	144720908	17548
129	chr9	-	27325209	27330616	5408	27330617	27344825	14209	27311174	27325208	14035
130	chr9	-	70384597	70388005	3409	70388006	70400432	12427	70369735	70384596	14862
131	chr9	-	70535033	70537405	2373	70537406	70543473	6068	70474845	70535032	60188
132	chr9	+	84810542	84815708	5167	84781314	84810541	29228	84815709	84841475	25767
133	chr9	+	88475078	88478708	3631	88471842	88475077	3236	88478709	88506904	28196
134	chr9	+	90895528	90898560	3033	90892078	90895527	3450	90898561	90980927	82367
135	chr9	-	92845031	92848551	3521	92848552	92852181	3630	92841744	92845030	3287
136	chr9	-	96500113	96503789	3677	96503790	96506731	2942	96495725	96500112	4388
137	chr9	+	99863620	99866891	3272	99855618	99863619	8002	99866892	99876604	9713
138	chr9	+	110168399	110172512	4114	110162448	110168398	5951	110172513	110185517	13005
139	chr9	+	128907157	128909321	2165	128896639	128907156	10518	128909322	128912708	3387
140	chr9	-	131258078	131261350	3273	131261351	131268603	7253	131246374	131258077	11704
141	chr10	+	6232895	6235545	2651	6229630	6232894	3265	6235546	6264225	28680
142	chr10	-	7158624	7163910	5287	7163911	7167419	3509	7000765	7158623	157859
143	chr10	-	11460510	11463849	3340	11463850	11472809	8960	11402592	11460509	57918
144	chr10	-	12896625	12898679	2055	12898680	12948508	49829	12866085	12896624	30540
145	chr10	-	16590616	16593496	2881	16593497	16644259	50763	16556311	16590615	34305
146	chr10	-	27672874	27675415	2542	27675416	27704935	29520	27607556	27672873	65318
147	chr10	-	34109560	34111562	2003	34111563	34115587	4025	33941120	34109559	168440
148	chr10	+	43183250	43185308	2059	43179641	43183249	3609	43185309	43189920	4612
149	chr10	-	60026298	60029826	3529	60029827	60036249	6423	59993606	60026297	32692
150	chr10	-	70298970	70301508	2539	70301509	70312685	11177	70282681	70298969	16289
151	chr10	-	79382325	79386458	4134	79386459	79390367	3909	79368830	79382324	13495
152	chr10	+	84513449	84518521	5073	84506704	84513448	6745	84518522	84539470	20949
153	chr10	-	92048640	92052439	3800	92052440	92066879	14440	92039483	92048639	9157
154	chr10	-	103877558	103882841	5284	103882842	103885956	3115	103866482	103877557	11076
155	chr10	-	118004916	118009225	4310	118009226	118021603	12378	117777231	118004915	227685
156	chr11	-	1274368	1277253	2886	1277254	1281627	4374	1268272	1274367	6096
157	chr11	+	6955690	6958047	2358	6949666	6955689	6024	6958048	6978682	20635
158	chr11	+	35229129	35232402	3274	35226225	35229128	2904	35232403	35241803	9401
159	chr11	+	35806358	35811053	4696	35766261	35806357	40097	35811054	35835619	24566
160	chr11	+	36462342	36465204	2863	36456839	36462341	5503	36465205	36474485	9281
161	chr11	-	70467856	70473439	5584	70473440	70479376	5937	70452220	70467855	15636
162	chr11	+	76140711	76144238	3528	76128363	76140710	12348	76144239	76165282	21044
163	chr11	-	76349956	76352794	2839	76352795	76356875	4081	76292926	76349955	57030
164	chr11	-	93144171	93148844	4674	93148845	93151476	2632	93098523	93144170	45648
165	chr11	+	95128377	95132651	4275	95109302	95128376	19075	95132652	95141595	8944
166	chr12	+	20680030	20684107	4078	20667118	20680029	12912	20684108	20689731	5624
167	chr12	+	41069959	41072412	2454	41049589	41069958	20370	41072413	41130430	58018
168	chr12	+	45904934	45908040	3107	45899426	45904933	5508	45908041	45913585	5545
169	chr12	-	54948303	54950390	2088	54950391	54955779	5389	54903348	54948302	44955
170	chr12	-	61708248	61710417	2170	61710418	61732019	21602	61470600	61708247	237648
171	chr12	-	62643982	62648636	4655	62648637	62657907	9271	62623876	62643981	20106
172	chr12	+	64142295	64147863	5569	64135248	64142294	7047	64147864	64167087	19224
173	chr12	-	69653609	69655813	2205	69655814	69663620	7807	69648698	69653608	4911
174	chr12	+	70430485	70434292	3808	70415411	70430484	15074	70434293	70475081	40789
175	chr12	-	88492793	88497181	4389	88497182	88501170	3989	88346340	88492792	146453
176	chr12	-	89588049	89591295	3247	89591296	89594942	3647	89557156	89588048	30893
177	chr12	+	104756949	104762014	5066	104679470	104756948	77479	104762015	104782755	20741
178	chr12	+	128705090	128707915	2826	128701253	128705089	3837	128707916	128750554	42639
179	chr12	+	128982929	128984964	2036	128970286	128982928	12643	128984965	128999124	14160
180	chr13	-	49308650	49310993	2344	49310994	49321470	10477	49301068	49308649	7582
181	chr13	+	51280450	51284241	3792	51267032	51280449	13418	51284242	51312636	28395
182	chr13	+	57631655	57635111	3457	57474036	57631654	157619	57635112	57650789	15678
183	chr13	+	57724612	57728931	4320	57695723	57724611	28889	57728932	57947379	218448
184	chr13	-	71437966	71440692	2727	71440693	71457916	17224	71303192	71437965	134774
185	chr13	+	97464205	97467998	3794	97449495	97464204	14710	97467999	97471850	3852
186	chr13	-	109782042	109786567	4526	109786568	109920209	133642	109769175	109782041	12867
187	chr14	+	37546905	37551259	4355	37523522	37546904	23383	37551260	37570405	19146
188	chr14	-	50242434	50247253	4820	50247254	50256305	9052	50237064	50242433	5370
189	chr15	-	26543546	26548134	4589	26548135	26554533	6399	26338292	26543545	205254
190	chr15	-	40087890	40091888	3999	40091889	40098034	6146	40077700	40087889	10190
191	chr15	-	53513741	53517754	4014	53517755	53520486	2732	53200142	53513740	313599
192	chr15	-	55202966	55205705	2740	55205706	55214797	9092	55200000	55202965	2966
193	chr15	-	73735431	73740642	5212	73740643	73745808	5166	73724975	73735430	10456
194	chr15	-	77044017	77046927	2911	77046928	77049656	2729	77040746	77044016	3271
195	chr15	-	101175723	101178980	3258	101178981	101207031	28051	101124307	101175722	51416
196	chr16	+	2948688	2951208	2521	2944423	2948687	4265	2951209	2957712	6504
197	chr16	-	3962649	3966966	4318	3966967	3972224	5258	3956547	3962648	6102
198	chr16	+	9116668	9119698	3031	9109964	9116667	6704	9119699	9138020	18322
199	chr16	+	12568506	12574289	5784	12546674	12568505	21832	12574290	12617044	42755
200	chr16	-	12659799	12665115	5317	12665116	12684869	19754	12617044	12659798	42755
201	chr16	+	21249731	21252429	2699	21241816	21249730	7915	21252430	21255473	3044
202	chr16	-	27787529	27791467	3939	27791468	27799477	8010	27783950	27787528	3579
203	chr16	+	69462430	69466264	3835	69454854	69462429	7576	69466265	69516036	49772
204	chr17	-	1421353	1423650	2298	1423651	1430135	6485	1410808	1421352	10545
205	chr17	-	4269217	4272516	3300	4272517	4277657	5141	4266606	4269216	2611
206	chr17	+	9889370	9892103	2734	9884943	9889369	4427	9892104	9894906	2803
207	chr17	-	13494032	13496818	2787	13496819	13520173	23355	13256048	13494031	237984
208	chr17	-	38530024	38533431	3408	38533432	38538627	5196	38521208	38530023	8816
209	chr17	+	59397101	59401734	4634	59393285	59397100	3816	59401735	59416301	14567
210	chr17	-	64319415	64323845	4431	NA	NA	NA	64314066	64319414	5349
211	chr17	-	73334384	73338940	4557	73338941	73343769	4829	73323194	73334383	11190
212	chr17	+	78223465	78225635	2171	78220123	78223464	3342	78225636	78228533	2898
213	chr17	+	82601303	82604607	3305	82594288	82601302	7015	82604608	82609584	4977
214	chr18	-	721592	724632	3041	724633	728733	4101	717128	721591	4464
215	chr18	+	9859228	9862556	3329	9852460	9859227	6768	9862557	9871567	9011
216	chr18	-	23598926	23601309	2384	23601310	23606700	5391	23592772	23598925	6154
217	chr18	+	44949881	44953340	3460	44913648	44949880	36233	44953341	44961711	8371
218	chr18	-	48919853	48921910	2058	48921911	48932195	10285	48891535	48919852	28318
219	chr18	-	58534834	58538224	3391	58538225	58558519	20295	58532036	58534833	2798
220	chr18	+	62384751	62387710	2960	62377118	62384750	7633	62387711	62401677	13967
221	chr18	-	63123346	63128759	5414	63128760	63223356	94597	63051895	63123345	71451
222	chr18	+	75063150	75065672	2523	74992104	75063149	71046	75065673	75130390	64718
223	chr19	-	2511220	2515147	3928	2515148	2517877	2730	2494740	2511219	16480
224	chr19	-	20004418	20007275	2858	20007276	20015139	7864	19969996	20004417	34422
225	chr19	+	21536280	21540668	4389	21533482	21536279	2798	21540669	21597911	57243
226	chr19	-	21724041	21727989	3949	21727990	21736003	8014	21691325	21724040	32716
227	chr19	-	21804949	21809807	4859	21809808	21813847	4040	21786289	21804948	18660
228	chr19	-	22179101	22181586	2486	22181587	22187301	5715	22159600	22179100	19501
229	chr19	+	22313671	22317176	3506	22309227	22313670	4444	22317177	22342853	25677
230	chr19	+	30443561	30445732	2172	30408059	30443560	35502	30445733	30490289	44557
231	chr19	+	35449715	35451767	2053	35433278	35449714	16437	35451768	35469545	17778
232	chr19	-	36445119	36450001	4883	36450002	36461456	11455	36434008	36445118	11111
233	chr19	+	44272899	44275317	2419	44269930	44272898	2969	44275318	44280832	5515
234	chr19	-	44286348	44289196	2849	44289197	44293146	3950	44280833	44286347	5515
235	chr19	-	44326553	44329936	3384	44329937	44333279	3343	44315789	44326552	10764
236	chr19	+	46918676	46922356	3681	46884836	46918675	33840	46922357	46929810	7454
237	chr19	-	56439324	56442741	3418	56442742	56446149	3408	56432178	56439323	7146
238	chr20	+	6778245	6780280	2036	6774359	6778244	3886	6780281	6963373	183093
239	chr20	+	8881622	8884900	3279	8856508	8881621	25114	8884901	8976977	92077
240	chr20	+	36590910	36593952	3043	36584938	36590909	5972	36593953	36599843	5891
241	chr20	+	38089726	38092364	2639	38077991	38089725	11735	38092365	38109875	17511
242	chr20	-	41202057	41205066	3010	41205067	41237028	31962	41193629	41202056	8428
243	chr20	+	50749659	50753741	4083	50743869	50749658	5790	50753742	50774317	20576
244	chr22	-	27748277	27751096	2820	27751097	27773929	22833	27533059	27748276	215218
245	chr22	-	27796763	27801498	4736	27801499	27826583	25085	27773930	27796762	22833
246	chr22	-	42209651	42215341	5691	42215342	42242547	27206	42194677	42209650	14974
247	chr22	-	46533627	46537170	3544	46537171	46578786	41616	46507694	46533626	25933
248	chr22	+	47173498	47175699	2202	47142551	47173497	30947	47175700	47260635	84936
