name	exon	chr	strand	intergenic_5p_start	intergenic_5p_end	intergenic_3p_start	intergenic_3p_end	hard_div_5p	soft_div_5p	5p_callability	hard_div_3p	soft_div_3p	3p_callability
ENSPTRT00000058198	ENSPTRG00000001978_ex7/7	chr1	+	195765572	195786128	195788369	195955031	0.0027593818984547464	0.0027593818984547464	19932	0.003539700602943673	0.003539700602943673	159053
ENSPTRT00000043883	ENSPTRG00000023622_ex1/7	chr1	-	197082180	197088178	197036266	197078232	0.004372922861640721	0.004372922861640721	5717	0.004906801629428466	0.004906801629428466	32404
ENSPTRT00000003898	ENSPTRG00000002133_ex1/4	chr1	-	216370828	216387205	216346694	216369693	0.005154294129459803	0.005154294129459803	14939	0.006127450980392157	0.006127450980392157	16320
ENSPTRT00000004013	ENSPTRG00000002189_ex8/8	chr1	+	227757204	227760226	227761654	227792786	0.0039028620988725065	0.0039028620988725065	2306	0.006347579246175682	0.006347579246175682	25364
ENSPTRT00000021671	ENSPTRG00000011629_ex6/6	chr2a	+	7057950	7058984	7061435	7071124	0.005819592628516004	0.005819592628516004	1031	0.004994324631101022	0.004994324631101022	8810
ENSPTRT00000021847	ENSPTRG00000011726_ex1/12	chr2a	-	26290687	26292891	26263697	26283895	0.00241196333815726	0.00241196333815726	2073	0.0036149778784935792	0.0036149778784935792	18534
ENSPTRT00000021848	ENSPTRG00000011727_ex8/8	chr2a	-	26541240	26649665	26526512	26539036	0.003200492383443607	0.003200492383443607	97485	0.003920443679479824	0.003920443679479824	10458
ENSPTRT00000021944	ENSPTRG00000011788_ex9/9	chr2a	+	29429964	29432566	29436301	29440622	0.0011732499022291747	0.0011732499022291747	2557	0.0019390581717451524	0.0019390581717451524	3610
ENSPTRT00000058994	ENSPTRG00000030525_ex3/3	chr2a	+	30910343	30921814	30922431	30956544	0.004030780505679736	0.004030780505679736	10916	0.004982801298743048	0.004982801298743048	31107
ENSPTRT00000065094	ENSPTRG00000011801_ex6/6	chr2a	+	31291447	31309372	31313494	31620242	0.004647017633203896	0.004647017633203896	15709	0.004638778048203618	0.004638778048203618	262138
ENSPTRT00000021983	ENSPTRG00000011812_ex17/17	chr2a	+	32882604	32886231	32887644	32892672	0.004923255140457573	0.004923255140457573	3453	0.0033112582781456954	0.0033112582781456954	4832
ENSPTRT00000022122	ENSPTRG00000011890_ex16/16	chr2a	+	47247514	47260950	47261099	47322615	0.004527618472683369	0.004527618472683369	13252	0.004272735450211388	0.004272735450211388	44468
ENSPTRT00000022336	ENSPTRG00000012004_ex13/13	chr2a	+	70056863	70061483	70061688	70094973	0.0011049723756906078	0.0011049723756906078	4525	0.00288002247822422	0.00288002247822422	28472
ENSPTRT00000022345	ENSPTRG00000012011_ex18/18	chr2a	+	70718002	70744092	70748040	70792327	0.0029798857710454435	0.0029798857710454435	24162	0.005283188942861435	0.005283188942861435	39938
ENSPTRT00000022428	ENSPTRG00000012056_ex1/14	chr2a	-	74520291	74528462	74460447	74519756	0.0037516170763260024	0.0037516170763260024	7730	0.004025152194809356	0.004025152194809356	49936
ENSPTRT00000022460	ENSPTRG00000012075_ex1/9	chr2a	+	75593903	75638722	75640819	75652267	0.0038674713634684076	0.0038674713634684076	40595	0.004007455731593662	0.004007455731593662	10730
ENSPTRT00000058811	ENSPTRG00000012157_ex1/4	chr2a	-	88554371	88557949	88531982	88552341	0.00361794500723589	0.00361794500723589	2764	0.003176554974894969	0.003176554974894969	19518
ENSPTRT00000022899	ENSPTRG00000012336_ex11/11	chr2a	+	110815293	110816897	110817068	110875076	0.006657789613848202	0.006657789613848202	1502	0.004466966966966967	0.004466966966966967	53280
ENSPTRT00000023012	ENSPTRG00000012394_ex1/24	chr2b	-	118531969	118537288	118132583	118527119	0.004720496894409938	0.004720496894409938	4025	0.005242676467408928	0.005242676467408928	296032
ENSPTRT00000023256	ENSPTRG00000012547_ex3/3	chr2b	+	159355098	159427813	159429588	159674076	0.003078472272171474	0.003078472272171474	69515	0.002634498058790904	0.002634498058790904	209148
ENSPTRT00000023639	ENSPTRG00000012755_ex1/2	chr2b	-	197139466	197144327	196793191	197137070	0.0022708505367464906	0.0022708505367464906	4844	0.003056211797352533	0.003056211797352533	320004
ENSPTRT00000023678	ENSPTRG00000012779_ex1/12	chr2b	-	204676367	204694685	204316641	204673185	0.003356911641290013	0.003356911641290013	16682	0.003348374103875766	0.003348374103875766	328219
ENSPTRT00000023808	ENSPTRG00000012838_ex23/23	chr2b	+	211141513	211175265	211175625	211211512	0.0022571047501795424	0.0022571047501795424	29241	0.003815505132360886	0.003815505132360886	29616
ENSPTRT00000045320	ENSPTRG00000013066_ex4/6	chr2b	+	241275498	241278402	241280764	241285272	0.0037764350453172208	0.0037764350453172208	2648	0.006456241032998565	0.006456241032998565	4182
ENSPTRT00000027268	ENSPTRG00000014583_ex1/13	chr3	-	9146923	9151353	9087974	9145338	0.00206280082512033	0.00206280082512033	4363	0.004407201723354216	0.004407201723354216	50599
ENSPTRT00000027418	ENSPTRG00000014656_ex1/20	chr3	+	15151879	15174538	15177065	15198500	0.004803540587219344	0.004803540587219344	18528	0.0036075036075036075	0.0036075036075036075	20790
ENSPTRT00000027488	ENSPTRG00000014696_ex8/8	chr3	+	24567166	24571773	24574299	25101569	0.0015600624024961	0.0015600624024961	4487	0.00366827110545351	0.00366827110545351	484697
ENSPTRT00000027680	ENSPTRG00000014808_ex1/2	chr3	-	44037243	44049379	43937558	44034943	0.0031192041814196592	0.0031192041814196592	11862	0.0033887012658809475	0.0033887012658809475	87054
ENSPTRT00000027695	ENSPTRG00000014815_ex11/11	chr3	+	45378132	45381391	45383402	45459391	0.0	0.0	2729	0.0031287007119987133	0.0031287007119987133	68399
ENSPTRT00000027714	ENSPTRG00000014822_ex4/4	chr3	+	45640700	45643710	45645802	45676828	0.0017188037126160192	0.0017188037126160192	2909	0.002204286489419425	0.002204286489419425	29488
ENSPTRT00000065779	ENSPTRG00000015180_ex16/16	chr3	+	106476392	106476591	106476825	106829250	0.0	0.0	199	0.003924848214043107	0.003924848214043107	331223
ENSPTRT00000028392	ENSPTRG00000015184_ex1/19	chr3	-	109725878	109731688	108983088	109724911	0.0027865502507895224	0.0027865502507895224	5383	0.0038199040979025093	0.0038199040979025093	679860
ENSPTRT00000047540	ENSPTRG00000015519_ex1/7	chr3	-	154384630	154387139	154310159	154380870	0.006129955046996322	0.006129955046996322	2447	0.004107142857142857	0.004107142857142857	61600
ENSPTRT00000028957	ENSPTRG00000015520_ex1/5	chr3	-	154606647	154611115	154563656	154605674	0.003897294818890417	0.003897294818890417	4362	0.0034569292225750284	0.0034569292225750284	39052
ENSPTRT00000029012	ENSPTRG00000015550_ex22/22	chr3	+	160160982	160165015	160168392	160518426	0.004316912138141189	0.004316912138141189	3938	0.0032879419056848357	0.0032879419056848357	317828
ENSPTRT00000029140	ENSPTRG00000015629_ex26/26	chr3	+	177618726	177626907	177630439	177781134	0.003223726627981947	0.003223726627981947	7755	0.003465727005118835	0.003465727005118835	137922
ENSPTRT00000057970	ENSPTRG00000030030_ex1/2	chr3	-	190628425	190663925	190440197	190627839	0.0038707663493054473	0.0038707663493054473	32035	0.0041845327271787984	0.0041845327271787984	174213
ENSPTRT00000029344	ENSPTRG00000015747_ex1/2	chr3	-	198453121	198511985	198419326	198450273	0.004178077382206305	0.004178077382206305	56964	0.0022592487997740753	0.0022592487997740753	28328
ENSPTRT00000029429	ENSPTRG00000015783_ex3/3	chr3	+	202219392	202222569	202225726	202261035	0.0028957528957528956	0.0028957528957528956	3108	0.0038726046604794016	0.0038726046604794016	29954
ENSPTRT00000029656	ENSPTRG00000015883_ex1/10	chr4	-	6494286	6497585	6430437	6491271	0.004883546205860256	0.004883546205860256	2662	0.006286150385604113	0.006286150385604113	49792
ENSPTRT00000029879	ENSPTRG00000016024_ex9/9	chr4	+	86666167	86671246	86676722	87329909	0.007475083056478406	0.007475083056478406	4816	0.004568074776700962	0.004568074776700962	592591
ENSPTRT00000029926	ENSPTRG00000016054_ex1/13	chr4	-	78552599	78552752	78347885	78552589	0.0	0.0	153	0.0033557418626028596	0.0033557418626028596	180586
ENSPTRT00000030001	ENSPTRG00000016100_ex1/3	chr4	+	62595070	62628279	62630554	62634979	0.0035950804162724692	0.0035950804162724692	31710	0.005772338951743246	0.005772338951743246	4331
ENSPTRT00000030048	ENSPTRG00000016131_ex1/3	chr4	-	60119003	60122360	60100930	60117990	0.0014961101137043686	0.0014961101137043686	3342	0.00481203007518797	0.00481203007518797	16625
ENSPTRT00000060211	ENSPTRG00000031197_ex1/4	chr4	-	55449608	55455696	55213053	55445657	0.001495016611295681	0.001495016611295681	6020	0.0033661214907940943	0.0033661214907940943	206172
ENSPTRT00000030102	ENSPTRG00000016170_ex9/9	chr4	+	55008791	55012580	55016005	55359873	0.002989942919271541	0.002989942919271541	3679	0.0036085791588956894	0.0036085791588956894	304552
ENSPTRT00000030136	ENSPTRG00000016190_ex8/22	chr4	-	53722330	53722330	53718600	53721446	NA	NA	0	0.004121393780442113	0.004121393780442113	2669
ENSPTRT00000030138	ENSPTRG00000016191_ex1/3	chr4	+	53488026	53563241	53563603	53563603	0.0027071631246742716	0.0027071631246742716	69076	NA	NA	0
ENSPTRT00000030393	ENSPTRG00000016332_ex1/3	chr4	-	107821378	107830782	107428686	107817413	0.004105784325564545	0.004105784325564545	8281	0.00416783794482276	0.00416783794482276	348622
ENSPTRT00000050131	ENSPTRG00000016382_ex46/46	chr4	+	116903639	116907445	116909722	116912219	0.002674511901577962	0.002674511901577962	3739	0.0008048289738430583	0.0008048289738430583	2485
ENSPTRT00000030477	ENSPTRG00000016384_ex1/2	chr4	-	117444065	117481791	117370674	117442664	0.0033988346852507714	0.0033988346852507714	35012	0.002674532338916738	0.002674532338916738	65432
ENSPTRT00000067874	ENSPTRG00000024046_ex1/17	chr4	+	127790041	128767101	128772278	128792914	0.004208856830640209	0.004208856830640209	894067	0.0029202960576003223	0.0029202960576003223	19861
ENSPTRT00000030573	ENSPTRG00000016444_ex5/5	chr4	+	136752028	136765781	136767219	138838362	0.0046394269900699985	0.0046394269900699985	12286	0.0037943548781534937	0.0037943548781534937	1840102
ENSPTRT00000030731	ENSPTRG00000016532_ex9/9	chr4	-	158699126	158722321	158646901	158697072	0.002697799897669659	0.002697799897669659	21499	0.003564099794794254	0.003564099794794254	46295
ENSPTRT00000030780	ENSPTRG00000016559_ex1/14	chr4	-	165644822	165679991	165453479	165644117	0.0063436799244659505	0.0063436799244659505	33892	0.004701149108545289	0.004701149108545289	181445
ENSPTRT00000030832	ENSPTRG00000016591_ex1/3	chr4	-	174423633	174430114	174296667	174417917	0.0026558350257772224	0.0026558350257772224	6401	0.004357490477169688	0.004357490477169688	102123
ENSPTRT00000030854	ENSPTRG00000016607_ex2/11	chr4	-	179139331	179146052	179138639	179138659	0.005365629311666411	0.005365629311666411	6523	NA	NA	0
ENSPTRT00000030892	ENSPTRG00000016636_ex1/8	chr4	-	188747240	188751680	188536290	188744564	0.0	0.0	3388	0.003833842420184945	0.003833842420184945	191192
ENSPTRT00000065618	ENSPTRG00000033811_ex2/2	chr5	+	6614030	6635608	6636984	6707095	0.004406656643682928	0.004406656643682928	19289	0.005096716625580375	0.005096716625580375	66121
ENSPTRT00000031146	ENSPTRG00000016776_ex25/25	chr5	+	82210814	82214545	82214726	82342944	0.005722070844686649	0.005722070844686649	3670	0.002922185430463576	0.002922185430463576	120800
ENSPTRT00000031260	ENSPTRG00000016848_ex3/3	chr5	+	72071408	72074956	72076861	72093976	0.002890173410404624	0.002890173410404624	3460	0.0053811659192825115	0.0053811659192825115	12265
ENSPTRT00000031287	ENSPTRG00000016868_ex1/2	chr5	-	61392313	61404512	61149087	61388914	0.0026231965523702454	0.0026231965523702454	10674	0.003823008849557522	0.003823008849557522	226000
ENSPTRT00000031364	ENSPTRG00000016919_ex1/7	chr5	-	51325108	51344985	51249329	51324906	0.0029558591697320022	0.0029558591697320022	15224	0.003281499438301898	0.003281499438301898	67652
ENSPTRT00000055696	ENSPTRG00000016927_ex25/25	chr5	+	50512822	50519659	50522863	50716620	0.0026666666666666666	0.0026666666666666666	6750	0.003209775967413442	0.003209775967413442	184125
ENSPTRT00000031562	ENSPTRG00000017026_ex9/9	chr5	+	36404111	36414706	36416938	36527340	0.0019437605287028637	0.0019437605287028637	7717	0.0024137408318660432	0.0024137408318660432	85759
ENSPTRT00000046825	ENSPTRG00000017053_ex4/4	chr5	+	32598463	32602579	32602652	32995496	0.0007451564828614009	0.0007451564828614009	4026	0.0034943777761955097	0.0034943777761955097	365158
ENSPTRT00000031610	ENSPTRG00000017057_ex11/11	chr5	+	31686336	31696455	31697725	31834386	0.0027198549410698096	0.0027198549410698096	9927	0.0037941336856091735	0.0037941336856091735	130201
ENSPTRT00000031692	ENSPTRG00000017102_ex5/5	chr5	+	99754980	99761472	99764876	99811300	0.0037494141540384317	0.0037494141540384317	6401	0.0032200357781753132	0.0032200357781753132	44720
ENSPTRT00000065106	ENSPTRG00000030296_ex1/8	chr5	-	104164540	104169516	103862190	104162368	0.0020484807101399795	0.0020484807101399795	2929	0.002683540829188834	0.002683540829188834	276873
ENSPTRT00000055454	ENSPTRG00000017328_ex4/4	chr5	+	142764073	142777845	142780563	142801051	0.004282288454950325	0.004282288454950325	11676	0.002666376448821897	0.002666376448821897	18377
ENSPTRT00000032348	ENSPTRG00000017494_ex1/11	chr5	-	163399730	163415536	163364546	163393765	0.0034487246225923997	0.0034487246225923997	15368	0.004624800055636692	0.004624800055636692	28758
ENSPTRT00000042784	ENSPTRG00000017575_ex5/23	chr5	+	179584334	179586988	179589553	179601637	0.0032038446135362435	0.0032038446135362435	2497	0.0021719457013574662	0.0021719457013574662	11050
ENSPTRT00000032567	ENSPTRG00000017614_ex1/22	chr5	-	181560623	181564332	181502445	181560146	0.00356359649122807	0.00356359649122807	3648	0.003955411722402014	0.003955411722402014	52839
ENSPTRT00000032773	ENSPTRG00000017734_ex1/2	chr6	-	13587915	13608754	13574261	13585837	0.0035050823694356818	0.0035050823694356818	19971	0.0026652452025586353	0.0026652452025586353	11256
ENSPTRT00000025457	ENSPTRG00000017749_ex4/4	chr6	+	17626511	17630031	17632155	17695429	0.003436426116838488	0.003436426116838488	3492	0.0037188900543530085	0.0037188900543530085	52435
ENSPTRT00000032882	ENSPTRG00000017795_ex7/7	chr6	+	26470324	26475258	26477221	26495458	0.004382303839732888	0.004382303839732888	4792	0.0027279586743281675	0.0027279586743281675	17229
ENSPTRT00000033498	ENSPTRG00000018121_ex7/7	chr6	+	38215198	38220062	38224059	38244765	0.003971571906354515	0.003971571906354515	4784	0.00472376257958513	0.00472376257958513	14607
ENSPTRT00000033704	ENSPTRG00000023379_ex1/10	chr6	-	45911785	45958509	45647490	45911741	0.0026212933274042177	0.0026212933274042177	42727	0.002807925832917663	0.002807925832917663	232556
ENSPTRT00000033733	ENSPTRG00000018244_ex18/18	chr6	+	48716797	48723613	48723705	48741546	0.0044019429265330905	0.0044019429265330905	6588	0.00427401163480945	0.00427401163480945	8423
ENSPTRT00000033819	ENSPTRG00000018296_ex4/4	chr6	+	56173391	56179428	56181807	56302580	0.004024144869215292	0.004024144869215292	5964	0.0038689635696131036	0.0038689635696131036	106230
ENSPTRT00000065002	ENSPTRG00000033954_ex5/7	chr6	+	78845684	78889321	78889335	78889335	0.002073134179238685	0.002073134179238685	40036	0.0	0.0	1
ENSPTRT00000034105	ENSPTRG00000018454_ex1/8	chr6	-	106855052	106862282	106826291	106854455	0.004049713727133082	0.004049713727133082	7161	0.0029364982258656552	0.0029364982258656552	24519
ENSPTRT00000034125	ENSPTRG00000018466_ex1/8	chr6	-	108983885	109003637	108961542	108981662	0.0027999726831933348	0.0027999726831933348	14643	0.0026072529035316427	0.0026072529035316427	16876
ENSPTRT00000034267	ENSPTRG00000018553_ex1/5	chr6	-	120827902	120832831	120773460	120826429	0.004316546762589928	0.004316546762589928	4170	0.0032348863588623285	0.0032348863588623285	47606
ENSPTRT00000034280	ENSPTRG00000018560_ex2/2	chr6	+	123499810	123505312	123508214	123899335	0.004054552156284556	0.004054552156284556	5426	0.003365812472902357	0.003365812472902357	350584
ENSPTRT00000034346	ENSPTRG00000018599_ex7/7	chr6	+	133555959	133570157	133572173	133716304	0.002288165892027172	0.002288165892027172	13985	0.002673576834485028	0.002673576834485028	121560
ENSPTRT00000034488	ENSPTRG00000018680_ex74/74	chr6	+	147387175	147391649	147393673	147650013	0.0032243205895900505	0.0032243205895900505	2171	0.003604513628083262	0.003604513628083262	231654
ENSPTRT00000034506	ENSPTRG00000018689_ex9/9	chr6	+	151704519	151731241	151731527	151856281	0.003713838936669273	0.003713838936669273	25580	0.0034920421731247063	0.0034920421731247063	119128
ENSPTRT00000034507	ENSPTRG00000018690_ex7/7	chr6	+	152068099	152073583	152075635	152129792	0.0037432154220475387	0.0037432154220475387	5343	0.005937742328569846	0.005937742328569846	45135
ENSPTRT00000056737	ENSPTRG00000018724_ex1/12	chr6	-	156997281	157001238	156479137	156996915	0.0038501026694045173	0.0038501026694045173	3896	0.004425431479569258	0.004425431479569258	460972
ENSPTRT00000046568	ENSPTRG00000028664_ex5/5	chr7	+	6667422	6671278	6673589	6682300	0.006257110352673493	0.006257110352673493	3516	0.004692454026632847	0.004692454026632847	7885
ENSPTRT00000064559	ENSPTRG00000034402_ex1/10	chr7	-	16228228	16293917	16021592	16227959	0.004441958935847248	0.004441958935847248	62585	0.0034148930930503643	0.0034148930930503643	182729
ENSPTRT00000035061	ENSPTRG00000018970_ex6/6	chr7	+	21783359	21797972	21801495	21816031	0.0020464328558323338	0.0020464328558323338	14171	0.0038665330087355003	0.0038665330087355003	13966
ENSPTRT00000035249	ENSPTRG00000019072_ex16/16	chr7	+	34550550	34555874	34558652	34635491	0.004852405984634048	0.004852405984634048	4946	0.002793296089385475	0.002793296089385475	57280
ENSPTRT00000066596	ENSPTRG00000019246_ex6/6	chr7	+	65767521	65771151	65771846	65771872	0.0020222446916076846	0.0020222446916076846	2967	0.0	0.0	27
ENSPTRT00000035749	ENSPTRG00000019320_ex1/2	chr7	-	75723638	75738641	75574905	75720183	0.0035508841701583694	0.0035508841701583694	14081	0.004951889828989046	0.004951889828989046	117127
ENSPTRT00000035882	ENSPTRG00000019389_ex8/50	chr7	+	91622563	91625080	91627470	91632059	0.003249390739236393	0.003249390739236393	2462	0.0013189132155104195	0.0013189132155104195	3791
ENSPTRT00000049139	ENSPTRG00000019463_ex1/7	chr7	-	99739127	99744447	99731620	99738541	0.002530659918240218	0.002530659918240218	5137	0.0025192649673977476	0.0025192649673977476	6748
ENSPTRT00000036325	ENSPTRG00000019612_ex2/2	chr7	+	116702613	116705510	116705663	116715251	0.005649717514124294	0.005649717514124294	2301	0.0034118423948932422	0.0034118423948932422	9086
ENSPTRT00000036343	ENSPTRG00000019623_ex1/6	chr7	+	119649924	120581775	120582892	120783245	0.0033848132140405817	0.0033848132140405817	828997	0.0034850565001584115	0.0034850565001584115	189380
ENSPTRT00000036389	ENSPTRG00000019646_ex2/2	chr7	-	125129584	125158885	125119601	125127908	0.003779289493575208	0.003779289493575208	27783	0.004447632711621234	0.004447632711621234	6970
ENSPTRT00000036463	ENSPTRG00000019683_ex12/12	chr7	+	130169157	130174447	130176508	130277375	0.002376237623762376	0.002376237623762376	5050	0.0041315843361158285	0.0041315843361158285	83019
ENSPTRT00000050296	ENSPTRG00000019732_ex2/5	chr7	-	136489671	136499940	136487516	136488326	0.0030408340573414424	0.0030408340573414424	9208	0.0037641154328732747	0.0037641154328732747	797
ENSPTRT00000055141	ENSPTRG00000028363_ex6/8	chr7	-	149749194	149752863	149748404	149748403	0.002257336343115124	0.002257336343115124	2658	NA	NA	0
ENSPTRT00000036878	ENSPTRG00000019904_ex2/3	chr7	+	155825936	155832168	155832419	155832704	0.002778685845047401	0.002778685845047401	6118	0.0	0.0	1
ENSPTRT00000036980	ENSPTRG00000019946_ex14/14	chr8	+	6682116	6692770	6693400	6727401	0.005369520648247584	0.005369520648247584	10243	0.00506364723257613	0.00506364723257613	28438
ENSPTRT00000037097	ENSPTRG00000020023_ex15/16	chr8	-	13952664	13952952	13946040	13951026	0.0	0.0	2	0.0030998140111593306	0.0030998140111593306	4839
ENSPTRT00000037255	ENSPTRG00000020113_ex1/9	chr8	-	24354142	24357895	24335972	24352319	0.004455583402951824	0.004455583402951824	3591	0.004049607694254619	0.004049607694254619	15804
ENSPTRT00000059886	ENSPTRG00000030985_ex3/3	chr8	+	69058932	69072173	69072986	69909919	0.0033381020505484026	0.0033381020505484026	12582	0.0032886058070275962	0.0032886058070275962	750470
ENSPTRT00000059839	ENSPTRG00000020488_ex5/5	chr8	+	102251284	102258513	102258626	102294621	0.003679071741898967	0.003679071741898967	7067	0.003119505416595769	0.003119505416595769	35262
ENSPTRT00000038084	ENSPTRG00000020595_ex1/12	chr8	-	132230557	132233555	132186067	132230275	0.0016852039096730705	0.0016852039096730705	2967	0.00448215949437212	0.00448215949437212	39713
ENSPTRT00000038288	ENSPTRG00000024143_ex1/5	chr8	-	144725504	144741101	144666183	144723033	0.005467385526615537	0.005467385526615537	13169	0.0045577518340685855	0.0045577518340685855	41029
ENSPTRT00000038553	ENSPTRG00000020837_ex1/4	chr9	-	27936634	27951275	27919050	27935147	0.006684803731053245	0.006684803731053245	12865	0.0035371743418815046	0.0035371743418815046	14701
ENSPTRT00000038854	ENSPTRG00000021013_ex1/2	chr9	-	69151198	69163492	69110059	69147778	0.0049541738915035915	0.0049541738915035915	12111	0.0023651706718836687	0.0023651706718836687	34247
ENSPTRT00000038857	ENSPTRG00000021014_ex1/26	chr9	-	69304438	69310501	69239834	69302082	0.0031981147954889748	0.0031981147954889748	5941	0.00399915436383496	0.00399915436383496	56762
ENSPTRT00000050236	ENSPTRG00000021064_ex15/15	chr9	+	83789126	83820257	83820297	83844332	0.0025593909961937264	0.0025593909961937264	30476	0.0020077297595743615	0.0020077297595743615	19923
ENSPTRT00000039009	ENSPTRG00000021088_ex6/6	chr9	+	87602049	87605287	87608921	87637588	0.0015933715742511153	0.0015933715742511153	3138	0.0031924956645120604	0.0031924956645120604	25372
ENSPTRT00000039024	ENSPTRG00000021098_ex13/13	chr9	+	90048279	90051728	90052340	90787811	0.0035408675125405725	0.0035408675125405725	3389	0.0035281498893174196	0.0035281498893174196	657285
ENSPTRT00000056475	ENSPTRG00000021118_ex1/5	chr9	-	92060045	92063658	92015124	92057561	0.003191180736872643	0.003191180736872643	3447	0.00303761763987958	0.00303761763987958	36871
ENSPTRT00000044963	ENSPTRG00000021155_ex1/14	chr9	-	95697716	95700748	95692445	95695007	0.003048780487804878	0.003048780487804878	2952	0.00245398773006135	0.00245398773006135	2445
ENSPTRT00000039179	ENSPTRG00000021186_ex8/8	chr9	+	99090527	99097733	99101019	99123117	0.0028705242483758877	0.0028705242483758877	6619	0.0021971668112171147	0.0021971668112171147	17295
ENSPTRT00000039271	ENSPTRG00000021242_ex14/14	chr9	+	109605738	109608868	109610249	109859660	0.0012991230919129587	0.0012991230919129587	3079	0.005049473703751833	0.005049473703751833	215468
ENSPTRT00000039684	ENSPTRG00000021443_ex3/4	chr9	+	128741048	128752187	128754354	128757710	0.0036126442548921225	0.0036126442548921225	9965	0.00366412213740458	0.00366412213740458	3275
ENSPTRT00000039793	ENSPTRG00000021484_ex1/2	chr9	-	131267708	131269061	131144051	131264425	0.007772020725388601	0.007772020725388601	1158	0.003855950191028725	0.003855950191028725	113072
ENSPTRT00000057922	ENSPTRG00000002267_ex15/15	chr10	+	6387631	6388443	6391073	6412365	0.005412719891745603	0.005412719891745603	739	0.005150772615892384	0.005150772615892384	19997
ENSPTRT00000004162	ENSPTRG00000002271_ex1/21	chr10	-	7329917	7333549	7003426	7329774	0.0064013359309769	0.0064013359309769	3593	0.004764810649334062	0.004764810649334062	281858
ENSPTRT00000004188	ENSPTRG00000002286_ex1/15	chr10	-	11732575	11742755	11658055	11729330	0.002728364072901888	0.002728364072901888	9163	0.005507366102161641	0.005507366102161641	65367
ENSPTRT00000004209	ENSPTRG00000002297_ex1/3	chr10	-	13221876	13234871	13133594	13219887	0.003395987995577318	0.003395987995577318	12662	0.003695024116852038	0.003695024116852038	80649
ENSPTRT00000004265	ENSPTRG00000002325_ex1/8	chr10	-	17228438	17280392	17192212	17227807	0.005145797598627788	0.005145797598627788	46057	0.00395051760431385	0.00395051760431385	34679
