#	human_gene	human_chr	human_strand	hg19_exon_start	hg19_exon_end	hg18_exon_start	hg18_exon_end	human_exon_len	human_intergenic_5p_start	human_intergenic_5p_end	human_intergenic_5p_len	human_intergenic_3p_start	human_intergenic_3p_end	human_intergenic_3p_len	chimp_useability	chimp_transcript	chimp_gene_and_exon	chimp_chr	chimp_strand	chimp_UCSC_start	chimp_UCSC_end	chimp_exon_start	chimp_exon_end	chimp_exon_len	chimp_intergenic_5p_start	chimp_intergenic_5p_end	chimp_intergenic_5p_len	chimp_intergenic_3p_start	chimp_intergenic_3p_end	chimp_intergenic_3p_len	vervet_useability	vervet_transcript	vervet_gene_and_exon	vervet_chr	vervet_strand	vervet_UCSC_start	vervet_UCSC_end	vervet_exon_start	vervet_exon_end	vervet_exon_len	vervet_intergenic_5p_start	vervet_intergenic_5p_end	vervet_intergenic_5p_len	vervet_intergenic_3p_start	vervet_intergenic_3p_end	vervet_intergenic_3p_len
11	MAN1A2	chr1	+	118065447	118068320	117522825	117525698	2874	117512898	117522824	9927	117525699	117561265	35567	N	ENSPTRT00000047368	ENSPTRG00000024134_ex1/13	chr1	-	120052792	120056512	120052792	120056512	3721	120056513	120060529	4017	120009820	120052791	42972	Y	ENSCSAT00000016828.1	ENSCSAG00000001702.1_ex1/13	chr20	-	16201780	16201913	16201780	16201913	134	16201914	16212373	10460	16151796	16201779	49984
12	TBX15	chr1	-	119425666	119428139	118883043	118885516	2474	118885517	118892272	6756	118798454	118883042	84589	Y	ENSPTRT00000002178	ENSPTRG00000001172_ex9/9	chr1	+	118683535	118684464	118683535	118684464	930	118680855	118683534	2680	118684465	118992862	308398	Y	ENSCSAT00000016817.1	ENSCSAG00000001712.1_ex8/8	chr20	+	14867933	14871196	14867933	14871196	3264	14861205	14867932	6728	14871197	15166953	295757
13	ASH1L	chr1	-	155447677	155452240	155477886	155482449	4564	155482450	155501774	19325	155468892	155477885	8994	Y	ENSPTRT00000002622	ENSPTRG00000001425_ex27/29	chr1	-	134646949	134651513	134646949	134651513	4565	134651514	134671238	19725	134637585	134646948	9364	Y	ENSCSAT00000000042.1	ENSCSAG00000002027.1_ex2/27	chr20	+	8364862	8369426	8364862	8369426	4565	8343942	8364861	20920	8369427	8378977	9551
14	MPZL1	chr1	+	167757057	167761156	167787820	167791919	4100	167781993	167787819	5827	167791920	167800653	8734	N	ENSPTRT00000064035	ENSPTRG00000024131_ex5/5	chr1	+	147149260	147152261	147149260	147152261	3002	147143420	147149259	5840	147152262	147226948	74687	Y	ENSCSAT00000009036.1	ENSCSAG00000010949.1_ex1/6	chr25	-	61245561	61249664	61245561	61249664	4104	61249665	61254430	4766	61177562	61245560	67999
15	DNM3	chr1	+	172376912	172381857	172407772	172412717	4946	172398291	172407771	9481	172412718	172416702	3985	Y	ENSPTRT00000049851	ENSPTRG00000001684_ex21/21	chr1	+	151890652	151890722	151890652	151890722	71	151881164	151890651	9488	151890723	151897279	6557	Y	ENSCSAT00000009746.1	ENSCSAG00000011661.1_ex1/21	chr25	-	56746214	56746284	56746214	56746284	71	56746285	56755809	9525	56684708	56746213	61506
16	TNFSF4	chr1	-	173152870	173156004	173183731	173186865	3135	173186866	173196088	9223	173163052	173183730	20679	Y	ENSPTRT00000003067	ENSPTRG00000001692_ex1/3	chr1	-	152670433	152673569	152670433	152673569	3137	152673570	152674396	827	152605222	152670432	65211	Y	ENSCSAT00000009804.1	ENSCSAG00000011720.1_ex3/3	chr25	+	55994189	55997374	55994189	55997374	3186	55993351	55994188	838	55997375	56051979	54605
17	KCNK2	chr1	+	215408171	215410436	215234828	215237093	2266	215214960	215234827	19868	215237094	215306795	69702	Y	ENSPTRT00000058198	ENSPTRG00000001978_ex7/7	chr1	+	195786129	195788368	195786129	195788368	2240	195765572	195786128	20557	195788369	195955031	166663	Y	ENSCSAT00000013654.1	ENSCSAG00000015559.1_ex1/7	chr25	-	14340122	14342550	14340122	14342550	2429	14342551	14362044	19494	14270072	14340121	70050
18	ESRRG	chr1	-	216676588	216680525	216503246	216507183	3938	216507184	216513167	5984	216463321	216503245	39925	Y	ENSPTRT00000043883	ENSPTRG00000023622_ex1/7	chr1	-	197078233	197082179	197078233	197082179	3947	197082180	197088178	5999	197036266	197078232	41967	Y	ENSCSAT00000013773.1	ENSCSAG00000015679.1_ex7/7	chr25	+	13086772	13090733	13086772	13090733	3962	13080744	13086771	6028	13090734	13132154	41421
19	GNG4	chr1	-	235710985	235715537	235547685	235552237	4553	235552238	235567988	15751	235526083	235547684	21602	Y	ENSPTRT00000003898	ENSPTRG00000002133_ex1/4	chr1	-	216369694	216370827	216369694	216370827	1134	216370828	216387205	16378	216346694	216369693	23000	Y	ENSCSAT00000008139.1	ENSCSAG00000010055.1_ex1/2	chr25	-	72728007	72728133	72728007	72728133	127	72728134	72741870	13737	72702682	72728006	25325
20	CNST	chr1	+	246829002	246831884	246665700	246668582	2883	246663017	246665699	2683	246668583	246696329	27747	Y	ENSPTRT00000004013	ENSPTRG00000002189_ex8/8	chr1	+	227760227	227761653	227760227	227761653	1427	227757204	227760226	3023	227761654	227792786	31133	Y	ENSCSAT00000007195.1	ENSCSAG00000009127.1_ex11/11	chr25	+	83703821	83706697	83703821	83706697	2877	83700884	83703820	2937	83706698	83735274	28577
21	RSAD2	chr2	+	7035909	7038363	6895778	6898232	2455	6893052	6895777	2726	6898233	6905254	7022	Y	ENSPTRT00000021671	ENSPTRG00000011629_ex6/6	chr2a	+	7058985	7061434	7058985	7061434	2450	7057950	7058984	1035	7061435	7071124	9690	Y	ENSCSAT00000005091.1	ENSCSAG00000007051.1_ex1/6	chr14	-	100778301	100780858	100778301	100780858	2558	100780859	100781882	1024	100760968	100778300	17333
22	ASXL2	chr2	-	25962253	25967345	25739384	25744476	5093	25744477	25747086	2610	25706516	25739383	32868	N	ENSPTRT00000021847	ENSPTRG00000011726_ex1/12	chr2a	-	26283896	26290686	26283896	26290686	6791	26290687	26292891	2205	26263697	26283895	20199	Y	ENSCSAT00000006683.1	ENSCSAG00000008663.1_ex15/15	chr14	+	81912231	81914679	81912231	81914679	2449	81909584	81912230	2647	81914680	81936351	21672
23	KIF3C	chr2	-	26203242	26205443	25980373	25982574	2202	25982575	25988626	6052	25968409	25980372	11964	Y	ENSPTRT00000021848	ENSPTRG00000011727_ex8/8	chr2a	-	26539037	26541239	26539037	26541239	2203	26541240	26649665	108426	26526512	26539036	12525	Y	ENSCSAT00000006749.1	ENSCSAG00000008688.1_ex1/8	chr14	+	81666792	81669089	81666792	81669089	2298	81569525	81666791	97267	81669090	81681228	12139
24	PPP1CB	chr2	+	29022065	29025806	28799199	28802940	3742	28796598	28799198	2601	28802941	28806887	3947	Y	ENSPTRT00000021944	ENSPTRG00000011788_ex9/9	chr2a	+	29432567	29436300	29432567	29436300	3734	29429964	29432566	2603	29436301	29440622	4322	Y	ENSCSAT00000008728.1	ENSCSAG00000010645.1_ex1/8	chr14	-	78804547	78804781	78804547	78804781	235	78804782	78807536	2755	78748188	78804546	56359
25	LBH	chr2	+	30480299	30482899	30257433	30260033	2601	30245970	30257432	11463	30260034	30303339	43306	Y	ENSPTRT00000058994	ENSPTRG00000030525_ex3/3	chr2a	+	30921815	30922430	30921815	30922430	616	30910343	30921814	11472	30922431	30956544	34114	Y	ENSCSAT00000009198.1	ENSCSAG00000011112.1_ex1/3	chr14	-	77280509	77280695	77280509	77280695	187	77280696	77292247	11552	77184998	77280508	95511
26	LCLAT1	chr2	+	30862983	30867091	30640117	30644225	4109	30604147	30640116	35970	30644226	30683498	39273	Y	ENSPTRT00000065094	ENSPTRG00000011801_ex6/6	chr2a	+	31309373	31313493	31309373	31313493	4121	31291447	31309372	17926	31313494	31620242	306749	Y	ENSCSAT00000009212.1	ENSCSAG00000011124.1_ex1/7	chr14	-	76872888	76876934	76872888	76876934	4047	76876935	76916610	39676	76645155	76872887	227733
27	SPAST	chr2	+	32379443	32382706	32154374	32157637	3264	32149691	32154373	4683	32157638	32161739	4102	Y	ENSPTRT00000021983	ENSPTRG00000011812_ex17/17	chr2a	+	32886232	32887643	32886232	32887643	1412	32882604	32886231	3628	32887644	32892672	5029	Y	ENSCSAT00000009593.1	ENSCSAG00000011510.1_ex1/17	chr14	-	75343326	75346698	75343326	75346698	3373	75346699	75347684	986	75341881	75343325	1445
28	PRKCE	chr2	+	46411874	46415129	46184735	46187990	3256	46172244	46184734	12491	46187991	46242696	54706	Y	ENSPTRT00000022122	ENSPTRG00000011890_ex16/16	chr2a	+	47260951	47261098	47260951	47261098	148	47247514	47260950	13437	47261099	47322615	61517	Y	ENSCSAT00000011451.1	ENSCSAG00000013435.1_ex1/13	chr14	-	61026016	61026163	61026016	61026163	148	61026164	61038400	12237	60969401	61026015	56615
29	APLF	chr2	+	68804952	68807294	68577820	68580162	2343	68561566	68577819	16254	68580163	68603611	23449	Y	ENSPTRT00000022336	ENSPTRG00000012004_ex13/13	chr2a	+	70061484	70061687	70061484	70061687	204	70056863	70061483	4621	70061688	70094973	33286	Y	ENSCSAT00000012982.1	ENSCSAG00000014912.1_ex1/10	chr14	-	38540083	38540286	38540083	38540286	204	38540287	38544820	4534	38464930	38540082	75153
30	ANTXR1	chr2	+	69472357	69476459	69245225	69249327	4103	69219320	69245224	25905	69249328	69284548	35221	Y	ENSPTRT00000022345	ENSPTRG00000012011_ex18/18	chr2a	+	70744093	70748039	70744093	70748039	3947	70718002	70744092	26091	70748040	70792327	44288	Y	ENSCSAT00000013063.1	ENSCSAG00000014972.1_ex1/18	chr14	-	37877435	37881400	37877435	37881400	3966	37881401	37907443	26043	37747778	37877434	129657
31	SFXN5	chr2	-	73169165	73172228	72942036	72945099	3064	72945100	72951039	5940	72938464	72942035	3572	Y	ENSPTRT00000022428	ENSPTRG00000012056_ex1/14	chr2a	-	74519757	74520290	74519757	74520290	534	74520291	74528462	8172	74460447	74519756	59310	Y	ENSCSAT00000013415.1	ENSCSAG00000015340.1_ex14/14	chr14	+	34221666	34221744	34221666	34221744	79	34213728	34221665	7938	34221745	34283321	61577
32	TET3	chr2	+	74273405	74275538	74046278	74048411	2134	74024722	74046277	21556	74048412	74060980	12569	Y	ENSPTRT00000022460	ENSPTRG00000012075_ex1/9	chr2a	+	75638723	75640818	75638723	75640818	2096	75593903	75638722	44820	75640819	75652267	11449	Y	ENSCSAT00000013611.1	ENSCSAG00000015514.1_ex9/12	chr14	-	33230870	33233004	33230870	33233004	2135	33233005	33254766	21762	33217898	33230869	12972
33	RNF103	chr2	-	86830516	86832541	86603393	86605418	2026	86605419	86608788	3370	86583445	86603392	19948	Y	ENSPTRT00000058811	ENSPTRG00000012157_ex1/4	chr2a	-	88552342	88554370	88552342	88554370	2029	88554371	88557949	3579	88531982	88552341	20360	Y	ENSCSAT00000014442.1	ENSCSAG00000016352.1_ex3/3	chr14	+	20555190	20557849	20555190	20557849	2660	20551684	20555189	3506	20557850	20576333	18484
34	SH3RF3	chr2	+	110259080	110262213	109501503	109504636	3134	NA	NA	NA	109504637	109523716	19080	Y	ENSPTRT00000022899	ENSPTRG00000012336_ex11/11	chr2a	+	110816898	110817067	110816898	110817067	170	110815293	110816897	1605	110817068	110875076	58009	Y	ENSCSAT00000015081.1	ENSCSAG00000016986.1_ex9/9	chr14	+	13027328	13030464	13027328	13030464	3137	13021555	13027327	5773	13030465	13085088	54624
35	CCDC93	chr2	-	118673054	118677972	117915478	117920396	4919	117920397	117925716	5320	117873928	117915477	41550	Y	ENSPTRT00000023012	ENSPTRG00000012394_ex1/24	chr2b	-	118527120	118531968	118527120	118531968	4849	118531969	118537288	5320	118132583	118527119	394537	Y	ENSCSAT00000014624.1	ENSCSAG00000016529.1_ex24/24	chr10	+	12380291	12380363	12380291	12380363	73	12377915	12380290	2376	12380364	12737969	357606
36	KCNJ3	chr2	+	155711239	155714864	154854727	154858352	3626	154782289	154854726	72438	154858353	154899346	40994	Y	ENSPTRT00000023256	ENSPTRG00000012547_ex3/3	chr2b	+	159427814	159429587	159427814	159429587	1774	159355098	159427813	72716	159429588	159674076	244489	Y	ENSCSAT00000014066.1	ENSCSAG00000015970.1_ex3/3	chr10	+	40255062	40255646	40255062	40255646	585	40181327	40255061	73735	40255647	40493982	238336
37	SDPR	chr2	-	192699031	192701443	191834305	191836717	2413	191836718	191841580	4863	191772387	191834304	61918	Y	ENSPTRT00000023639	ENSPTRG00000012755_ex1/2	chr2b	-	197137071	197139465	197137071	197139465	2395	197139466	197144327	4862	196793191	197137070	343880	Y	ENSCSAT00000010124.1	ENSCSAG00000012033.1_ex1/2	chr10	-	77371173	77373825	77371173	77373825	2653	77373826	77378778	4953	77094438	77371172	276735
38	SATB2	chr2	-	200134223	200137395	199269500	199272672	3173	199272673	199290716	18044	198822299	199269499	447201	Y	ENSPTRT00000023678	ENSPTRG00000012779_ex1/12	chr2b	-	204673186	204676366	204673186	204676366	3181	204676367	204694685	18319	204316641	204673185	356545	Y	ENSCSAT00000009468.1	ENSCSAG00000011380.1_ex1/11	chr10	-	84761425	84764672	84761425	84764672	3248	84764673	84782720	18048	84015542	84761424	745883
39	PARD3B	chr2	+	206480180	206484886	205615456	205620162	4707	205584430	205615455	31026	205620163	205651331	31169	Y	ENSPTRT00000023808	ENSPTRG00000012838_ex23/23	chr2b	+	211175266	211175624	211175266	211175624	359	211141513	211175265	33753	211175625	211211512	35888	Y	ENSCSAT00000008355.1	ENSCSAG00000010270.1_ex20/20	chr10	+	91389360	91389718	91389360	91389718	359	91356833	91389359	32527	91389719	91425045	35327
40	SH3BP4	chr2	+	235949532	235951891	235040888	235043247	2360	235038004	235040887	2884	235043248	235047904	4657	Y	ENSPTRT00000045320	ENSPTRG00000013066_ex4/6	chr2b	+	241278403	241280763	241278403	241280763	2361	241275498	241278402	2905	241280764	241285272	4509	Y	ENSCSAT00000004285.1	ENSCSAG00000006235.1_ex2/4	chr10	+	121060546	121062906	121060546	121062906	2361	121057730	121060545	2816	121062907	121067682	4776
41	RAD18	chr3	-	8918880	8923143	8877196	8881459	4264	8881460	8885924	4465	8823405	8877195	53791	Y	ENSPTRT00000027268	ENSPTRG00000014583_ex1/13	chr3	-	9145339	9146922	9145339	9146922	1584	9146923	9151353	4431	9087974	9145338	57365	Y	ENSCSAT00000008871.1	ENSCSAG00000010783.1_ex1/13	chr22	-	44875291	44879611	44875291	44879611	4321	44879612	44884135	4524	44819267	44875290	56024
42	FGD5	chr3	+	14860469	14863103	14818962	14821596	2635	14815188	14818961	3774	14821597	14842862	21266	Y	ENSPTRT00000027418	ENSPTRG00000014656_ex1/20	chr3	+	15174539	15177064	15174539	15177064	2526	15151879	15174538	22660	15177065	15198500	21436	Y	ENSCSAT00000007291.1	ENSCSAG00000009224.1_ex2/21	chr22	+	50754709	50757341	50754709	50757341	2633	50750541	50754708	4168	50757342	50777049	19708
43	NR1D2	chr3	+	24018714	24022109	23977223	23980618	3396	23972623	23977222	4600	23980619	24038518	57900	Y	ENSPTRT00000027488	ENSPTRG00000014696_ex8/8	chr3	+	24571774	24574298	24571774	24574298	2525	24567166	24571773	4608	24574299	25101569	527271	Y	ENSCSAT00000007844.1	ENSCSAG00000009757.1_ex8/8	chr15	+	68665061	68665258	68665061	68665258	198	68660478	68665060	4583	68665259	69181611	516353
44	POMGNT2	chr3	-	43120721	43123028	43079229	43081536	2308	43081537	43093686	12150	43068472	43079228	10757	Y	ENSPTRT00000027680	ENSPTRG00000014808_ex1/2	chr3	-	44034944	44037242	44034944	44037242	2299	44037243	44049379	12137	43937558	44034943	97386	Y	ENSCSAT00000014807.1	ENSCSAG00000016711.1_ex2/3	chr22	-	4522598	4524251	4522598	4524251	1654	4524252	4536224	11973	4522407	4522597	191
45	TCAIM	chr3	+	44448934	44450940	44407442	44409448	2007	44404388	44407441	3054	44409449	44415290	5842	Y	ENSPTRT00000027695	ENSPTRG00000014815_ex11/11	chr3	+	45381392	45383401	45381392	45383401	2010	45378132	45381391	3260	45383402	45459391	75990	Y	ENSCSAT00000014749.1	ENSCSAG00000016664.1_ex10/10	chr22	+	5833159	5833400	5833159	5833400	242	5830159	5833158	3000	5833401	5844779	11379
46	ZNF35	chr3	+	44700193	44702283	44658701	44660791	2091	44655701	44658700	3000	44660792	44686717	25926	Y	ENSPTRT00000027714	ENSPTRG00000014822_ex4/4	chr3	+	45643711	45645801	45643711	45645801	2091	45640700	45643710	3011	45645802	45676828	31027	Y	ENSCSAT00000014694.1	ENSCSAG00000016604.1_ex3/3	chr22	+	6135268	6136515	6135268	6136515	1248	6132364	6135267	2904	6136516	6164988	28473
47	ZPLD1	chr3	+	102196287	102198685	102477443	102479841	2399	102473973	102477442	3470	102479842	102860375	380534	Y	ENSPTRT00000065779	ENSPTRG00000015180_ex16/16	chr3	+	106476592	106476824	106476592	106476824	233	106476392	106476591	200	106476825	106829250	352426	Y	ENSCSAT00000004314.1	ENSCSAG00000006281.1_ex1/10	chr22	-	78406587	78406763	78406587	78406763	177	78406764	78406966	203	78050111	78406586	356476
48	CBLB	chr3	-	105374305	105378073	105655461	105659229	3769	105659230	105664731	5502	105616187	105655460	39274	Y	ENSPTRT00000028392	ENSPTRG00000015184_ex1/19	chr3	-	109724912	109725877	109724912	109725877	966	109725878	109731688	5811	108983088	109724911	741824	Y	ENSCSAT00000004336.1	ENSCSAG00000006301.1_ex19/19	chr22	+	75178288	75178548	75178288	75178548	261	75172978	75178287	5310	75178549	75606752	428204
49	WWTR1	chr3	-	149235022	149238776	149517235	149520989	3755	149520990	149523501	2512	149510315	149517234	6920	Y	ENSPTRT00000047540	ENSPTRG00000015519_ex1/7	chr3	-	154380871	154384629	154380871	154384629	3759	154384630	154387139	2510	154310159	154380870	70712	Y	ENSCSAT00000009594.1	ENSCSAG00000011508.1_ex6/6	chr15	+	41189518	41193268	41189518	41193268	3751	41186459	41189517	3059	41193269	41262086	68818
50	COMMD2	chr3	-	149456257	149459505	149738470	149741718	3249	149741719	149746198	4480	149720872	149738469	17598	Y	ENSPTRT00000028957	ENSPTRG00000015520_ex1/5	chr3	-	154605675	154606646	154605675	154606646	972	154606647	154611115	4469	154563656	154605674	42019	Y	ENSCSAT00000009600.1	ENSCSAG00000011515.1_ex5/5	chr15	+	40963491	40966890	40963491	40966890	3400	40958944	40963490	4547	40966891	41009752	42862
51	MME	chr3	+	154898149	154901518	155180360	155183729	3370	155176486	155180359	3874	155183730	155212603	28874	Y	ENSPTRT00000029012	ENSPTRG00000015550_ex22/22	chr3	+	160165016	160168391	160165016	160168391	3376	160160982	160165015	4034	160168392	160518426	350035	Y	ENSCSAT00000010072.1	ENSCSAG00000011987.1_ex1/20	chr15	-	35580713	35580813	35580713	35580813	101	35580814	35584938	4125	35232971	35580712	347742
52	FNDC3B	chr3	+	172114954	172118493	172397164	172400703	3540	172389129	172397163	8035	172400704	172412449	11746	Y	ENSPTRT00000029140	ENSPTRG00000015629_ex26/26	chr3	+	177626908	177630438	177626908	177630438	3531	177618726	177626907	8182	177630439	177781134	150696	Y	ENSCSAT00000010888.1	ENSCSAG00000012797.1_ex1/26	chr15	-	17059958	17063674	17059958	17063674	3717	17063675	17071548	7874	16896582	17059957	163376
53	C3orf70	chr3	-	184795838	184801351	185078050	185083563	5514	185083564	185118095	34532	185065332	185078049	12718	Y	ENSPTRT00000057970	ENSPTRG00000030030_ex1/2	chr3	-	190627840	190628424	190627840	190628424	585	190628425	190663925	35501	190440197	190627839	187643	Y	ENSCSAT00000012067.1	ENSCSAG00000013974.1_ex2/2	chr15	+	4337059	4337613	4337059	4337613	555	4302092	4337058	34967	4337614	4522044	184431
54	MB21D2	chr3	-	192514604	192517439	192796815	192799650	2836	192799651	192858640	58990	192762207	192796814	34608	Y	ENSPTRT00000029344	ENSPTRG00000015747_ex1/2	chr3	-	198450274	198453120	198450274	198453120	2847	198453121	198511985	58865	198419326	198450273	30948	Y	ENSCSAT00000007004.1	ENSCSAG00000008934.1_ex1/2	chr15	-	86891382	86894221	86891382	86894221	2840	86894222	86951508	57287	86864934	86891381	26448
55	FBXO45	chr3	+	196311004	196315930	196584133	196589059	4927	196580971	196584132	3162	196589060	196610281	21222	Y	ENSPTRT00000029429	ENSPTRG00000015783_ex3/3	chr3	+	202222570	202225725	202222570	202225725	3156	202219392	202222569	3178	202225726	202261035	35310	Y	ENSCSAT00000006679.1	ENSCSAG00000008621.1_ex1/3	chr15	-	90629329	90634444	90629329	90634444	5116	90634445	90637669	3225	90604252	90629328	25077
56	PPP2R2C	chr4	-	6322305	6325320	6320578	6323593	3016	6323594	6326427	2834	6311922	6320577	8656	Y	ENSPTRT00000029656	ENSPTRG00000015883_ex1/10	chr4	-	6491272	6494285	6491272	6494285	3014	6494286	6497585	3300	6430437	6491271	60835	Y	ENSCSAT00000014211.1	ENSCSAG00000016118.1_ex1/9	chr27	-	42449618	42452654	42449618	42452654	3037	42452655	42455476	2822	42346552	42449617	103066
57	GABRG1	chr4	-	46037786	46043271	46035769	46041254	5486	46041255	46046339	5085	46015569	46035768	20200	Y	ENSPTRT00000029879	ENSPTRG00000016024_ex9/9	chr4	+	86671247	86676721	86671247	86676721	5475	86666167	86671246	5080	86676722	87329909	653188	Y	ENSCSAT00000015225.1	ENSCSAG00000017132.1_ex9/9	chr27	+	4218855	4219122	4218855	4219122	268	4213729	4218854	5126	4219123	4891019	671897
58	SPATA18	chr4	+	52961046	52963471	52094880	52097305	2426	52089940	52094879	4940	52097306	52344132	246827	Y	ENSPTRT00000029926	ENSPTRG00000016054_ex1/13	chr4	-	78552590	78552598	78552590	78552598	9	78552599	78552752	154	78347885	78552589	204705	Y	ENSCSAT00000002990.1	ENSCSAG00000004960.1_ex1/13	chr7	-	16340606	16343009	16340606	16343009	2404	16343010	16343162	153	16054378	16340605	286228
59	GNRHR	chr4	-	68619532	68621804	67753814	67756086	2273	67756087	67788481	32395	67749301	67753813	4513	Y	ENSPTRT00000030001	ENSPTRG00000016100_ex1/3	chr4	+	62628280	62630553	62628280	62630553	2274	62595070	62628279	33210	62630554	62634979	4426	Y	ENSCSAT00000003249.1	ENSCSAG00000005216.1_ex1/2	chr7	+	1207627	1208351	1207627	1208351	725	1176650	1207626	30977	1208352	1212916	4565
