name	exon	chr	strand	start	end	4Ner/kb	4Ner
ENSCSAT00000009198.1	ENSCSAG00000011112.1_ex1/3	chr14	-	77184998	77292247	0.12358947300207931	18391.12327398574
ENSCSAT00000009212.1	ENSCSAG00000011124.1_ex1/7	chr14	-	76645155	76916610	0.20086158571402243	18331.222411191204
ENSCSAT00000009593.1	ENSCSAG00000011510.1_ex1/17	chr14	-	75341881	75347684	6.000000000000001e-05	18072.837540633984
ENSCSAT00000011451.1	ENSCSAG00000013435.1_ex1/13	chr14	-	60969401	61038400	1.5268741338280258	15378.987475812124
ENSCSAT00000012982.1	ENSCSAG00000014912.1_ex1/10	chr14	-	38464930	38544820	2.9999999999999994e-05	12418.978439717306
ENSCSAT00000013063.1	ENSCSAG00000014972.1_ex1/18	chr14	-	37747778	37907443	0.0938070424325932	12372.090151180693
ENSCSAT00000013415.1	ENSCSAG00000015340.1_ex14/14	chr14	+	34213728	34283321	0.00239006710445016	12119.715488481916
ENSCSAT00000013611.1	ENSCSAG00000015514.1_ex9/12	chr14	-	33217898	33254766	4.9999999999999996e-05	11968.315730397986
ENSCSAT00000014442.1	ENSCSAG00000016352.1_ex3/3	chr14	+	20551684	20576333	3.652724248448213e-05	6923.231839353118
ENSCSAT00000015081.1	ENSCSAG00000016986.1_ex9/9	chr14	+	13021555	13085088	0.22921781452158732	5174.9779217603445
ENSCSAT00000014624.1	ENSCSAG00000016529.1_ex24/24	chr10	+	12377915	12737969	0.0	0.0
ENSCSAT00000014066.1	ENSCSAG00000015970.1_ex3/3	chr10	+	40181327	40493982	0.23731597415681824	7173.3225124842
ENSCSAT00000010124.1	ENSCSAG00000012033.1_ex1/2	chr10	-	77094438	77378778	0.3861679561440529	15159.677467062817
ENSCSAT00000009468.1	ENSCSAG00000011380.1_ex1/11	chr10	-	84015542	84782720	0.18636451872968215	17834.650031508754
ENSCSAT00000008355.1	ENSCSAG00000010270.1_ex20/20	chr10	+	91356833	91425045	0.14949939775992507	20413.01864933847
ENSCSAT00000004285.1	ENSCSAG00000006235.1_ex2/4	chr10	+	121057730	121067682	0.00010034163987138263	26872.996666474177
ENSCSAT00000008871.1	ENSCSAG00000010783.1_ex1/13	chr22	-	44819267	44884135	0.3313435211506444	11160.410967476191
ENSCSAT00000007291.1	ENSCSAG00000009224.1_ex2/21	chr22	+	50750541	50777049	0.046507531311302246	12515.514779715673
ENSCSAT00000007844.1	ENSCSAG00000009757.1_ex8/8	chr15	+	68660478	69181611	0.27796112236223763	20047.637456462362
ENSCSAT00000014807.1	ENSCSAG00000016711.1_ex2/3	chr22	-	4522407	4536224	0.29209349424621844	1457.0558322266054
ENSCSAT00000014749.1	ENSCSAG00000016664.1_ex10/10	chr22	+	5830159	5844779	0.33493173050615593	2068.7173284175788
ENSCSAT00000014694.1	ENSCSAG00000016604.1_ex3/3	chr22	+	6132364	6164988	0.2432165310814124	2120.6151574713404
ENSCSAT00000004314.1	ENSCSAG00000006281.1_ex1/10	chr22	-	78050111	78406966	0.09694383427442523	19270.390284034427
ENSCSAT00000004336.1	ENSCSAG00000006301.1_ex19/19	chr22	+	75172978	75606752	0.35418378738697925	18361.439922366615
ENSCSAT00000009594.1	ENSCSAG00000011508.1_ex6/6	chr15	+	41186459	41262086	0.221050630991577	12085.330799746078
ENSCSAT00000009600.1	ENSCSAG00000011515.1_ex5/5	chr15	+	40958944	41009752	0.16482971185640077	12006.46862331401
ENSCSAT00000010072.1	ENSCSAG00000011987.1_ex1/20	chr15	-	35232971	35584938	0.2582485732753348	10167.528616787687
ENSCSAT00000010888.1	ENSCSAG00000012797.1_ex1/26	chr15	-	16896582	17071548	0.1783249483899729	4926.16191400049
ENSCSAT00000012067.1	ENSCSAG00000013974.1_ex2/2	chr15	+	4302092	4522044	0.1120508290445187	377.2446285827903
ENSCSAT00000007004.1	ENSCSAG00000008934.1_ex1/2	chr15	-	86864934	86951508	0.28204813431284187	27234.63740456446
ENSCSAT00000006679.1	ENSCSAG00000008621.1_ex1/3	chr15	-	90604252	90637669	0	0
ENSCSAT00000014211.1	ENSCSAG00000016118.1_ex1/9	chr27	-	42346552	42455476	0.02948	14173.622526
ENSCSAT00000015225.1	ENSCSAG00000017132.1_ex9/9	chr27	+	4213729	4891019	0.45422284508851485	437.2477884818284
ENSCSAT00000002990.1	ENSCSAG00000004960.1_ex1/13	chr7	-	16054378	16343162	0.0	5935.53798
ENSCSAT00000003249.1	ENSCSAG00000005216.1_ex1/2	chr7	+	1176650	1212916	0.255528466607842	203.96514251966028
ENSCSAT00000002911.1	ENSCSAG00000004879.1_ex2/2	chr7	+	18985516	19048627	0.4520046562405922	6307.679096237737
ENSCSAT00000002750.1	ENSCSAG00000004720.1_ex4/4	chr7	+	23573704	23804313	0.37412339579114445	7895.911478435829
ENSCSAT00000002745.1	ENSCSAG00000004717.1_ex1/9	chr7	-	23649016	23993615	0.23217965269777324	7931.869873415045
ENSCSAT00000002628.1	ENSCSAG00000004597.1_ex3/9	chr7	+	25234446	25244846	1.0592590567307694	8411.814202300771
ENSCSAT00000018117.1	ENSCSAG00000000418.1_ex1/1	chr7	-	25194781	25525117	0.45777486238254367	8445.87631123989
ENSCSAT00000002038.1	ENSCSAG00000004010.1_ex1/2	chr7	-	52440536	52541041	0.8177194686831517	16808.45599977584
ENSCSAT00000001830.1	ENSCSAG00000003803.1_ex49/49	chr7	+	61168841	61192741	0.0	19101.184726
ENSCSAT00000001821.1	ENSCSAG00000003792.1_ex1/2	chr7	-	61631883	61749970	0.0	19101.184726
ENSCSAT00000001661.1	ENSCSAG00000003634.1_ex1/17	chr7	+	72198150	72518381	0.21367679977890966	20704.94253074102
ENSCSAT00000001584.1	ENSCSAG00000003553.1_ex5/5	chr7	+	80212126	81052842	0.21438582548684648	22922.03627354061
ENSCSAT00000001304.1	ENSCSAG00000003278.1_ex8/8	chr7	-	100978880	101057876	0.16452788166489452	28469.25692973587
ENSCSAT00000001231.1	ENSCSAG00000003200.1_ex1/15	chr7	-	107079071	107894721	0.19425846407159908	30871.991477426316
ENSCSAT00000001141.1	ENSCSAG00000003111.1_ex1/3	chr7	-	116092591	116206351	0.0358090450949367	32560.60241843157
ENSCSAT00000001120.1	ENSCSAG00000003089.1_ex1/5	chr7	-	120680468	120747934	0.16350376085732063	33548.84070348755
ENSCSAT00000001038.1	ENSCSAG00000003012.1_ex1/8	chr7	-	129855343	130063849	0.6206795227955075	37118.83495425162
ENSCSAT00000015434.1	ENSCSAG00000017341.1_ex2/2	chr4	+	6157468	6245402	0.09051707701230467	2120.075653586337
ENSCSAT00000015253.1	ENSCSAG00000017158.1_ex1/24	chr4	-	32240381	32764591	0.1649527713320998	11900.152038654596
ENSCSAT00000014856.1	ENSCSAG00000016759.1_ex3/6	chr4	-	42225668	42230212	0.0003399999999999999	14570.381756290715
ENSCSAT00000014700.1	ENSCSAG00000016605.1_ex2/2	chr4	+	50796132	51040932	0.5026442452205876	16677.17096623384
ENSCSAT00000014085.1	ENSCSAG00000015992.1_ex7/7	chr4	+	60535837	60624838	0.10728238210806623	19564.724500097745
ENSCSAT00000014056.1	ENSCSAG00000015963.1_ex1/7	chr4	-	61174249	61349118	0.07487474858322517	19663.534917454195
ENSCSAT00000013323.1	ENSCSAG00000015226.1_ex1/9	chr4	-	73582267	73604178	8.999999999999999e-05	22914.95450561343
ENSCSAT00000013004.1	ENSCSAG00000014909.1_ex1/4	chr4	-	76776187	77163988	0.6727942091949229	23826.864787539704
ENSCSAT00000012923.1	ENSCSAG00000014835.1_ex1/11	chr4	-	77984328	78060623	0.42487728396356256	24548.10726141747
ENSCSAT00000013444.1	ENSCSAG00000015350.1_ex4/4	chr23	+	2358269	2419033	0.05323627690737937	723.265079034132
ENSCSAT00000013255.1	ENSCSAG00000015159.1_ex1/8	chr23	-	6245746	6533766	0.45652951649190954	1898.3203116386808
ENSCSAT00000010630.1	ENSCSAG00000012587.1_ex4/4	chr23	+	43625248	43659961	0.0218951876818483	11572.7911210902
ENSCSAT00000008430.1	ENSCSAG00000010344.1_ex1/9	chr23	-	63344246	63655893	0.17116403254323007	17717.63879324987
ENSCSAT00000006994.1	ENSCSAG00000008928.1_ex6/24	chr23	+	79215849	79232566	4.000000000000001e-05	24131.72194319064
ENSCSAT00000006524.1	ENSCSAG00000008473.1_ex1/21	chr23	-	80799519	80859931	0.00013	24302.973321251167
ENSCSAT00000005575.1	ENSCSAG00000007527.1_ex2/2	chr17	+	58722022	58803039	0.5574469227446095	17662.842878557847
ENSCSAT00000005644.1	ENSCSAG00000007599.1_ex1/4	chr17	-	54798259	54859096	0.14229339678156383	16092.98799025176
ENSCSAT00000005945.1	ENSCSAG00000007893.1_ex1/7	chr17	-	46216469	46276384	0.02135372077109239	12522.733357517232
ENSCSAT00000008561.1	ENSCSAG00000010478.1_ex1/8	chr17	-	34729979	34758627	0.37548667446244066	9867.323519378533
ENSCSAT00000010564.1	ENSCSAG00000012475.1_ex9/9	chr17	+	27319516	27551641	0.4523741637910618	8363.723773263722
ENSCSAT00000010732.1	ENSCSAG00000012642.1_ex1/18	chr17	-	24623255	24674362	0.2335592413955036	7484.154884613864
ENSCSAT00000011298.1	ENSCSAG00000013206.1_ex1/3	chr17	-	16438493	16594202	0.7804303362682943	4390.526513024932
ENSCSAT00000015543.1	ENSCSAG00000017449.1_ex4/4	chr13	+	2573307	3097289	0.8481769968624885	474.618801015918
ENSCSAT00000012805.1	ENSCSAG00000014711.1_ex8/8	chr13	+	68696647	68731268	0.4069463244851392	21546.61358030175
ENSCSAT00000012973.1	ENSCSAG00000014881.1_ex8/8	chr13	+	66685232	66731854	0.051702787954184704	21020.972136083874
ENSCSAT00000014173.1	ENSCSAG00000016078.1_ex13/13	chr13	+	55062179	55148110	0.14473984406093263	18164.96498426087
ENSCSAT00000014309.1	ENSCSAG00000016217.1_ex2/3	chr13	-	52398643	52404761	5.962698102321022	17245.9148624356
ENSCSAT00000014728.1	ENSCSAG00000016634.1_ex1/8	chr13	-	42126604	42300956	0.3816402368197675	14215.460908173218
ENSCSAT00000015198.1	ENSCSAG00000017106.1_ex1/74	chr13	-	27339242	28358938	0.26090647197792327	9293.20506829994
ENSCSAT00000015291.1	ENSCSAG00000017203.1_ex1/6	chr13	-	22479013	22624747	1.0000000000000006e-05	8292.182556949772
ENSCSAT00000015307.1	ENSCSAG00000017214.1_ex1/6	chr13	-	22151665	22242364	0.17062388989955782	8287.37878481257
ENSCSAT00000011548.1	ENSCSAG00000013457.1_ex1/12	chr13	-	81308594	81695972	0.0972329004228426	24434.23582842099
ENSCSAT00000015786.1	ENSCSAG00000017690.1_ex5/5	chr28	+	15858991	15874351	0.0	3013.445542
ENSCSAT00000011509.1	ENSCSAG00000013420.1_ex10/10	chr21	+	41945972	42207021	0.22254705017065735	8633.054415341026
ENSCSAT00000011709.1	ENSCSAG00000013609.1_ex1/5	chr21	-	36734203	36766528	2e-05	7304.571318367765
ENSCSAT00000012991.1	ENSCSAG00000014898.1_ex1/15	chr21	-	24184269	24262148	0.3580629720463798	4117.514772500367
ENSCSAT00000016385.1	ENSCSAG00000018288.1_ex5/5	chr28	+	1858949	1894941	0.11953320348966429	85.41319056879303
ENSCSAT00000016230.1	ENSCSAG00000018132.1_ex1/2	chr28	-	10369985	10480322	0.00367	1720.001888
ENSCSAT00000010624.1	ENSCSAG00000012537.1_ex44/51	chr21	-	56995043	57004234	2e-05	10855.24534191013
ENSCSAT00000015923.1	ENSCSAG00000017827.1_ex6/6	chr28	+	13187002	13201351	0.5555387162868491	2056.8239312791143
ENSCSAT00000009017.1	ENSCSAG00000010925.1_ex3/3	chr21	+	85201123	85214733	0.00010999999999999999	15987.620377167155
ENSCSAT00000008868.1	ENSCSAG00000010780.1_ex1/2	chr21	+	87995792	89113228	0.44855057115575236	16733.197189735558
ENSCSAT00000008334.1	ENSCSAG00000010249.1_ex2/2	chr21	-	93496890	93539164	0.23729495576477272	17802.97504336461
ENSCSAT00000007972.1	ENSCSAG00000009893.1_ex11/11	chr21	+	98361145	98476479	0.18406735368581686	18758.17761529338
ENSCSAT00000006970.1	ENSCSAG00000008898.1_ex1/4	chr21	-	104516566	104619449	5.006181779302705e-05	20076.402085207603
ENSCSAT00000005060.1	ENSCSAG00000007020.1_ex1/3	chr21	-	117660372	117678400	0.25298347903261587	24813.68229041469
ENSCSAT00000004554.1	ENSCSAG00000006516.1_ex2/2	chr21	+	123235852	123288465	0.2563491429874747	27008.42657940582
ENSCSAT00000015096.1	ENSCSAG00000017002.1_ex14/14	chr8	+	6414533	6456909	0.2572195218991882	2671.486619066925
ENSCSAT00000014842.1	ENSCSAG00000016743.1_ex14/14	chr8	-	15846085	15907673	0.18350362521919847	6386.347552573259
ENSCSAT00000014049.1	ENSCSAG00000015956.1_ex1/9	chr8	-	25959092	25980074	0.12688778715089125	12262.275460287767
ENSCSAT00000011913.1	ENSCSAG00000013824.1_ex2/2	chr8	+	66452405	67117555	0.23025646048259785	27994.868842659023
ENSCSAT00000010006.1	ENSCSAG00000011912.1_ex3/3	chr8	+	98073812	98118164	0.05027421446608949	35100.38572551722
ENSCSAT00000007997.1	ENSCSAG00000009917.1_ex1/12	chr8	-	126815665	127016561	0.37397805272379736	43529.070091493675
ENSCSAT00000006275.1	ENSCSAG00000008222.1_ex1/4	chr8	-	138900205	138935795	0	0
ENSCSAT00000007880.1	ENSCSAG00000009793.1_ex4/4	chr12	+	52711821	52741296	0.046507509414758286	15798.474440824632
ENSCSAT00000006408.1	ENSCSAG00000008358.1_ex1/2	chr12	-	81417780	81467106	6.35453918825771e-05	21261.03879639618
ENSCSAT00000006371.1	ENSCSAG00000008347.1_ex2/26	chr12	-	81610085	81611791	0.15223	21286.873861
ENSCSAT00000005525.1	ENSCSAG00000007484.1_ex12/12	chr12	+	95590872	96119166	0.1597389697403337	25236.166134478564
ENSCSAT00000005381.1	ENSCSAG00000007339.1_ex5/5	chr12	+	98957129	98987692	0.0708589209174492	25926.936139573372
ENSCSAT00000005323.1	ENSCSAG00000007280.1_ex14/14	chr12	+	101343770	101717429	0.21682239402770961	26321.088792838902
ENSCSAT00000005019.1	ENSCSAG00000006974.1_ex1/5	chr12	-	104886676	104913701	0	0
ENSCSAT00000004757.1	ENSCSAG00000006736.1_ex14/14	chr12	+	106630362	106673313	0	0
ENSCSAT00000009175.1	ENSCSAG00000011090.1_ex1/7	chr12	-	39542191	39578665	0.013082578000767668	14143.798293258731
ENSCSAT00000009851.1	ENSCSAG00000011760.1_ex1/7	chr12	-	29059937	29378905	0.07541242174763621	10635.451835722495
ENSCSAT00000012550.1	ENSCSAG00000014458.1_ex2/4	chr12	-	9243562	9259127	0.07285677995502732	6008.220574074397
ENSCSAT00000012924.1	ENSCSAG00000014833.1_ex2/2	chr12	+	6871396	7001737	0.1862487142188567	4580.641184522069
ENSCSAT00000011627.1	ENSCSAG00000013532.1_ex15/15	chr9	+	6349632	6410509	0.6513481125876766	3147.510336270019
ENSCSAT00000011582.1	ENSCSAG00000013499.1_ex1/20	chr9	-	6923891	7229993	0.6500394663870206	3531.449598631913
ENSCSAT00000011482.1	ENSCSAG00000013395.1_ex1/15	chr9	-	11220131	11529292	0.8740862414405423	6020.682209867455
ENSCSAT00000011313.1	ENSCSAG00000013223.1_ex1/3	chr9	-	12856211	12955473	0.3086126226551956	7064.854724839526
ENSCSAT00000010857.1	ENSCSAG00000012762.1_ex1/9	chr9	-	16501513	16592484	0.015387897791603915	8683.1496407678
ENSCSAT00000009836.1	ENSCSAG00000011743.1_ex1/5	chr9	-	27098903	27230627	0.08228844090674449	11704.65292294115
ENSCSAT00000009473.1	ENSCSAG00000011392.1_ex1/23	chr9	-	33014673	33402692	0.7518763783732243	13796.057292299585
ENSCSAT00000009049.1	ENSCSAG00000010963.1_ex8/8	chr9	+	38848111	38923144	1.2400622598056859	15799.44083932885
ENSCSAT00000005422.1	ENSCSAG00000007379.1_ex48/48	chr9	+	71244352	71318638	0.04659122445682905	25210.093773477587
ENSCSAT00000006338.1	ENSCSAG00000008285.1_ex4/4	chr9	+	60999887	61028461	0.22157003954644047	22803.602777369513
ENSCSAT00000007400.1	ENSCSAG00000009325.1_ex4/4	chr9	+	52069420	52744394	0.1995330901931032	20683.439917380685
ENSCSAT00000007697.1	ENSCSAG00000009619.1_ex1/12	chr9	-	47159904	47327372	0.6104491003654428	18215.74446414701
ENSCSAT00000004620.1	ENSCSAG00000006579.1_ex1/9	chr9	-	85257226	85346281	0.021365852450732695	26585.7215082043
ENSCSAT00000003351.1	ENSCSAG00000005318.1_ex2/10	chr9	-	96926009	96935362	0	0
ENSCSAT00000002821.1	ENSCSAG00000004789.1_ex1/5	chr9	-	110549768	110812576	0	0
ENSCSAT00000008039.1	ENSCSAG00000009953.1_ex6/6	chr1	+	1119244	1159426	0.44932340724702613	125.57423934846446
ENSCSAT00000002402.1	ENSCSAG00000004376.1_ex1/5	chr1	-	57824576	57866687	0.12008475172757709	20344.88874312592
ENSCSAT00000003468.1	ENSCSAG00000005433.1_ex1/17	chr1	-	30004770	30046545	0.05121198635547578	11275.538031093925
ENSCSAT00000003504.1	ENSCSAG00000005470.1_ex1/5	chr1	-	29390783	29494510	0.9447851633615167	11159.49848796648
ENSCSAT00000003511.1	ENSCSAG00000005478.1_ex1/8	chr1	-	28724701	28780497	0.13312410298229257	10936.169657834052
ENSCSAT00000007447.1	ENSCSAG00000009403.1_ex9/9	chr1	+	4095290	4424206	0.21077346185652268	951.2981289583829
ENSCSAT00000001934.1	ENSCSAG00000003902.1_ex15/15	chr1	+	67337258	67505459	0.34866682082746236	21041.354362414622
ENSCSAT00000001918.1	ENSCSAG00000003894.1_ex1/5	chr1	-	67491293	67567416	0.2235677638821381	21086.363125884818
ENSCSAT00000001496.1	ENSCSAG00000003469.1_ex1/11	chr1	-	84010740	84400978	0.37215595180377087	24972.889036544744
ENSCSAT00000001320.1	ENSCSAG00000003290.1_ex2/2	chr1	+	86357359	86443967	0.24343298182615944	25870.450590343655
ENSCSAT00000006085.1	ENSCSAG00000008069.1_ex16/16	chr11	+	20531442	20548373	0.1662977000767822	8565.144122173411
ENSCSAT00000005162.1	ENSCSAG00000007119.1_ex23/23	chr11	+	37310994	37514404	0.47609526473624747	13787.910381890248
ENSCSAT00000004790.1	ENSCSAG00000006749.1_ex17/17	chr11	+	42109943	42777906	0.48201858918832335	16056.568770614276
ENSCSAT00000003390.1	ENSCSAG00000005358.1_ex1/11	chr11	-	50903220	51049821	1.1259213870301024	18208.392934822165
ENSCSAT00000002572.1	ENSCSAG00000004540.1_ex1/4	chr11	-	56937067	57621156	0.6008134183856203	21094.350076522886
ENSCSAT00000002544.1	ENSCSAG00000004515.1_ex1/10	chr11	-	58514468	58548742	1.488933254945439	21721.1595948354
ENSCSAT00000002529.1	ENSCSAG00000004499.1_ex22/22	chr11	+	59844818	59875905	0.030115616495641265	22311.58624660707
ENSCSAT00000002221.1	ENSCSAG00000004199.1_ex1/9	chr11	-	65261005	65293094	0.1511937754370657	23522.930441960714
ENSCSAT00000002204.1	ENSCSAG00000004174.1_ex3/3	chr11	+	65992897	66244905	0.5558741614551919	23680.113186634208
ENSCSAT00000001811.1	ENSCSAG00000003781.1_ex1/10	chr11	-	83685376	83864746	0.49073901533143766	30955.613070828953
ENSCSAT00000001793.1	ENSCSAG00000003766.1_ex1/22	chr11	-	84953561	84992808	0.0505490801844727	31309.70871388074
ENSCSAT00000001026.1	ENSCSAG00000002999.1_ex3/3	chr11	+	99897950	100029068	0.24748528371390616	38915.280019286285
ENSCSAT00000016569.1	ENSCSAG00000001960.1_ex6/6	chr11	+	124081013	124168492	0.10250061614787549	45082.89238861079
ENSCSAT00000016581.1	ENSCSAG00000001950.1_ex11/11	chr11	+	124340134	124936197	0.02972466591618677	45099.48272503866
ENSCSAT00000015816.1	ENSCSAG00000017717.1_ex1/9	chr3	-	26831782	27237537	0.14545537568236994	8090.988469662617
ENSCSAT00000015792.1	ENSCSAG00000017698.1_ex2/2	chr3	+	29150615	29196600	0.24542852886810923	8584.98373174557
ENSCSAT00000015739.1	ENSCSAG00000017645.1_ex2/5	chr3	+	35428647	35443064	0.2947363764999652	11029.431084542417
ENSCSAT00000015739.1	ENSCSAG00000017645.1_ex5/5	chr3	+	35485879	35652591	0.5460585550530257	11126.718894555608
ENSCSAT00000015724.1	ENSCSAG00000017630.1_ex1/11	chr3	-	49838326	50612176	0.30360854864637815	14820.238690417891
ENSCSAT00000015616.1	ENSCSAG00000017521.1_ex2/2	chr3	+	76163771	76188408	0.02027930795145512	20482.54966829569
ENSCSAT00000015565.1	ENSCSAG00000017471.1_ex2/2	chr3	-	88059926	88218872	0.3940814649629433	23852.21009815635
ENSCSAT00000013549.1	ENSCSAG00000015453.1_ex13/13	chr24	+	14330986	14395843	0.1591200107929753	3845.494802380189
ENSCSAT00000013268.1	ENSCSAG00000015176.1_ex1/10	chr24	-	27308212	27326356	7.216710758377426e-05	8043.262049093641
ENSCSAT00000004471.1	ENSCSAG00000006440.1_ex6/6	chr26	+	55532181	55738007	0.3466963162088362	15586.4985762526
ENSCSAT00000005382.1	ENSCSAG00000007337.1_ex4/4	chr26	+	42904872	42938793	0.27162084107190243	13121.81531735462
ENSCSAT00000009651.1	ENSCSAG00000011567.1_ex19/20	chr26	+	29898821	29903033	0.6900679795821463	9421.64271727113
ENSCSAT00000009736.1	ENSCSAG00000011625.1_ex5/5	chr26	+	28216794	28229065	0.32399902697416677	8720.849095839216
ENSCSAT00000012130.1	ENSCSAG00000014038.1_ex2/2	chr26	+	9743221	9800860	0.31608962802963264	2605.916291247419
ENSCSAT00000012817.1	ENSCSAG00000014721.1_ex7/7	chr26	+	6247111	6286187	0.14269412862114855	2179.750524558399
ENSCSAT00000014943.1	ENSCSAG00000016847.1_ex1/3	chr29	-	19338135	19663347	0.0	2074.165077
ENSCSAT00000008435.1	ENSCSAG00000010349.1_ex7/7	chr5	+	2684689	2693996	0.021836758353927146	564.1233307401957
ENSCSAT00000007722.1	ENSCSAG00000009642.1_ex1/10	chr5	-	3591146	3650698	0.06851629668189146	600.3617473523138
ENSCSAT00000006728.1	ENSCSAG00000008664.1_ex4/4	chr5	+	8671475	8718690	0.512090129408027	2601.3721297112365
ENSCSAT00000006243.1	ENSCSAG00000008198.1_ex21/21	chr5	+	12008523	12190059	0.705495778908866	4744.821627513296
ENSCSAT00000006226.1	ENSCSAG00000008177.1_ex1/4	chr5	-	11933696	12133575	0.8146202364430479	4682.784665501768
ENSCSAT00000005396.1	ENSCSAG00000007352.1_ex2/2	chr5	+	19369031	19423131	0.34307884916820713	6837.655408208206
ENSCSAT00000004440.1	ENSCSAG00000006403.1_ex1/7	chr5	-	25460593	25502614	0.03107233311915473	8773.211459958233
ENSCSAT00000002176.1	ENSCSAG00000004146.1_ex1/5	chr5	-	57887940	57942250	0.0	14889.484552
ENSCSAT00000012157.1	ENSCSAG00000014068.1_ex1/3	chr16	-	1094680	1112089	0.04850960480211383	444.1677996978001
ENSCSAT00000011290.1	ENSCSAG00000013192.1_ex1/6	chr16	-	3740113	3751903	0.08949115351993218	2256.2756495999997
ENSCSAT00000008231.1	ENSCSAG00000010211.1_ex13/13	chr16	+	9226571	9635839	0.7089340970708665	6330.613859593835
ENSCSAT00000007100.1	ENSCSAG00000009036.1_ex1/2	chr16	-	12594605	12837662	0.49323487996642784	7940.1852743024765
ENSCSAT00000000650.1	ENSCSAG00000002635.1_ex19/19	chr16	+	67654501	67753482	0.17073655640981603	18611.774212095585
ENSCSAT00000003897.1	ENSCSAG00000005856.1_ex1/4	chr16	-	33961325	34050098	0.08842568472395884	13066.959379932561
ENSCSAT00000002030.1	ENSCSAG00000004001.1_ex16/16	chr16	+	56943202	56982561	0.10316647094692452	17322.218321945093
ENSCSAT00000002479.1	ENSCSAG00000004490.1_ex45/45	chr16	+	48296244	48328555	0.03101731020395531	15427.09037689824
ENSCSAT00000000417.1	ENSCSAG00000002402.1_ex4/4	chr16	+	70232081	70239893	0.11996894265232973	18882.329472566948
ENSCSAT00000000125.1	ENSCSAG00000002109.1_ex9/9	chr16	+	74495879	74557538	0.17439946074376816	19878.003436677787
ENSCSAT00000015712.1	ENSCSAG00000017618.1_ex1/11	chr18	-	60084714	60092749	0.0	18457.081557
ENSCSAT00000015648.1	ENSCSAG00000017553.1_ex7/7	chr18	+	68726034	68736826	0.0	18457.081557
ENSCSAT00000015793.1	ENSCSAG00000017699.1_ex10/10	chr18	+	56936490	56950240	0.19613633818181814	17871.9898423992
