name	exon	chr	strand	intergenic_5p_start	intergenic_5p_end	intergenic_3p_start	intergenic_3p_end	div_5p	5p_callability	div_3p	3p_callability
ENSPTRT00000058198	ENSPTRG00000001978_ex7/7	chr1	+	195765572	195786128	195788369	195955031	0.002659041	19932	0.003294499	159053
ENSPTRT00000043883	ENSPTRG00000023622_ex1/7	chr1	-	197082180	197088178	197036266	197078232	0.004198006	5717	0.004505617	32404
ENSPTRT00000003898	ENSPTRG00000002133_ex1/4	chr1	-	216370828	216387205	216346694	216369693	0.004953477	14939	0.005208333	16320
ENSPTRT00000004013	ENSPTRG00000002189_ex8/8	chr1	+	227757204	227760226	227761654	227792786	0.003469211	2306	0.005874468	25364
ENSPTRT00000021671	ENSPTRG00000011629_ex6/6	chr2a	+	7057950	7058984	7061435	7071124	0.005819593	1031	0.00476731	8810
ENSPTRT00000021847	ENSPTRG00000011726_ex1/12	chr2a	-	26290687	26292891	26263697	26283895	0.002411963	2073	0.003345203	18534
ENSPTRT00000021848	ENSPTRG00000011727_ex8/8	chr2a	-	26541240	26649665	26526512	26539036	0.002903011	97485	0.003729203	10458
ENSPTRT00000021944	ENSPTRG00000011788_ex9/9	chr2a	+	29429964	29432566	29436301	29440622	0.00117325	2557	0.001385042	3610
ENSPTRT00000058994	ENSPTRG00000030525_ex3/3	chr2a	+	30910343	30921814	30922431	30956544	0.00338952	10916	0.004532742	31107
ENSPTRT00000065094	ENSPTRG00000011801_ex6/6	chr2a	+	31291447	31309372	31313494	31620242	0.00458336	15709	0.004215337	262138
ENSPTRT00000021983	ENSPTRG00000011812_ex17/17	chr2a	+	32882604	32886231	32887644	32892672	0.004633652	3453	0.003311258	4832
ENSPTRT00000022122	ENSPTRG00000011890_ex16/16	chr2a	+	47247514	47260950	47261099	47322615	0.004452158	13252	0.003733021	44468
ENSPTRT00000022336	ENSPTRG00000012004_ex13/13	chr2a	+	70056863	70061483	70061688	70094973	0.001104972	4525	0.002669289	28472
ENSPTRT00000022345	ENSPTRG00000012011_ex18/18	chr2a	+	70718002	70744092	70748040	70792327	0.002814337	24162	0.004957684	39938
ENSPTRT00000022428	ENSPTRG00000012056_ex1/14	chr2a	-	74520291	74528462	74460447	74519756	0.003622251	7730	0.003504486	49936
ENSPTRT00000022460	ENSPTRG00000012075_ex1/9	chr2a	+	75593903	75638722	75640819	75652267	0.003596502	40595	0.003914259	10730
ENSPTRT00000058811	ENSPTRG00000012157_ex1/4	chr2a	-	88554371	88557949	88531982	88552341	0.003256151	2764	0.003022851	19518
ENSPTRT00000022899	ENSPTRG00000012336_ex11/11	chr2a	+	110815293	110816897	110817068	110875076	0.00665779	1502	0.004035285	53280
ENSPTRT00000023012	ENSPTRG00000012394_ex1/24	chr2b	-	118531969	118537288	118132583	118527119	0.00447205	4025	0.004563696	296032
ENSPTRT00000023256	ENSPTRG00000012547_ex3/3	chr2b	+	159355098	159427813	159429588	159674076	0.002949004	69515	0.002476715	209148
ENSPTRT00000023639	ENSPTRG00000012755_ex1/2	chr2b	-	197139466	197144327	196793191	197137070	0.002270851	4844	0.002887464	320004
ENSPTRT00000023678	ENSPTRG00000012779_ex1/12	chr2b	-	204676367	204694685	204316641	204673185	0.003177077	16682	0.003205177	328219
ENSPTRT00000023808	ENSPTRG00000012838_ex23/23	chr2b	+	211141513	211175265	211175625	211211512	0.002154509	29241	0.003207726	29616
ENSPTRT00000045320	ENSPTRG00000013066_ex4/6	chr2b	+	241275498	241278402	241280764	241285272	0.003398792	2648	0.005738881	4182
ENSPTRT00000027268	ENSPTRG00000014583_ex1/13	chr3	-	9146923	9151353	9087974	9145338	0.001833601	4363	0.00409099	50599
ENSPTRT00000027418	ENSPTRG00000014656_ex1/20	chr3	+	15151879	15174538	15177065	15198500	0.00388601	18528	0.003511304	20790
ENSPTRT00000027488	ENSPTRG00000014696_ex8/8	chr3	+	24567166	24571773	24574299	25101569	0.001560062	4487	0.003525914	484697
ENSPTRT00000027680	ENSPTRG00000014808_ex1/2	chr3	-	44037243	44049379	43937558	44034943	0.002950599	11862	0.003124497	87054
ENSPTRT00000027695	ENSPTRG00000014815_ex11/11	chr3	+	45378132	45381391	45383402	45459391	0.0	2729	0.002777818	68399
ENSPTRT00000027714	ENSPTRG00000014822_ex4/4	chr3	+	45640700	45643710	45645802	45676828	0.001375043	2909	0.002136462	29488
ENSPTRT00000065779	ENSPTRG00000015180_ex16/16	chr3	+	106476392	106476591	106476825	106829250	0.0	199	0.00374672	331223
ENSPTRT00000028392	ENSPTRG00000015184_ex1/19	chr3	-	109725878	109731688	108983088	109724911	0.00278655	5383	0.003527197	679860
ENSPTRT00000047540	ENSPTRG00000015519_ex1/7	chr3	-	154384630	154387139	154310159	154380870	0.006129955	2447	0.003685065	61600
ENSPTRT00000028957	ENSPTRG00000015520_ex1/5	chr3	-	154606647	154611115	154563656	154605674	0.00343879	4362	0.003277681	39052
ENSPTRT00000029012	ENSPTRG00000015550_ex22/22	chr3	+	160160982	160165015	160168392	160518426	0.004062976	3938	0.003118039	317828
ENSPTRT00000029140	ENSPTRG00000015629_ex26/26	chr3	+	177618726	177626907	177630439	177781134	0.003223727	7755	0.003313467	137922
ENSPTRT00000057970	ENSPTRG00000030030_ex1/2	chr3	-	190628425	190663925	190440197	190627839	0.003745903	32035	0.003920488	174213
ENSPTRT00000029344	ENSPTRG00000015747_ex1/2	chr3	-	198453121	198511985	198419326	198450273	0.003914753	56964	0.002188647	28328
ENSPTRT00000029429	ENSPTRG00000015783_ex3/3	chr3	+	202219392	202222569	202225726	202261035	0.002895753	3108	0.003605528	29954
ENSPTRT00000029656	ENSPTRG00000015883_ex1/10	chr4	-	6494286	6497585	6430437	6491271	0.003380917	2662	0.005563143	49792
ENSPTRT00000029879	ENSPTRG00000016024_ex9/9	chr4	+	86666167	86671246	86676722	87329909	0.006021595	4816	0.004254199	592591
ENSPTRT00000029926	ENSPTRG00000016054_ex1/13	chr4	-	78552599	78552752	78347885	78552589	0.0	153	0.003211766	180586
ENSPTRT00000030001	ENSPTRG00000016100_ex1/3	chr4	+	62595070	62628279	62630554	62634979	0.003311258	31710	0.005541445	4331
ENSPTRT00000030048	ENSPTRG00000016131_ex1/3	chr4	-	60119003	60122360	60100930	60117990	0.00149611	3342	0.004511278	16625
ENSPTRT00000060211	ENSPTRG00000031197_ex1/4	chr4	-	55449608	55455696	55213053	55445657	0.001328904	6020	0.00318666	206172
ENSPTRT00000030102	ENSPTRG00000016170_ex9/9	chr4	+	55008791	55012580	55016005	55359873	0.00271813	3679	0.00344112	304552
ENSPTRT00000030136	ENSPTRG00000016190_ex8/22	chr4	-	53722330	53722330	53718600	53721446	NA	0	0.004121394	2669
ENSPTRT00000030138	ENSPTRG00000016191_ex1/3	chr4	+	53488026	53563241	53563603	53563603	0.002533441	69076	NA	0
ENSPTRT00000030393	ENSPTRG00000016332_ex1/3	chr4	-	107821378	107830782	107428686	107817413	0.003743509	8281	0.003915416	348622
ENSPTRT00000050131	ENSPTRG00000016382_ex46/46	chr4	+	116903639	116907445	116909722	116912219	0.002674512	3739	0.000804829	2485
ENSPTRT00000030477	ENSPTRG00000016384_ex1/2	chr4	-	117444065	117481791	117370674	117442664	0.003170342	35012	0.002552268	65432
ENSPTRT00000067874	ENSPTRG00000024046_ex1/17	chr4	+	127790041	128767101	128772278	128792914	0.003923643	894067	0.002819596	19861
ENSPTRT00000030573	ENSPTRG00000016444_ex5/5	chr4	+	136752028	136765781	136767219	138838362	0.003988279	12286	0.003511218	1840102
ENSPTRT00000030731	ENSPTRG00000016532_ex9/9	chr4	-	158699126	158722321	158646901	158697072	0.0026978	21499	0.003326493	46295
ENSPTRT00000030780	ENSPTRG00000016559_ex1/14	chr4	-	165644822	165679991	165453479	165644117	0.005930603	33892	0.004475185	181445
ENSPTRT00000030832	ENSPTRG00000016591_ex1/3	chr4	-	174423633	174430114	174296667	174417917	0.002655835	6401	0.00398539	102123
ENSPTRT00000030854	ENSPTRG00000016607_ex2/11	chr4	-	179139331	179146052	179138639	179138659	0.005059022	6523	NA	0
ENSPTRT00000030892	ENSPTRG00000016636_ex1/8	chr4	-	188747240	188751680	188536290	188744564	0.0	3388	0.003572325	191192
ENSPTRT00000065618	ENSPTRG00000033811_ex2/2	chr5	+	6614030	6635608	6636984	6707095	0.003940069	19289	0.004718622	66121
ENSPTRT00000031146	ENSPTRG00000016776_ex25/25	chr5	+	82210814	82214545	82214726	82342944	0.005722071	3670	0.002798013	120800
ENSPTRT00000031260	ENSPTRG00000016848_ex3/3	chr5	+	72071408	72074956	72076861	72093976	0.002890173	3460	0.0052181	12265
ENSPTRT00000031287	ENSPTRG00000016868_ex1/2	chr5	-	61392313	61404512	61149087	61388914	0.002529511	10674	0.003646018	226000
ENSPTRT00000031364	ENSPTRG00000016919_ex1/7	chr5	-	51325108	51344985	51249329	51324906	0.00262743	15224	0.003059777	67652
ENSPTRT00000055696	ENSPTRG00000016927_ex25/25	chr5	+	50512822	50519659	50522863	50716620	0.002518519	6750	0.003068568	184125
ENSPTRT00000031562	ENSPTRG00000017026_ex9/9	chr5	+	36404111	36414706	36416938	36527340	0.001166256	7717	0.002168869	85759
ENSPTRT00000046825	ENSPTRG00000017053_ex4/4	chr5	+	32598463	32602579	32602652	32995496	0.000745156	4026	0.00334102	365158
ENSPTRT00000031610	ENSPTRG00000017057_ex11/11	chr5	+	31686336	31696455	31697725	31834386	0.00261912	9927	0.003671247	130201
ENSPTRT00000031692	ENSPTRG00000017102_ex5/5	chr5	+	99754980	99761472	99764876	99811300	0.003436963	6401	0.002996422	44720
ENSPTRT00000065106	ENSPTRG00000030296_ex1/8	chr5	-	104164540	104169516	103862190	104162368	0.001365654	2929	0.002535458	276873
ENSPTRT00000055454	ENSPTRG00000017328_ex4/4	chr5	+	142764073	142777845	142780563	142801051	0.003768414	11676	0.002503129	18377
ENSPTRT00000032348	ENSPTRG00000017494_ex1/11	chr5	-	163399730	163415536	163364546	163393765	0.003318584	15368	0.004346617	28758
ENSPTRT00000042784	ENSPTRG00000017575_ex5/23	chr5	+	179584334	179586988	179589553	179601637	0.003203845	2497	0.002171946	11050
ENSPTRT00000032567	ENSPTRG00000017614_ex1/22	chr5	-	181560623	181564332	181502445	181560146	0.003289474	3648	0.003747232	52839
ENSPTRT00000032773	ENSPTRG00000017734_ex1/2	chr6	-	13587915	13608754	13574261	13585837	0.003154574	19971	0.002576404	11256
ENSPTRT00000025457	ENSPTRG00000017749_ex4/4	chr6	+	17626511	17630031	17632155	17695429	0.003150057	3492	0.003299323	52435
ENSPTRT00000032882	ENSPTRG00000017795_ex7/7	chr6	+	26470324	26475258	26477221	26495458	0.004173623	4792	0.002495792	17229
ENSPTRT00000033498	ENSPTRG00000018121_ex7/7	chr6	+	38215198	38220062	38224059	38244765	0.003971572	4784	0.003354556	14607
ENSPTRT00000033704	ENSPTRG00000023379_ex1/10	chr6	-	45911785	45958509	45647490	45911741	0.002504271	42727	0.002627324	232556
ENSPTRT00000033733	ENSPTRG00000018244_ex18/18	chr6	+	48716797	48723613	48723705	48741546	0.00394657	6588	0.002018283	8423
ENSPTRT00000033819	ENSPTRG00000018296_ex4/4	chr6	+	56173391	56179428	56181807	56302580	0.003521127	5964	0.003624212	106230
ENSPTRT00000065002	ENSPTRG00000033954_ex5/7	chr6	+	78845684	78889321	78889335	78889335	0.001973224	40036	0.0	1
ENSPTRT00000034105	ENSPTRG00000018454_ex1/8	chr6	-	106855052	106862282	106826291	106854455	0.003910068	7161	0.002324728	24519
ENSPTRT00000034125	ENSPTRG00000018466_ex1/8	chr6	-	108983885	109003637	108961542	108981662	0.002526805	14643	0.00237023	16876
ENSPTRT00000034267	ENSPTRG00000018553_ex1/5	chr6	-	120827902	120832831	120773460	120826429	0.00383693	4170	0.003087846	47606
ENSPTRT00000034280	ENSPTRG00000018560_ex2/2	chr6	+	123499810	123505312	123508214	123899335	0.003870254	5426	0.003077722	350584
ENSPTRT00000034346	ENSPTRG00000018599_ex7/7	chr6	+	133555959	133570157	133572173	133716304	0.002216661	13985	0.002467917	121560
ENSPTRT00000034488	ENSPTRG00000018680_ex74/74	chr6	+	147387175	147391649	147393673	147650013	0.003224321	2171	0.003449109	231654
ENSPTRT00000034506	ENSPTRG00000018689_ex9/9	chr6	+	151704519	151731241	151731527	151856281	0.003635653	25580	0.003349339	119128
ENSPTRT00000034507	ENSPTRG00000018690_ex7/7	chr6	+	152068099	152073583	152075635	152129792	0.003743215	5343	0.005450316	45135
ENSPTRT00000056737	ENSPTRG00000018724_ex1/12	chr6	-	156997281	157001238	156479137	156996915	0.003850103	3896	0.004119556	460972
ENSPTRT00000046568	ENSPTRG00000028664_ex5/5	chr7	+	6667422	6671278	6673589	6682300	0.005688282	3516	0.004185162	7885
ENSPTRT00000064559	ENSPTRG00000034402_ex1/10	chr7	-	16228228	16293917	16021592	16227959	0.00425022	62585	0.003185045	182729
ENSPTRT00000035061	ENSPTRG00000018970_ex6/6	chr7	+	21783359	21797972	21801495	21816031	0.002046433	14171	0.003723328	13966
ENSPTRT00000035249	ENSPTRG00000019072_ex16/16	chr7	+	34550550	34555874	34558652	34635491	0.004852406	4946	0.002496508	57280
ENSPTRT00000066596	ENSPTRG00000019246_ex6/6	chr7	+	65767521	65771151	65771846	65771872	0.001348163	2967	0.0	27
ENSPTRT00000035749	ENSPTRG00000019320_ex1/2	chr7	-	75723638	75738641	75574905	75720183	0.003479866	14081	0.004431088	117127
ENSPTRT00000035882	ENSPTRG00000019389_ex8/50	chr7	+	91622563	91625080	91627470	91632059	0.003249391	2462	0.001055131	3791
ENSPTRT00000049139	ENSPTRG00000019463_ex1/7	chr7	-	99739127	99744447	99731620	99738541	0.002335994	5137	0.002371073	6748
ENSPTRT00000036325	ENSPTRG00000019612_ex2/2	chr7	+	116702613	116705510	116705663	116715251	0.00478053	2301	0.003081664	9086
ENSPTRT00000036343	ENSPTRG00000019623_ex1/6	chr7	+	119649924	120581775	120582892	120783245	0.003186984	828997	0.003353047	189380
ENSPTRT00000036389	ENSPTRG00000019646_ex2/2	chr7	-	125129584	125158885	125119601	125127908	0.003599323	27783	0.004304161	6970
ENSPTRT00000036463	ENSPTRG00000019683_ex12/12	chr7	+	130169157	130174447	130176508	130277375	0.002376238	5050	0.003517267	83019
ENSPTRT00000050296	ENSPTRG00000019732_ex2/5	chr7	-	136489671	136499940	136487516	136488326	0.002823632	9208	0.003764115	797
ENSPTRT00000055141	ENSPTRG00000028363_ex6/8	chr7	-	149749194	149752863	149748404	149748403	0.001881114	2658	NA	0
ENSPTRT00000036878	ENSPTRG00000019904_ex2/3	chr7	+	155825936	155832168	155832419	155832704	0.002778686	6118	0.0	1
ENSPTRT00000036980	ENSPTRG00000019946_ex14/14	chr8	+	6682116	6692770	6693400	6727401	0.00497901	10243	0.00492299	28438
ENSPTRT00000037097	ENSPTRG00000020023_ex15/16	chr8	-	13952664	13952952	13946040	13951026	0.0	2	0.003099814	4839
ENSPTRT00000037255	ENSPTRG00000020113_ex1/9	chr8	-	24354142	24357895	24335972	24352319	0.004177109	3591	0.003796507	15804
ENSPTRT00000059886	ENSPTRG00000030985_ex3/3	chr8	+	69058932	69072173	69072986	69909919	0.003179145	12582	0.003036764	750470
ENSPTRT00000059839	ENSPTRG00000020488_ex5/5	chr8	+	102251284	102258513	102258626	102294621	0.003537569	7067	0.002920991	35262
ENSPTRT00000038084	ENSPTRG00000020595_ex1/12	chr8	-	132230557	132233555	132186067	132230275	0.001685204	2967	0.004280714	39713
ENSPTRT00000038288	ENSPTRG00000024143_ex1/5	chr8	-	144725504	144741101	144666183	144723033	0.004556155	13169	0.004045919	41029
ENSPTRT00000038553	ENSPTRG00000020837_ex1/4	chr9	-	27936634	27951275	27919050	27935147	0.006451613	12865	0.003537174	14701
ENSPTRT00000038854	ENSPTRG00000021013_ex1/2	chr9	-	69151198	69163492	69110059	69147778	0.004706465	12111	0.002189973	34247
ENSPTRT00000038857	ENSPTRG00000021014_ex1/26	chr9	-	69304438	69310501	69239834	69302082	0.002861471	5941	0.003875832	56762
ENSPTRT00000050236	ENSPTRG00000021064_ex15/15	chr9	+	83789126	83820257	83820297	83844332	0.002329702	30476	0.00185715	19923
ENSPTRT00000039009	ENSPTRG00000021088_ex6/6	chr9	+	87602049	87605287	87608921	87637588	0.001593372	3138	0.003034842	25372
ENSPTRT00000039024	ENSPTRG00000021098_ex13/13	chr9	+	90048279	90051728	90052340	90787811	0.003540868	3389	0.003281681	657285
ENSPTRT00000056475	ENSPTRG00000021118_ex1/5	chr9	-	92060045	92063658	92015124	92057561	0.002901073	3447	0.002657915	36871
ENSPTRT00000044963	ENSPTRG00000021155_ex1/14	chr9	-	95697716	95700748	95692445	95695007	0.002710027	2952	0.001635992	2445
ENSPTRT00000039179	ENSPTRG00000021186_ex8/8	chr9	+	99090527	99097733	99101019	99123117	0.002870524	6619	0.002197167	17295
ENSPTRT00000039271	ENSPTRG00000021242_ex14/14	chr9	+	109605738	109608868	109610249	109859660	0.001299123	3079	0.004729241	215468
ENSPTRT00000039684	ENSPTRG00000021443_ex3/4	chr9	+	128741048	128752187	128754354	128757710	0.003612644	9965	0.003664122	3275
ENSPTRT00000039793	ENSPTRG00000021484_ex1/2	chr9	-	131267708	131269061	131144051	131264425	0.007772021	1158	0.003555257	113072
ENSPTRT00000057922	ENSPTRG00000002267_ex15/15	chr10	+	6387631	6388443	6391073	6412365	0.00541272	739	0.004700705	19997
ENSPTRT00000004162	ENSPTRG00000002271_ex1/21	chr10	-	7329917	7333549	7003426	7329774	0.006401336	3593	0.004470336	281858
ENSPTRT00000004188	ENSPTRG00000002286_ex1/15	chr10	-	11732575	11742755	11658055	11729330	0.00240096	9163	0.005048419	65367
ENSPTRT00000004209	ENSPTRG00000002297_ex1/3	chr10	-	13221876	13234871	13133594	13219887	0.003238035	12662	0.003509033	80649
ENSPTRT00000004265	ENSPTRG00000002325_ex1/8	chr10	-	17228438	17280392	17192212	17227807	0.004494431	46057	0.003748666	34679
ENSPTRT00000004378	ENSPTRG00000002385_ex1/7	chr10	-	28318713	28318765	28180157	28316174	0.0	53	0.002753287	129300
ENSPTRT00000050381	ENSPTRG00000002415_ex1/27	chr10	-	34862461	34866475	34467703	34860457	0.004833376	3931	0.003760157	352113
ENSPTRT00000004541	ENSPTRG00000002443_ex7/7	chr10	+	43344648	43348979	43351038	43434898	0.001241619	4027	0.00285167	69433
ENSPTRT00000004718	ENSPTRG00000002526_ex1/21	chr10	-	58880995	58887446	58817200	58879568	0.001800327	6110	0.00307092	55358
ENSPTRT00000042292	ENSPTRG00000002588_ex1/5	chr10	-	69386310	69399934	69367579	69383771	0.002027325	11345	0.003335295	15291
ENSPTRT00000005032	ENSPTRG00000002670_ex1/4	chr10	-	78696462	78700910	78003203	78692311	0.003688222	4067	0.003655909	615442
ENSPTRT00000043599	ENSPTRG00000002697_ex11/11	chr10	+	84619505	84626256	84631340	84653245	0.001806413	6643	0.001533363	20217
ENSPTRT00000005200	ENSPTRG00000002753_ex1/10	chr10	-	92363256	92377671	92289709	92363026	0.002820772	13826	0.002139687	69169
ENSPTRT00000005552	ENSPTRG00000002919_ex1/10	chr10	-	104335197	104338310	104320509	104334897	0.003255208	3072	0.004596704	11530
ENSPTRT00000043954	ENSPTRG00000002982_ex2/7	chr10	-	118744887	118747801	118742768	118742917	0.003516174	2844	0.0	23
ENSPTRT00000006038	ENSPTRG00000003151_ex2/6	chr11	-	1317109	1321461	1316791	1316892	0.004055767	3945	0.0	92
ENSPTRT00000006277	ENSPTRG00000003309_ex7/8	chr11	+	6774704	6780732	6783093	6796134	0.002069322	1933	0.001352857	12566
ENSPTRT00000006594	ENSPTRG00000003501_ex18/18	chr11	+	35505946	35509877	35513148	35730754	0.005254861	3806	0.003440097	207843
ENSPTRT00000006601	ENSPTRG00000003504_ex5/5	chr11	+	36058650	36094813	36096666	36167709	0.001512299	32401	0.003362677	63045
ENSPTRT00000055621	ENSPTRG00000003509_ex10/10	chr11	+	36753794	36757237	36760086	36808203	0.000889944	3371	0.003380926	41113
ENSPTRT00000007471	ENSPTRG00000004007_ex1/29	chr11	-	68767782	68773915	68431210	68762205	0.004501859	5109	0.003150457	285038
ENSPTRT00000007612	ENSPTRG00000004088_ex17/17	chr11	+	74508138	74520468	74521173	74643666	0.002147873	12105	0.003635911	104513
ENSPTRT00000007616	ENSPTRG00000004091_ex1/4	chr11	-	74737053	74738462	74662138	74735120	0.001433692	1395	0.003859904	63214
ENSPTRT00000007782	ENSPTRG00000004171_ex1/11	chr11	-	91677056	91679683	91466930	91675892	0.003127443	2558	0.004297876	193584
ENSPTRT00000007819	ENSPTRG00000004191_ex2/2	chr11	+	93641493	93661076	93665356	93996976	0.002851916	18584	0.003215026	307307
ENSPTRT00000045962	ENSPTRG00000004748_ex16/16	chr12	+	21220005	21230363	21231277	21238510	0.002922333	8897	0.003865979	6984
ENSPTRT00000046590	ENSPTRG00000004834_ex1/23	chr12	-	48797469	48817506	48735588	48797133	0.003679328	19297	0.003956991	48269
ENSPTRT00000008986	ENSPTRG00000004853_ex1/22	chr12	-	43881521	43887161	43282883	43878415	0.002637528	5308	0.002833567	525839
ENSPTRT00000009288	ENSPTRG00000005048_ex4/4	chr12	+	34558928	34558928	34559113	34711955	0.0	1	0.003097705	125254
ENSPTRT00000067935	ENSPTRG00000005162_ex7/7	chr12	+	27803546	27809308	27811445	28719195	0.002600217	4615	0.004282352	762665
ENSPTRT00000009500	ENSPTRG00000005165_ex10/10	chr12	+	26852827	26862081	26866733	26916969	0.003293085	9110	0.002664861	45781
ENSPTRT00000046438	ENSPTRG00000005170_ex2/23	chr12	-	25335043	25342079	25333414	25333689	0.002822201	5315	0.0	14
ENSPTRT00000009570	ENSPTRG00000005208_ex1/10	chr12	-	69990880	69998655	69983762	69988674	0.002339789	7693	0.004754031	4838
ENSPTRT00000009596	ENSPTRG00000005218_ex3/3	chr12	+	70740718	70756807	70757343	71006098	0.00106671	12187	0.002535541	228748
ENSPTRT00000009709	ENSPTRG00000005281_ex1/10	chr12	-	89349619	89353612	89167228	89345217	0.002530364	3952	0.003696528	162585
ENSPTRT00000067114	ENSPTRG00000005286_ex1/22	chr12	-	90437114	90440871	90412269	90433869	0.001486768	3363	0.002745302	21127
ENSPTRT00000009881	ENSPTRG00000005379_ex4/4	chr12	+	105820135	105900077	105901236	105948244	0.003292283	72594	0.002299549	46096
ENSPTRT00000010347	ENSPTRG00000005627_ex6/6	chr12	+	130682777	130686580	130689404	130767668	0.003265306	3675	0.004803316	71409
ENSPTRT00000010349	ENSPTRG00000005629_ex8/8	chr12	+	130971120	130983337	130985373	131587418	0.005703255	11397	0.004232132	522668
ENSPTRT00000010791	ENSPTRG00000005872_ex1/9	chr13	-	49201703	49212034	48801345	49199373	0.003280644	10059	0.002461452	368888
ENSPTRT00000010816	ENSPTRG00000005888_ex4/4	chr13	+	51183705	51198316	51199125	51229243	0.002955457	14211	0.004131378	29046
ENSPTRT00000060167	ENSPTRG00000005914_ex1/4	chr13	+	57293965	57541134	57544593	57560250	0.003240535	220334	0.003469813	14410
ENSPTRT00000060167	ENSPTRG00000005914_ex4/4	chr13	+	57606475	57636674	57640993	57772628	0.002040266	25977	0.003283443	122737
ENSPTRT00000010876	ENSPTRG00000005924_ex1/12	chr13	-	71619877	71631838	70936023	71617157	0.002629734	11408	0.00408322	591445
ENSPTRT00000010989	ENSPTRG00000005983_ex2/2	chr13	+	98215423	98230433	98234215	98440234	0.001653348	14516	0.002475657	187425
ENSPTRT00000011069	ENSPTRG00000006030_ex2/5	chr13	-	110828708	110828708	110815804	110828290	NA	0	0.003829185	12013
ENSPTRT00000011516	ENSPTRG00000006284_ex14/14	chr14	+	36673802	36685330	36689686	36774772	0.001758934	10802	0.003024681	74388
ENSPTRT00000011584	ENSPTRG00000006329_ex1/10	chr14	-	49445562	49454612	49440956	49445364	0.00348594	8606	0.003069054	3910
ENSPTRT00000044314	ENSPTRG00000006831_ex1/10	chr15	-	24026887	24033773	23742857	24022274	0.003118333	6093	0.003989351	257686
ENSPTRT00000048729	ENSPTRG00000006912_ex1/4	chr15	-	37057463	37063707	37028914	37053470	0.002408395	5813	0.002280202	22805
ENSPTRT00000049347	ENSPTRG00000007092_ex1/20	chr15	-	50864561	50868099	50492039	50860559	0.0	499	0.003862991	326431
ENSPTRT00000013091	ENSPTRG00000007095_ex1/6	chr15	-	52619337	52628565	52613760	52617336	0.002620414	8014	0.001570845	3183
ENSPTRT00000058382	ENSPTRG00000030242_ex1/2	chr15	-	71539608	71544956	71483695	71538794	0.004051708	5183	0.003629218	49873
ENSPTRT00000013505	ENSPTRG00000007322_ex1/7	chr15	-	74912991	74916083	74839228	74912051	0.002541296	2361	0.003438501	59619
ENSPTRT00000013844	ENSPTRG00000007511_ex1/9	chr15	-	99224706	99253386	98929264	99222973	0.00590819	25727	0.00557842	245410
ENSPTRT00000064224	ENSPTRG00000007671_ex10/10	chr16	+	3059179	3063261	3065781	3073038	0.002317796	3883	0.005623393	6224
ENSPTRT00000014217	ENSPTRG00000007711_ex1/9	chr16	-	4084516	4088372	4040363	4083322	0.005560433	3417	0.004276622	39751
ENSPTRT00000014286	ENSPTRG00000007751_ex6/6	chr16	+	9393051	9399756	9400003	10060833	0.004618938	6495	0.004212498	590386
