#	gene	chrom	strand	hg19_exon_start	hg19_exon_end	hg18_exon_start	hg18_exon_end	hg18_rec_region_start	hg18_rec_region_end	avg_rec_rate	divergence
134	EDIL3	chr5	-	83236414	83239387	83940595	83943568	83940473	83944624	1.105849191	0.00134499
135	KIAA0825	chr5	-	93486556	93489829	94150851	94154124	94142387	94154596	0.633912747	0.001527184
136	RGMB	chr5	+	98128789	98132198	98793085	98796494	98689133	98804345	1.821213083	0.002052786
137	GIN1	chr5	-	102421704	102423876	103086000	103088172	103083706	103092185	1.953056196	0.000460193
138	TSSK1B	chr5	-	112768251	112770728	113432554	113435031	113424777	113435366	1.122550769	0.00322841
139	CHSY3	chr5	+	129519922	129522327	130184229	130186634	130182517	130189692	0.984040817	0.000831601
140	PURA	chr5	+	139493708	139499001	140114123	140119416	140114015	140119518	2.920889675	0
141	PCDHA1	chr5	+	140389212	140391929	141009627	141012344	141006939	141014693	0.689264143	0.000735835
142	PCDHB4	chr5	+	140501332	140505205	141121750	141125623	141117630	141126627	2.497281544	0.000774393
143	ADRB2	chr5	+	148206156	148208197	148826593	148828634	148826270	148828742	2.1288302	0.000489716
144	KIF4B	chr5	+	154393315	154397692	155013755	155018132	155013988	155018116	0.614722467	0.001370489
145	GABRB2	chr5	-	160715436	160721435	161288429	161294428	161287717	161295057	1.268953218	0.001166667
146	STK10	chr5	-	171469074	171472026	172042070	172045022	172042186	172044527	5.896182006	0.001693193
147	NSD1	chr5	+	176636637	176639196	177209636	177212195	177207066	177214240	9.793660003	0
148	ADAMTS2	chr5	-	178537852	178541325	179110851	179114324	179110889	179114209	3.089862343	0.001727116
149	MGAT1	chr5	-	180217541	180220097	180790541	180793097	180788074	180798833	8.052467	0.000782167
150	FOXQ1	chr6	+	1312675	1314993	1312440	1314758	1308317	1317526	2.497688484	0
151	GFOD1	chr6	-	13363587	13365894	13363355	13365662	13361835	13366003	2.625110461	0.001733102
152	RBM24	chr6	+	17291987	17294102	17291756	17293871	17277285	17295941	3.519709314	0.00047259
153	NHLRC1	chr6	-	18120718	18122851	18120487	18122620	18055600	18222846	5.409762641	0.000468604
154	HDGFL1	chr6	+	22569678	22571891	22569449	22571662	22435582	22625407	2.585491534	0.001806685
155	TRIM38	chr6	+	25983392	25987557	25983164	25987329	25978621	25992943	5.372996423	0.002640422
156	RNF8	chr6	+	37358518	37362514	37390742	37394738	37390563	37395592	1.850962332	0.001501126
157	SUPT3H	chr6	-	44794467	44797594	44826730	44829857	44823251	44838954	0.742033742	0.001279181
158	CD2AP	chr6	+	47591922	47594999	47624186	47627263	47615609	47631978	4.272248605	0.001299545
159	FAM83B	chr6	+	54804504	54809897	54939706	54945099	54939588	54945305	1.990615845	0.001853912
160	HTR1B	chr6	-	78170565	78173739	77460848	77464022	77459007	77472486	1.376465432	0.000314961
161	MEI4	chr6	+	78632806	78636759	77923089	77927042	77920116	77928953	2.168407785	0.001264542
162	BVES	chr6	-	105544697	105549088	105096822	105101213	105093146	105104208	2.388314412	0.001593807
163	PDSS2	chr6	-	107473761	107475981	107152557	107154777	107151232	107156184	3.75527631	0.001800991
164	SOBP	chr6	+	107979411	107982513	107658207	107661309	107655305	107663116	1.053505186	0.001289075
165	FOXO3	chr6	+	109001030	109005971	108679827	108684768	108569159	108689305	1.499936366	0.000404694
166	MCM9	chr6	-	119134612	119137457	118813449	118816294	118801519	118819669	7.389500082	0.001405481
167	GJA1	chr6	+	121767978	121770890	121446832	121449744	121445140	121451837	5.33088526	0.000686577
168	TRDN	chr6	-	123537484	123539885	123216339	123218740	123210569	123221523	0.765399361	0.000832639
169	TRDN	chr6	-	123670620	123673731	123349475	123352586	123349488	123352257	1.614524537	0.001928021
170	AKAP7	chr6	+	131602670	131604675	131281530	131283535	131278971	131286781	1.89110777	0.001994018
171	OLIG3	chr6	-	137813336	137815531	137492199	137494394	137491024	137495846	1.031566969	0.001822323
172	GVQW2	chr6	-	139046348	139048630	138725211	138727493	138718692	138729736	1.721304905	0.003066141
173	STX11	chr6	+	144507760	144513076	144186623	144191939	144158462	144206525	1.442152638	0.00094038
174	UTRN	chr6	+	145172125	145174170	144850989	144853034	144850299	144894872	2.413676662	0.000977517
175	UST	chr6	+	149394969	149398126	149073833	149076990	149071995	149077642	1.010194275	0.000949968
176	TAB2	chr6	+	149730713	149732749	149409577	149411613	149409221	149431105	2.392452725	0.000490918
177	IPCEF1	chr6	-	154475618	154481175	154154483	154160040	154149752	154160933	9.873629052	0.001439367
178	PARK2	chr6	-	161768590	161771243	161347558	161350211	161347581	161349602	3.61651213	0.003391108
179	PAPOLB	chr7	-	4897369	4901625	4857738	4861994	4852861	4869710	1.729520732	0.000469814
180	ZNF316	chr7	+	6691934	6697910	6652303	6658279	6652369	6658221	2.618120066	0.001840388
181	DGKB	chr7	-	14184674	14188863	14145049	14149238	14145094	14149232	0.97521992	0.001193317
182	ISPD	chr7	-	16127152	16131424	16087527	16091799	16072711	16097189	4.543125311	0.00117096
183	SP4	chr7	+	21550640	21554440	21511022	21514822	21424112	21535600	7.261769481	0.000263089
184	PDE1C	chr7	-	31790793	31793167	31751179	31753553	31748436	31758539	0.902786865	0.002105263
185	BMPER	chr7	+	34192704	34195484	34153092	34155872	34139063	34196594	4.466401166	0.000719166
186	GPR141	chr7	+	37779982	37783423	37740380	37743821	37714818	37911533	3.113392062	0.002614759
187	CRCP	chr7	+	65617195	65619555	66152208	66154568	66150493	66156312	2.171926232	0.000847099
188	YWHAG	chr7	-	75956108	75959550	76326791	76330233	76323369	76331121	3.355486469	0.000580889
189	MAGI2	chr7	-	77646374	77649293	78017057	78019976	78011844	78024039	1.365621045	0.000684932
190	FZD1	chr7	+	90893783	90898132	91264468	91268817	91264507	91268813	1.598116628	0.000689655
191	AKAP9	chr7	+	91630162	91632549	92000848	92003235	91999298	92003275	2.415778775	0.001256281
192	TRIM4	chr7	-	99488030	99490369	99890407	99892746	99886105	99897512	1.613884344	0.001282051
193	LRRN3	chr7	+	110762471	110765510	111122415	111125454	110821269	111182741	1.230737852	0.001973684
194	CAV2	chr7	+	116146025	116148595	116505971	116508541	116506016	116508498	3.043342872	0.000388954
195	KCND2	chr7	+	119913722	119915801	120273668	120275747	120273729	120275615	1.642923376	0.000961538
196	GPR37	chr7	-	124404008	124406079	124763954	124766025	124759029	124777193	6.078717939	0.000965251
197	NRF1	chr7	+	129394858	129396922	129755018	129757082	129753552	129758917	8.733118474	0.000968992
198	C7orf49	chr7	-	134777061	134779334	135092309	135094582	135092218	135094617	3.282566842	0
199	MTPN	chr7	-	135611503	135614760	135926755	135930012	135926762	135930000	1.280761109	0.001227747
200	CTAGE15	chr7	+	143268894	143271480	143571801	143574387	143534839	143602164	1.428372211	0
201	CNTNAP2	chr7	+	148112509	148118090	148415417	148420998	148415780	148420959	4.946484678	0.001433178
202	ZNF425	chr7	-	148799876	148802658	149102784	149105566	149102888	149105374	9.621617568	0.002155947
203	HTR5A	chr7	+	154875865	154879102	155084155	155087392	155082730	155090564	1.455899682	0.000308833
204	MCPH1	chr8	+	6500515	6506026	6642994	6648505	6643008	6648475	2.244708851	0.00308418
205	MFHAS1	chr8	-	8747571	8751131	8890061	8893621	8890166	8893596	7.96847955	0
206	PPP1R3B	chr8	-	8993764	8999178	9136254	9141668	9136264	9141651	2.438215783	0
207	TNKS	chr8	+	9634160	9639856	9776650	9782346	9775372	9806842	4.337279452	0
208	XKR6	chr8	-	10753654	10756426	10896144	10898916	10893409	10901865	2.899024371	0
209	FAM167A	chr8	-	11278973	11282145	11421464	11424636	11364859	11455979	2.730739651	0
210	SGCZ	chr8	-	13942344	13948146	14084835	14090637	14084837	14090632	2.091853794	0.001378597
211	MTUS1	chr8	-	17611226	17613470	17753717	17755961	17753738	17755931	3.117088595	0.000890869
212	SCARA5	chr8	-	27727399	27729587	27869882	27872070	27864324	27875839	3.407818223	0.000913659
213	RAB11FIP1	chr8	-	37716465	37720631	37858947	37863113	37858639	37864787	2.564436077	0.00144023
214	SNTG1	chr8	+	51705231	51709216	50792671	50796656	50690189	50810717	1.441905061	0.002007025
215	FAM110B	chr8	+	59058466	59062277	58145907	58149718	58142352	58151078	1.616553478	0.001573977
216	ASPH	chr8	-	62536269	62538839	61623710	61626280	61618992	61628781	2.669033798	0.001166861
217	YTHDF3	chr8	+	64122241	64125346	63209683	63212788	63208195	63215667	3.365179012	0
218	XKR9	chr8	+	71646031	71648177	70733796	70735942	70731169	70742796	2.338415312	0.000931532
219	KCNB2	chr8	+	73848170	73850584	72935935	72938349	72935378	72939556	1.526479837	0.000828157
220	DCAF4L2	chr8	-	88882971	88886296	87870743	87874068	87865976	87881002	1.504268545	0.000601323
221	BAALC	chr8	+	104240217	104242533	103227989	103230305	103145148	103294088	1.391644025	0.001294778
222	ZHX2	chr8	+	123963532	123966268	122951292	122954028	122915273	122996657	5.738386452	0.002192181
223	LRRC6	chr8	-	133582667	133584728	132570419	132572480	132568696	132575619	7.407574682	0.000484966
224	ZNF251	chr8	-	145946294	145948767	144720909	144723382	144720854	144723509	0.85314954	0
225	CCDC171	chr9	+	15971607	15974037	15971609	15974039	15970684	15976560	2.365675549	0
226	KLHL9	chr9	-	21329670	21335431	21329671	21335432	21326832	21360133	1.759272071	0.000867754
227	TUSC1	chr9	-	25676387	25678856	25676389	25678858	25670059	25682798	2.8253937	0.000809717
228	MOB3B	chr9	-	27325207	27330614	27325209	27330616	27325220	27330518	2.997910804	0.00147929
229	LINGO2	chr9	-	27948084	27950704	27948086	27950706	27919726	27972555	2.072863251	0.000381534
230	KLF9	chr9	-	72999513	73002921	70384597	70388005	70374474	70393027	1.331446276	0.000293341
231	TRPM3	chr9	-	73149949	73152321	70535033	70537405	70535040	70537398	1.698512937	0.000842815
232	PRUNE2	chr9	-	79226292	79229516	76611376	76614600	76610416	76614804	4.180337992	0.001550388
233	NTRK2	chr9	+	87425457	87430623	84810542	84815708	84810639	84815644	3.439549247	0.000387072
234	C9orf170	chr9	+	89771488	89774641	87156573	87159726	87040582	87217126	2.039544769	0.002536462
235	SPIN1	chr9	+	91089993	91093623	88475078	88478708	88474797	88483291	3.496288941	0.000275406
236	SYK	chr9	+	93657810	93660842	90895528	90898560	90891740	90901050	3.417560235	0.001318826
237	ZNF484	chr9	-	95607313	95610833	92845031	92848551	92841157	92852223	5.274863697	0.000852031
238	CDC14B	chr9	-	99262395	99266071	96500113	96503789	96500163	96503754	2.533978133	0.000543922
239	NR4A3	chr9	+	102625902	102629173	99863620	99866891	99863628	99866866	1.58176839	0
240	PALM2-AKAP2	chr9	+	112930679	112934792	110168399	110172512	110167753	110174610	2.093928749	0.002430724
241	ZBTB43	chr9	+	129594766	129600489	126832487	126838210	126832493	126838135	3.147255385	0.001222921
242	LRRC8A	chr9	+	131669436	131671600	128907157	128909321	128901780	128910989	2.2025812	0.001847575
243	IER5L	chr9	-	131937831	131940540	129175552	129178261	129175367	129180538	1.402003742	0
244	NCS1	chr9	+	132995269	132999583	130232990	130237304	130194109	130238715	9.700364117	0.001854427
245	FAM78A	chr9	-	134133465	134136737	131258078	131261350	131257084	131262651	1.959423191	0.004582951
246	PFKFB3	chr10	+	6274858	6277508	6232895	6235545	6231245	6235756	3.433515707	0.004149378
247	SFMBT2	chr10	-	7200586	7205872	7158624	7163910	6968320	7166998	3.108333592	0.004540295
248	USP6NL	chr10	-	11502509	11505848	11460510	11463849	11459143	11466981	2.878282487	0.000898204
249	CCDC3	chr10	-	12938625	12940679	12896625	12898679	12772979	12949194	2.331877913	0.001946472
250	RSU1	chr10	-	16632615	16635495	16590616	16593496	16583756	16601882	6.179615582	0.000694203
251	OTUD1	chr10	+	23728198	23731310	23439269	23442381	23439280	23442376	1.094320887	0.000321234
252	MKX	chr10	-	27961803	27964344	27672874	27675415	27630795	27683624	1.352826168	0.000786782
253	PARD3	chr10	-	34398488	34400490	34109560	34111562	34101684	34116969	1.913805631	0.000499251
254	CSGALNACT2	chr10	+	43678698	43680756	43183250	43185308	43174483	43214900	2.530164935	0
255	HNRNPF	chr10	-	43881065	43883384	43385617	43387936	43341030	43396064	2.203529869	0.000431034
256	CSTF2T	chr10	-	53455246	53459355	51695486	51699595	51695500	51699471	1.631552158	0.001459854
257	ANK3	chr10	-	61786056	61789584	60026298	60029826	60025185	60044636	1.47532862	0.000566733
258	LRRTM3	chr10	+	68857345	68861309	67097587	67101551	66980895	68915568	0.67828988	0.001261034
259	LRRC20	chr10	-	72058726	72061264	70298970	70301508	70290419	70304625	1.055571725	0.00394011
260	ZCCHC24	chr10	-	81142081	81146214	79382325	79386458	79382328	79386400	2.801566588	0.002418965
261	CCSER2	chr10	+	86273205	86278277	84513449	84518521	84509283	84518935	3.068912932	0.000788488
262	CPEB3	chr10	-	93808397	93812196	92048640	92052439	92048716	92052299	1.630626111	0
263	FRAT1	chr10	+	99079022	99081672	97319265	97321915	97316456	97324042	5.265427459	0.001886081
264	FRAT2	chr10	-	99092254	99094458	97332497	97334701	97331143	97343020	1.517020738	0.004081633
265	STN1	chr10	-	105637316	105642599	103877558	103882841	103877673	103882831	5.154336887	0.000567752
266	ADRA2A	chr10	+	112836790	112840665	111077032	111080907	111076862	111081872	1.094197253	0.001031992
267	ADRB1	chr10	+	115803806	115806667	114044047	114046908	114042558	114047828	2.035207816	0.000698812
268	ATRNL1	chr10	+	117704169	117708510	115944658	115948999	115944829	115948966	3.77985001	0.001842469
269	RAB11FIP2	chr10	-	119764427	119768736	118004916	118009225	118004919	118009202	1.80554671	0.001160093
270	ATE1	chr10	-	123499936	123503373	121740421	121743858	121738613	121746968	1.126558708	0.001454334
271	TOLLIP	chr11	-	1295598	1298483	1274368	1277253	1272795	1286446	3.275377945	0.001386001
272	OR51E1	chr11	+	4673718	4676718	4652488	4655488	4650373	4661216	5.740328413	0.001332889
273	OR51E2	chr11	-	4701401	4703991	4680171	4682761	4675871	4686527	5.066459373	0.001543805
274	ZNF215	chr11	+	6976921	6979278	6955690	6958047	6954751	6959319	6.677280972	0.001272265
275	RBMXL2	chr11	+	7110165	7112379	7088934	7091148	6989051	7187729	2.202414261	0.001354402
276	RASSF10	chr11	+	13030970	13033653	13009423	13012106	13008373	13013158	1.849470636	0.000745156
277	FANCF	chr11	-	22644079	22647387	22622533	22625841	22605589	22633652	1.46803684	0
278	CD44	chr11	+	35250676	35253949	35229129	35232402	35217207	35243076	2.571663072	0.00091631
279	FJX1	chr11	+	35639735	35642421	35618187	35620873	35615793	35624887	1.701802482	0.001860811
